time,Twall,T1,P0,mdot,rho_ue_CH,sdot_mm_s,recession_mm,thickness_mm,Bg,Bc,L_nr,eps_surf,k_surf,iter,converged,resid_pct,mdot_g,mdot_c,T_24mm
41.2,3320.64,3311.77,101325,0.00465244,0.29768,0.276529,11.3947,38.6053,0.0155082,0.202788,123.826,0.899614,2.29571,13,1,-11.2018,-0.0192838,0.0608364,505.399
41.4,3320.7,3311.85,101325,0.00464639,0.297683,0.276526,11.45,38.55,0.015488,0.202785,123.828,0.899614,2.29581,13,1,-11.2013,-0.0192639,0.0608357,509.675
41.6,3320.75,3311.92,101325,0.00464037,0.297686,0.276522,11.5053,38.4947,0.0154679,0.202783,123.83,0.899614,2.29591,13,1,-11.2007,-0.0192442,0.0608349,514.006
41.8,3320.81,3311.99,101325,0.00463445,0.297689,0.276519,11.5606,38.4394,0.0154482,0.20278,123.832,0.899615,2.29601,13,1,-11.2002,-0.0192247,0.0608341,518.391
42,3320.86,3312.07,101325,0.00462854,0.297692,0.276515,11.6159,38.3841,0.0154285,0.202778,123.834,0.899615,2.29611,13,1,-11.1996,-0.0192054,0.0608333,522.831
42.2,3320.91,3312.14,101325,0.00462272,0.297695,0.276512,11.6712,38.3288,0.0154091,0.202775,123.837,0.899615,2.29621,13,1,-11.1991,-0.0191862,0.0608326,527.326
42.4,3320.97,3312.21,101325,0.00461693,0.297697,0.276508,11.7265,38.2735,0.0153898,0.202773,123.839,0.899616,2.2963,13,1,-11.1986,-0.0191672,0.0608318,531.875
42.6,3321.02,3312.28,101325,0.00461121,0.2977,0.276505,11.7818,38.2182,0.0153707,0.20277,123.841,0.899616,2.2964,13,1,-11.198,-0.0191484,0.0608311,536.479
42.8,3321.07,3312.35,101325,0.00460554,0.297703,0.276501,11.8371,38.1629,0.0153518,0.202768,123.843,0.899616,2.29649,13,1,-11.1975,-0.0191298,0.0608304,541.138
43,3321.12,3312.42,101325,0.00459992,0.297706,0.276498,11.8924,38.1076,0.0153331,0.202765,123.845,0.899617,2.29658,13,1,-11.197,-0.0191113,0.0608296,545.852
43.2,3321.18,3312.49,101325,0.00459435,0.297709,0.276495,11.9477,38.0523,0.0153145,0.202763,123.847,0.899617,2.29668,13,1,-11.1965,-0.019093,0.0608289,550.621
43.4,3321.23,3312.56,101325,0.00458884,0.297711,0.276492,12.003,37.997,0.0152962,0.20276,123.849,0.899617,2.29677,13,1,-11.196,-0.0190749,0.0608282,555.446
43.6,3321.28,3312.63,101325,0.00458337,0.297714,0.276488,12.0583,37.9417,0.0152779,0.202758,123.851,0.899617,2.29686,13,1,-11.1955,-0.0190569,0.0608275,560.328
43.8,3321.33,3312.7,101325,0.00457796,0.297717,0.276485,12.1136,37.8864,0.0152599,0.202756,123.853,0.899618,2.29695,13,1,-11.195,-0.0190391,0.0608268,565.272
44,3321.38,3312.77,101325,0.00457259,0.29772,0.276482,12.1689,37.8311,0.015242,0.202753,123.855,0.899618,2.29704,13,1,-11.1945,-0.0190214,0.060826,570.279
44.2,3321.43,3312.83,101325,0.00456728,0.297722,0.276479,12.2242,37.7758,0.0152243,0.202751,123.857,0.899618,2.29713,13,1,-11.194,-0.0190039,0.0608254,575.349
44.4,3321.47,3312.9,101325,0.004562,0.297725,0.276476,12.2795,37.7205,0.0152067,0.202749,123.859,0.899619,2.29721,13,1,-11.1935,-0.0189865,0.0608247,580.483
44.6,3321.52,3312.97,101325,0.00455679,0.297727,0.276473,12.3348,37.6652,0.0151893,0.202747,123.861,0.899619,2.2973,13,1,-11.193,-0.0189694,0.060824,585.679
44.8,3321.57,3313.03,101325,0.00455161,0.29773,0.276469,12.3901,37.6099,0.0151721,0.202744,123.863,0.899619,2.29739,13,1,-11.1926,-0.0189523,0.0608233,590.94
45,3321.62,3313.1,101325,0.00454649,0.297732,0.276466,12.4454,37.5546,0.015155,0.202742,123.865,0.899619,2.29747,13,1,-11.1921,-0.0189354,0.0608226,596.264
45.2,3321.66,3313.16,101325,0.0045414,0.297735,0.276463,12.5007,37.4993,0.015138,0.20274,123.867,0.89962,2.29756,13,1,-11.1916,-0.0189187,0.060822,601.652
45.4,3321.71,3313.22,101325,0.00453637,0.297738,0.27646,12.5559,37.4441,0.0151213,0.202738,123.868,0.89962,2.29764,13,1,-11.1911,-0.0189021,0.0608213,607.105
45.6,3321.76,3313.29,101325,0.00453138,0.29774,0.276457,12.6112,37.3888,0.0151046,0.202735,123.87,0.89962,2.29773,13,1,-11.1907,-0.0188856,0.0608207,612.621
45.8,3321.8,3313.35,101325,0.00452643,0.297742,0.276454,12.6665,37.3335,0.0150881,0.202733,123.872,0.89962,2.29781,13,1,-11.1902,-0.0188693,0.06082,618.203
46,3321.85,3313.41,101325,0.00452153,0.297745,0.276452,12.7218,37.2782,0.0150718,0.202731,123.874,0.899621,2.29789,13,1,-11.1898,-0.0188531,0.0608194,623.848
46.2,3321.89,3313.47,101325,0.00451667,0.297747,0.276449,12.7771,37.2229,0.0150556,0.202729,123.876,0.899621,2.29797,13,1,-11.1893,-0.0188371,0.0608187,629.558
46.4,3321.94,3313.54,101325,0.00451185,0.29775,0.276446,12.8324,37.1676,0.0150395,0.202727,123.877,0.899621,2.29806,13,1,-11.1889,-0.0188212,0.0608181,638.74
46.6,3321.98,3313.6,101325,0.00450708,0.297752,0.276443,12.8877,37.1123,0.0150236,0.202725,123.879,0.899621,2.29814,13,1,-11.1884,-0.0188054,0.0608175,644.626
46.8,3322.02,3313.66,101325,0.00450235,0.297754,0.27644,12.943,37.057,0.0150079,0.202723,123.881,0.899622,2.29822,13,1,-11.188,-0.0187898,0.0608168,650.582
47,3322.07,3313.72,101325,0.00449765,0.297757,0.276437,12.9983,37.0017,0.0149922,0.202721,123.883,0.899622,2.29829,13,1,-11.1875,-0.0187743,0.0608162,656.611
47.2,3322.11,3313.78,101325,0.004493,0.297759,0.276434,13.0536,36.9464,0.0149767,0.202719,123.884,0.899622,2.29837,13,1,-11.1871,-0.0187589,0.0608156,662.713
47.4,3322.15,3313.84,101325,0.00448839,0.297761,0.276432,13.1088,36.8912,0.0149613,0.202717,123.886,0.899622,2.29845,13,1,-11.1867,-0.0187437,0.060815,668.889
47.6,3322.2,3313.89,101325,0.00448382,0.297764,0.276429,13.1641,36.8359,0.0149461,0.202715,123.888,0.899623,2.29853,13,1,-11.1863,-0.0187286,0.0608144,675.139
47.8,3322.24,3313.95,101325,0.00447929,0.297766,0.276426,13.2194,36.7806,0.014931,0.202713,123.889,0.899623,2.29861,13,1,-11.1858,-0.0187136,0.0608138,681.462
48,3322.28,3314.01,101325,0.0044748,0.297768,0.276424,13.2747,36.7253,0.014916,0.202711,123.891,0.899623,2.29868,13,1,-11.1854,-0.0186987,0.0608132,687.861
48.2,3322.32,3314.07,101325,0.00447035,0.29777,0.276421,13.33,36.67,0.0149012,0.202709,123.893,0.899623,2.29876,13,1,-11.185,-0.018684,0.0608126,694.334
48.4,3322.36,3314.13,101325,0.00446593,0.297773,0.276418,13.3853,36.6147,0.0148865,0.202707,123.894,0.899624,2.29883,13,1,-11.1846,-0.0186694,0.060812,700.881
48.6,3322.4,3314.18,101325,0.00446155,0.297775,0.276416,13.4405,36.5595,0.0148719,0.202705,123.896,0.899624,2.29891,13,1,-11.1842,-0.0186549,0.0608115,707.505
48.8,3322.44,3314.24,101325,0.00445722,0.297777,0.276413,13.4958,36.5042,0.0148574,0.202703,123.898,0.899624,2.29898,13,1,-11.1838,-0.0186405,0.0608109,714.204
49,3322.48,3314.29,101325,0.00445291,0.297779,0.27641,13.5511,36.4489,0.0148431,0.202701,123.899,0.899624,2.29905,13,1,-11.1834,-0.0186263,0.0608103,720.979
49.2,3322.52,3314.35,101325,0.00444865,0.297781,0.276408,13.6064,36.3936,0.0148289,0.202699,123.901,0.899625,2.29913,13,1,-11.183,-0.0186122,0.0608098,727.832
49.4,3322.56,3314.41,101325,0.00444441,0.297783,0.276405,13.6617,36.3383,0.0148147,0.202697,123.902,0.899625,2.2992,13,1,-11.1826,-0.0185982,0.0608092,734.762
49.6,3322.6,3314.46,101325,0.00444022,0.297785,0.276403,13.717,36.283,0.0148008,0.202695,123.904,0.899625,2.29927,13,1,-11.1822,-0.0185843,0.0608086,746.075
49.8,3322.64,3314.51,101325,0.00443605,0.297787,0.2764,13.7722,36.2278,0.0147869,0.202694,123.905,0.899625,2.29934,13,1,-11.1818,-0.0185705,0.0608081,753.224
50,3322.67,3314.57,101325,0.00443194,0.297789,0.276398,13.8275,36.1725,0.0147731,0.202692,123.907,0.899625,2.29941,13,1,-11.1814,-0.0185568,0.0608075,760.454
50.2,3322.71,3314.62,101325,0.00442784,0.297792,0.276395,13.8828,36.1172,0.0147595,0.20269,123.908,0.899626,2.29948,13,1,-11.181,-0.0185432,0.060807,767.769
50.4,3322.75,3314.68,101325,0.00442379,0.297794,0.276393,13.9381,36.0619,0.014746,0.202688,123.91,0.899626,2.29955,13,1,-11.1806,-0.0185298,0.0608065,775.17
50.6,3322.79,3314.73,101325,0.00441976,0.297796,0.27639,13.9934,36.0066,0.0147325,0.202686,123.911,0.899626,2.29962,13,1,-11.1802,-0.0185165,0.0608059,782.659
50.8,3322.82,3314.78,101325,0.00441577,0.297798,0.276388,14.0486,35.9514,0.0147193,0.202685,123.913,0.899626,2.29969,13,1,-11.1799,-0.0185032,0.0608054,790.24
51,3322.86,3314.83,101325,0.00441181,0.2978,0.276386,14.1039,35.8961,0.0147061,0.202683,123.914,0.899626,2.29976,13,1,-11.1795,-0.0184901,0.060805,797.915
51.2,3322.9,3314.89,101325,0.00440788,0.297801,0.276384,14.1592,35.8408,0.0146929,0.202682,123.916,0.899627,2.29983,14,1,-11.1803,-0.0184771,0.0608046,805.687
51.4,3322.94,3314.94,101325,0.00440399,0.297803,0.276382,14.2145,35.7855,0.01468,0.20268,123.918,0.899627,2.2999,14,1,-11.18,-0.0184642,0.0608041,818.507
51.6,3322.97,3315,101325,0.00440012,0.297805,0.27638,14.2697,35.7303,0.0146671,0.202679,123.919,0.899627,2.29997,14,1,-11.1796,-0.0184514,0.0608036,826.564
51.8,3323.01,3315.05,101325,0.0043963,0.297807,0.276378,14.325,35.675,0.0146543,0.202677,123.92,0.899627,2.30003,14,1,-11.1793,-0.0184386,0.0608031,834.731
52,3323.04,3315.1,101325,0.00439249,0.297809,0.276375,14.3803,35.6197,0.0146417,0.202675,123.922,0.899627,2.3001,14,1,-11.1789,-0.018426,0.0608026,843.011
52.2,3323.08,3315.15,101325,0.00438873,0.297811,0.276373,14.4356,35.5644,0.0146291,0.202674,123.923,0.899628,2.30016,14,1,-11.1785,-0.0184135,0.0608021,851.404
52.4,3323.11,3315.2,101325,0.00438499,0.297813,0.276371,14.4908,35.5092,0.0146167,0.202672,123.925,0.899628,2.30023,14,1,-11.1782,-0.0184011,0.0608016,859.912
52.6,3323.15,3315.25,101325,0.00438129,0.297815,0.276369,14.5461,35.4539,0.0146043,0.20267,123.926,0.899628,2.30029,14,1,-11.1778,-0.0183888,0.0608011,868.54
52.8,3323.18,3315.3,101325,0.00437761,0.297817,0.276366,14.6014,35.3986,0.0145921,0.202669,123.927,0.899628,2.30036,14,1,-11.1775,-0.0183766,0.0608006,877.287
53,3323.22,3315.34,101325,0.00437397,0.297818,0.276364,14.6567,35.3433,0.0145799,0.202667,123.929,0.899628,2.30042,14,1,-11.1772,-0.0183645,0.0608002,891.832
53.2,3323.25,3315.39,101325,0.00437035,0.29782,0.276362,14.7119,35.2881,0.0145679,0.202665,123.93,0.899629,2.30048,14,1,-11.1768,-0.0183524,0.0607997,900.91
53.4,3323.28,3315.44,101325,0.00436677,0.297822,0.27636,14.7672,35.2328,0.0145559,0.202664,123.931,0.899629,2.30054,14,1,-11.1765,-0.0183405,0.0607992,910.107
53.6,3323.31,3315.49,101325,0.00436321,0.297824,0.276358,14.8225,35.1775,0.014544,0.202662,123.933,0.899629,2.30061,14,1,-11.1761,-0.0183287,0.0607987,919.42
53.8,3323.35,3315.54,101325,0.00435968,0.297825,0.276356,14.8777,35.1223,0.0145323,0.202661,123.934,0.899629,2.30067,14,1,-11.1758,-0.018317,0.0607982,928.845
54,3323.38,3315.58,101325,0.00435618,0.297827,0.276353,14.933,35.067,0.0145206,0.202659,123.935,0.899629,2.30073,14,1,-11.1755,-0.0183053,0.0607978,938.378
54.2,3323.41,3315.63,101325,0.0043527,0.297829,0.276351,14.9883,35.0117,0.014509,0.202658,123.936,0.89963,2.30079,14,1,-11.1751,-0.0182937,0.0607973,954.242
54.4,3323.44,3315.68,101325,0.00434926,0.297831,0.276349,15.0436,34.9564,0.0144975,0.202656,123.938,0.89963,2.30085,14,1,-11.1748,-0.0182823,0.0607969,964.049
54.6,3323.47,3315.72,101325,0.00434583,0.297832,0.276347,15.0988,34.9012,0.0144861,0.202655,123.939,0.89963,2.30091,14,1,-11.1745,-0.0182709,0.0607964,973.945
54.8,3323.51,3315.77,101325,0.00434244,0.297834,0.276345,15.1541,34.8459,0.0144748,0.202653,123.94,0.89963,2.30097,14,1,-11.1742,-0.0182596,0.0607959,983.93
55,3323.54,3315.82,101325,0.00433908,0.297836,0.276343,15.2094,34.7906,0.0144636,0.202652,123.941,0.89963,2.30103,14,1,-11.1739,-0.0182484,0.0607955,993.999
55.2,3323.57,3315.86,101325,0.00433573,0.297837,0.276341,15.2646,34.7354,0.0144525,0.20265,123.943,0.89963,2.30109,14,1,-11.1735,-0.0182373,0.060795,1010.77
55.4,3323.6,3315.91,101325,0.00433243,0.297839,0.276339,15.3199,34.6801,0.0144415,0.202649,123.944,0.899631,2.30114,14,1,-11.1732,-0.0182263,0.0607946,1021.06
55.6,3323.63,3315.95,101325,0.00432913,0.297841,0.276337,15.3752,34.6248,0.0144305,0.202647,123.945,0.899631,2.3012,14,1,-11.1729,-0.0182153,0.0607942,1031.44
55.8,3323.66,3316,101325,0.00432588,0.297842,0.276335,15.4304,34.5696,0.0144196,0.202646,123.946,0.899631,2.30126,14,1,-11.1726,-0.0182045,0.0607937,1041.89
56,3323.69,3316.04,101325,0.00432264,0.297844,0.276333,15.4857,34.5143,0.0144088,0.202644,123.948,0.899631,2.30132,14,1,-11.1723,-0.0181937,0.0607933,1052.42
56.2,3323.72,3316.09,101325,0.00431943,0.297845,0.276331,15.541,34.459,0.0143981,0.202643,123.949,0.899631,2.30137,14,1,-11.172,-0.018183,0.0607929,1070.01
56.4,3323.75,3316.13,101325,0.00431624,0.297847,0.276329,15.5962,34.4038,0.0143875,0.202641,123.95,0.899631,2.30143,14,1,-11.1717,-0.0181724,0.0607924,1080.77
56.6,3323.78,3316.17,101325,0.00431308,0.297849,0.276327,15.6515,34.3485,0.0143769,0.20264,123.951,0.899632,2.30148,14,1,-11.1714,-0.0181618,0.060792,1091.6
56.8,3323.8,3316.22,101325,0.00430995,0.29785,0.276325,15.7068,34.2932,0.0143665,0.202639,123.952,0.899632,2.30154,14,1,-11.1711,-0.0181514,0.0607916,1102.52
57,3323.83,3316.26,101325,0.00430683,0.297852,0.276323,15.762,34.238,0.0143561,0.202637,123.953,0.899632,2.30159,14,1,-11.1708,-0.018141,0.0607912,1113.52
57.2,3323.86,3316.3,101325,0.00430374,0.297853,0.276321,15.8173,34.1827,0.0143458,0.202636,123.954,0.899632,2.30165,14,1,-11.1705,-0.0181307,0.0607907,1131.99
57.4,3323.89,3316.35,101325,0.00430067,0.297855,0.27632,15.8726,34.1274,0.0143356,0.202634,123.956,0.899632,2.3017,14,1,-11.1702,-0.0181205,0.0607903,1143.23
57.6,3323.92,3316.39,101325,0.00429764,0.297856,0.276318,15.9278,34.0722,0.0143255,0.202633,123.957,0.899632,2.30176,14,1,-11.1699,-0.0181103,0.0607899,1154.56
57.8,3323.95,3316.43,101325,0.00429461,0.297858,0.276316,15.9831,34.0169,0.0143154,0.202632,123.958,0.899633,2.30181,14,1,-11.1696,-0.0181002,0.0607895,1165.98
58,3323.97,3316.47,101325,0.00429162,0.297859,0.276314,16.0384,33.9616,0.0143054,0.20263,123.959,0.899633,2.30186,14,1,-11.1693,-0.0180903,0.0607891,1185.21
58.2,3324,3316.51,101325,0.00428864,0.297861,0.276312,16.0936,33.9064,0.0142955,0.202629,123.96,0.899633,2.30192,14,1,-11.169,-0.0180803,0.0607887,1196.87
58.4,3324.03,3316.56,101325,0.00428569,0.297862,0.27631,16.1489,33.8511,0.0142856,0.202628,123.961,0.899633,2.30197,14,1,-11.1687,-0.0180705,0.0607883,1208.63
58.6,3324.05,3316.6,101325,0.00428277,0.297864,0.276309,16.2041,33.7959,0.0142759,0.202626,123.962,0.899633,2.30202,14,1,-11.1684,-0.0180607,0.0607879,1220.47
58.8,3324.08,3316.64,101325,0.00427985,0.297865,0.276307,16.2594,33.7406,0.0142662,0.202625,123.963,0.899633,2.30207,14,1,-11.1682,-0.018051,0.0607875,1240.47
59,3324.11,3316.68,101325,0.00427697,0.297867,0.276305,16.3147,33.6853,0.0142566,0.202624,123.964,0.899633,2.30212,14,1,-11.1679,-0.0180414,0.0607871,1252.56
59.2,3324.13,3316.72,101325,0.00427411,0.297868,0.276303,16.3699,33.6301,0.014247,0.202622,123.965,0.899634,2.30218,14,1,-11.1676,-0.0180318,0.0607867,1264.74
59.4,3324.16,3316.76,101325,0.00427126,0.297869,0.276301,16.4252,33.5748,0.0142376,0.202621,123.966,0.899634,2.30223,14,1,-11.1673,-0.0180223,0.0607863,1277.01
59.6,3324.19,3316.8,101325,0.00426845,0.297871,0.2763,16.4804,33.5196,0.0142282,0.20262,123.967,0.899634,2.30228,14,1,-11.167,-0.0180129,0.060786,1297.78
59.8,3324.21,3316.84,101325,0.00426564,0.297872,0.276298,16.5357,33.4643,0.0142188,0.202619,123.968,0.899634,2.30233,14,1,-11.1668,-0.0180036,0.0607856,1310.29
60,3324.24,3316.88,101325,0.00426287,0.297874,0.276296,16.591,33.409,0.0142096,0.202617,123.969,0.899634,2.30238,14,1,-11.1665,-0.0179943,0.0607852,1322.89
