time,Twall,T1,P0,mdot,rho_ue_CH,sdot_mm_s,recession_mm,thickness_mm,Bg,Bc,Tw_nr,eps_surf,k_surf,iter,converged,resid_pct,mdot_g,mdot_c,T_24mm
0.978,1116.44,802.131,200000,0.00614325,0.264958,0.038651,0,100,0.112167,0.144417,1116.44,0.858329,0.50291,1,1,-2.344,0.0297196,0.038264,300
0.98,1116.71,802.562,200000,0.00618067,0.264956,0.038658,0,100,0.112154,0.144444,1116.71,0.858412,0.502946,2,1,-2.35149,0.0297159,0.0382724,300
0.982,1116.97,802.993,200000,0.00621812,0.264956,0.0386665,0,100,0.112119,0.144476,1116.97,0.858495,0.502981,2,1,-2.35291,0.0297067,0.0382783,300
0.984,1117.21,803.423,200000,0.00625571,0.264954,0.0386723,0,100,0.112112,0.144499,1117.21,0.858578,0.503017,1,1,-2.34827,0.0297045,0.0382851,300
0.986,1117.48,803.853,200000,0.00629313,0.264952,0.0386792,0,100,0.1121,0.144526,1117.48,0.858661,0.503053,2,1,-2.35573,0.029701,0.0382934,300
0.988,1117.74,804.281,200000,0.00633059,0.264952,0.0386876,0,100,0.112066,0.144557,1117.74,0.858744,0.503087,2,1,-2.35714,0.029692,0.0382991,300
0.99,1117.97,804.709,200000,0.00636818,0.26495,0.0386933,0,100,0.11206,0.14458,1117.97,0.858826,0.503123,1,1,-2.35252,0.0296901,0.0383059,300
0.992,1118.24,805.136,200000,0.0064056,0.264947,0.0387001,0,100,0.112048,0.144607,1118.24,0.858908,0.503159,2,1,-2.35995,0.0296867,0.0383141,300
0.994,1118.5,805.563,200000,0.00644305,0.264947,0.0387084,0,100,0.112015,0.144637,1118.5,0.85899,0.503193,2,1,-2.36136,0.029678,0.0383198,300
0.996,1118.73,805.988,200000,0.00648063,0.264945,0.038714,0,100,0.112009,0.14466,1118.73,0.859071,0.503229,1,1,-2.35677,0.0296762,0.0383264,300
0.998,1119,806.413,200000,0.00651804,0.264943,0.0387207,0,100,0.111998,0.144686,1119,0.859153,0.503264,2,1,-2.36416,0.029673,0.0383345,300
1,1119.25,806.837,200000,0.00655548,0.264942,0.0387289,0,100,0.111966,0.144717,1119.25,0.859234,0.503298,2,1,-2.36557,0.0296647,0.0383401,300
