x[m], T[K]
40.7829,300
40.7869,300
40.7909,300
40.7949,300
40.7989,300
40.8029,300
40.8069,300
40.8109,300
40.8148,300
40.8188,300
40.8228,300
40.8268,300
40.8308,300
40.8348,300
40.8388,300
40.8428,300
40.8467,300
40.8507,300
40.8547,300
40.8587,300
40.8627,300
40.8667,300
40.8707,300
40.8747,300
40.8786,300
40.8826,300
40.8866,300
40.8906,300
40.8946,300
40.8986,300
40.9026,300
40.9066,300
40.9105,300
40.9145,300
40.9185,300
40.9225,300
40.9265,300
40.9305,300
40.9345,300
40.9385,300
40.9424,300
40.9464,300
40.9504,300
40.9544,300
40.9584,300
40.9624,300
40.9664,300
40.9704,300
40.9743,300
40.9783,300
40.9823,300
40.9863,300
40.9903,300
40.9943,300
40.9983,300
41.0023,300
41.0062,300
41.0102,300
41.0142,300
41.0182,300
41.0222,300
41.0262,300
41.0302,300
41.0342,300
41.0381,300
41.0421,300
41.0461,300
41.0501,300
41.0541,300
41.0581,300
41.0621,300
41.0661,300
41.07,300
41.074,300
41.078,300
41.082,300
41.086,300
41.09,300
41.094,300
41.098,300
41.1019,300
41.1059,300
41.1099,300
41.1139,300
41.1179,300
41.1219,300
41.1259,300
41.1299,300
41.1338,300
41.1378,300
41.1418,300
41.1458,300
41.1498,300
41.1538,300
41.1578,300
41.1618,300
41.1657,300
41.1697,300
41.1737,300
41.1777,300
41.1817,300
41.1857,300
41.1897,300
41.1937,300
41.1976,300
41.2016,300
41.2056,300
41.2096,300
41.2136,300
41.2176,300
41.2216,300
41.2256,300
41.2295,300
41.2335,300
41.2375,300
41.2415,300
41.2455,300
41.2495,300
41.2535,300
41.2575,300
41.2614,300
41.2654,300
41.2694,300
41.2734,300
41.2774,300
41.2814,300
41.2854,300
41.2894,300
41.2933,300
41.2973,300
41.3013,300
41.3053,300
41.3093,300
41.3133,300
41.3173,300
41.3213,300
41.3252,300
41.3292,300
41.3332,300
41.3372,300
41.3412,300
41.3452,300
41.3492,300
41.3532,300
41.3571,300
41.3611,300
41.3651,300
41.3691,300
41.3731,300
41.3771,300
41.3811,300
41.3851,300
41.389,300
41.393,300
41.397,300
41.401,300
41.405,300
41.409,300
41.413,300
41.417,300
41.4209,300
41.4249,300
41.4289,300
41.4329,300
41.4369,300
41.4409,300
41.4449,300
41.4489,300
41.4528,300
41.4568,300
41.4608,300
41.4648,300
41.4688,300
41.4728,300
41.4768,300
41.4808,300
41.4847,300
41.4887,300
41.4927,300
41.4967,300
41.5007,300
41.5047,300
41.5087,300
41.5127,300
41.5166,300
41.5206,300
41.5246,300
41.5286,300
41.5326,300
41.5366,300
41.5406,300
41.5446,300
41.5485,300
41.5525,300
41.5565,300
41.5605,300
41.5645,300
41.5685,300
41.5725,300
41.5765,300
41.5804,300
41.5844,300
41.5884,300
41.5924,300
41.5964,300
41.6004,300
41.6044,300
41.6084,300
41.6123,300
41.6163,300
41.6203,300
41.6243,300
41.6283,300
41.6323,300
41.6363,300
41.6403,300
41.6442,300
41.6482,300
41.6522,300
41.6562,300
41.6602,300
41.6642,300
41.6682,300
41.6722,300
41.6761,300
41.6801,300
41.6841,300
41.6881,300
41.6921,300
41.6961,300
41.7001,300
41.7041,300
41.708,300
41.712,300
41.716,300
41.72,300
41.724,300
41.728,300
41.732,300
41.736,300
41.7399,300
41.7439,300
41.7479,300
41.7519,300
41.7559,300
41.7599,300
41.7639,300
41.7679,300
41.7718,300
41.7758,300
41.7798,300
41.7838,300
41.7878,300
41.7918,300
41.7958,300
41.7998,300
41.8037,300
41.8077,300
41.8117,300
41.8157,300
41.8197,300
41.8237,300
41.8277,300
41.8317,300
41.8356,300
41.8396,300
41.8436,300
41.8476,300
41.8516,300
41.8556,300
41.8596,300
41.8636,300
41.8675,300
41.8715,300
41.8755,300
41.8795,300
41.8835,300
41.8875,300
41.8915,300
41.8955,300
41.8994,300
41.9034,300
41.9074,300
41.9114,300
41.9154,300
41.9194,300
41.9234,300
41.9274,300
41.9313,300
41.9353,300
41.9393,300
41.9433,300
41.9473,300
41.9513,300
41.9553,300
41.9593,300
41.9632,300
41.9672,300
41.9712,300
41.9752,300
41.9792,300
41.9832,300
41.9872,300
41.9912,300
41.9951,300
41.9991,300
42.0031,300
42.0071,300
42.0111,300
42.0151,300
42.0191,300
42.0231,300
42.027,300
42.031,300
42.035,300
42.039,300
42.043,300
42.047,300
42.051,300
42.055,300
42.0589,300
42.0629,300
42.0669,300
42.0709,300
42.0749,300
42.0789,300
42.0829,300
42.0869,300
42.0908,300
42.0948,300
42.0988,300
42.1028,300
42.1068,300
42.1108,300
42.1148,300
42.1188,300
42.1227,300
42.1267,300
42.1307,300
42.1347,300
42.1387,300
42.1427,300
42.1467,300
42.1507,300
42.1546,300
42.1586,300
42.1626,300
42.1666,300
42.1706,300
42.1746,300
42.1786,300
42.1826,300
42.1865,300
42.1905,300
42.1945,300
42.1985,300
42.2025,300
42.2065,300
42.2105,300
42.2145,300
42.2184,300
42.2224,300
42.2264,300
42.2304,300
42.2344,300
42.2384,300
42.2424,300
42.2464,300
42.2503,300
42.2543,300
42.2583,300
42.2623,300
42.2663,300
42.2703,300
42.2743,300
42.2783,300
42.2822,300
42.2862,300
42.2902,300
42.2942,300
42.2982,300
42.3022,300
42.3062,300
42.3102,300
42.3141,300
42.3181,300
42.3221,300
42.3261,300
42.3301,300
42.3341,300
42.3381,300
42.3421,300
42.346,300
42.35,300
42.354,300
42.358,300
42.362,300
42.366,300
42.37,300
42.374,300
42.3779,300
42.3819,300
42.3859,300
42.3899,300
42.3939,300
42.3979,300
42.4019,300
42.4059,300
42.4098,300
42.4138,300
42.4178,300
42.4218,300
42.4258,300
42.4298,300
42.4338,300
42.4378,300
42.4417,300
42.4457,300
42.4497,300
42.4537,300
42.4577,300
42.4617,300
42.4657,300
42.4697,300
42.4736,300
42.4776,300
42.4816,300
42.4856,300
42.4896,300
42.4936,300
42.4976,300
42.5016,300
42.5055,300
42.5095,300
42.5135,300
42.5175,300
42.5215,300
42.5255,300
42.5295,300
42.5335,300
42.5374,300
42.5414,300
42.5454,300
42.5494,300
42.5534,300
42.5574,300
42.5614,300
42.5654,300
42.5693,300
42.5733,300
42.5773,300
42.5813,300
42.5853,300
42.5893,300
42.5933,300
42.5973,300
42.6012,300
42.6052,300
42.6092,300
42.6132,300
42.6172,300
42.6212,300
42.6252,300
42.6292,300
42.6331,300
42.6371,300
42.6411,300
42.6451,300
42.6491,300
42.6531,300
42.6571,300
42.6611,300
42.665,300
42.669,300
42.673,300
42.677,300
42.681,300
42.685,300
42.689,300
42.693,300
42.6969,300
42.7009,300
42.7049,300
42.7089,300
42.7129,300
42.7169,300
42.7209,300
42.7249,300
42.7288,300
42.7328,300
42.7368,300
42.7408,300
42.7448,300
42.7488,300
42.7528,300
42.7568,300
42.7607,300
42.7647,300
42.7687,300
42.7727,300
42.7767,300
42.7807,300
42.7847,300
42.7887,300
42.7926,300
42.7966,300
42.8006,300
42.8046,300
42.8086,300
42.8126,300
42.8166,300
42.8206,300
42.8245,300
42.8285,300
42.8325,300
42.8365,300
42.8405,300
42.8445,300
42.8485,300
42.8525,300
42.8564,300
42.8604,300
42.8644,300
42.8684,300
42.8724,300
42.8764,300
42.8804,300
42.8844,300
42.8883,300
42.8923,300
42.8963,300
42.9003,300
42.9043,300
42.9083,300
42.9123,300
42.9163,300
42.9202,300
42.9242,300
42.9282,300
42.9322,300
42.9362,300
42.9402,300
42.9442,300
42.9482,300
42.9521,300
42.9561,300
42.9601,300
42.9641,300
42.9681,300
42.9721,300
42.9761,300
42.9801,300
42.984,300
42.988,300
42.992,300
42.996,300
43,300
43.004,300
43.008,300
43.012,300
43.0159,300
43.0199,300
43.0239,300
43.0279,300
43.0319,300
43.0359,300
43.0399,300
43.0439,300
43.0478,300
43.0518,300
43.0558,300
43.0598,300
43.0638,300
43.0678,300
43.0718,300
43.0758,300
43.0797,300
43.0837,300
43.0877,300
43.0917,300
43.0957,300
43.0997,300
43.1037,300
43.1077,300
43.1116,300
43.1156,300
43.1196,300
43.1236,300
43.1276,300
43.1316,300
43.1356,300
43.1396,300
43.1435,300
43.1475,300
43.1515,300
43.1555,300
43.1595,300
43.1635,300
43.1675,300
43.1715,300
43.1754,300
43.1794,300
43.1834,300
43.1874,300
43.1914,300
43.1954,300
43.1994,300
43.2034,300
43.2073,300
43.2113,300
43.2153,300
43.2193,300
43.2233,300
43.2273,300
43.2313,300
43.2353,300
43.2392,300
43.2432,300
43.2472,300
43.2512,300
43.2552,300
43.2592,300
43.2632,300
43.2672,300
43.2711,300
43.2751,300
43.2791,300
43.2831,300
43.2871,300
43.2911,300
43.2951,300
43.2991,300
43.303,300
43.307,300
43.311,300
43.315,300
43.319,300
43.323,300
43.327,300
43.331,300
43.3349,300
43.3389,300
43.3429,300
43.3469,300
43.3509,300
43.3549,300
43.3589,300
43.3629,300
43.3668,300
43.3708,300
43.3748,300
43.3788,300
43.3828,300
43.3868,300
43.3908,300
43.3948,300
43.3987,300
43.4027,300
43.4067,300
43.4107,300
43.4147,300
43.4187,300
43.4227,300
43.4267,300
43.4306,300
43.4346,300
43.4386,300
43.4426,300
43.4466,300
43.4506,300
43.4546,300
43.4586,300
43.4625,300
43.4665,300
43.4705,300
43.4745,300
43.4785,300
43.4825,300
43.4865,300
43.4905,300
43.4944,300
43.4984,300
43.5024,300
43.5064,300
43.5104,300
43.5144,300
43.5184,300
43.5224,300
43.5263,300
43.5303,300
43.5343,300
43.5383,300
43.5423,300
43.5463,300
43.5503,300
43.5543,300
43.5582,300
43.5622,300
43.5662,300
43.5702,300
43.5742,300
43.5782,300
43.5822,300
43.5862,300
43.5901,300
43.5941,300
43.5981,300
43.6021,300
43.6061,300
43.6101,300
43.6141,300
43.6181,300
43.622,300
43.626,300
43.63,300
43.634,300
43.638,300
43.642,300
43.646,300
43.65,300
43.6539,300
43.6579,300
43.6619,300
43.6659,300
43.6699,300
43.6739,300
43.6779,300
43.6819,300
43.6858,300
43.6898,300
43.6938,300
43.6978,300
43.7018,300
43.7058,300
43.7098,300
43.7138,300
43.7177,300
43.7217,300
43.7257,300
43.7297,300
43.7337,300
43.7377,300
43.7417,300
43.7457,300
43.7496,300
43.7536,300
43.7576,300
43.7616,300
43.7656,300
43.7696,300
43.7736,300
43.7776,300
43.7815,300
43.7855,300
43.7895,300
43.7935,300
43.7975,300
43.8015,300
43.8055,300
43.8095,300
43.8134,300
43.8174,300
43.8214,300
43.8254,300
43.8294,300
43.8334,300
43.8374,300
43.8414,300
43.8453,300
43.8493,300
43.8533,300
43.8573,300
43.8613,300
43.8653,300
43.8693,300
43.8733,300
43.8772,300
43.8812,300
43.8852,300
43.8892,300
43.8932,300
43.8972,300
43.9012,300
43.9052,300
43.9091,300
43.9131,300
43.9171,300
43.9211,300
43.9251,300
43.9291,300
43.9331,300
43.9371,300
43.941,300
43.945,300
43.949,300
43.953,300
43.957,300
43.961,300
43.965,300
43.969,300
43.9729,300
43.9769,300
43.9809,300
43.9849,300
43.9889,300
43.9929,300
43.9969,300
44.0009,300
44.0048,300
44.0088,300
44.0128,300
44.0168,300
44.0208,300
44.0248,300
44.0288,300
44.0328,300
44.0367,300
44.0407,300
44.0447,300
44.0487,300
44.0527,300
44.0567,300
44.0607,300
44.0647,300
44.0686,300
44.0726,300
44.0766,300
44.0806,300
44.0846,300
44.0886,300
44.0926,300
44.0966,300
44.1005,300
44.1045,300
44.1085,300
44.1125,300
44.1165,300
44.1205,300
44.1245,300
44.1285,300
44.1324,300
44.1364,300
44.1404,300
44.1444,300
44.1484,300
44.1524,300
44.1564,300
44.1604,300
44.1643,300
44.1683,300
44.1723,300
44.1763,300
44.1803,300
44.1843,300
44.1883,300
44.1923,300
44.1962,300
44.2002,300
44.2042,300
44.2082,300
44.2122,300
44.2162,300
44.2202,300
44.2242,300
44.2281,300
44.2321,300
44.2361,300
44.2401,300
44.2441,300
44.2481,300
44.2521,300
44.2561,300
44.26,300
44.264,300
44.268,300
44.272,300
44.276,300
44.28,300
44.284,300
44.288,300
44.2919,300
44.2959,300
44.2999,300
44.3039,300
44.3079,300
44.3119,300
44.3159,300
44.3199,300
44.3238,300
44.3278,300
44.3318,300
44.3358,300
44.3398,300
44.3438,300
44.3478,300
44.3518,300
44.3557,300
44.3597,300
44.3637,300
44.3677,300
44.3717,300
44.3757,300
44.3797,300
44.3837,300
44.3876,300
44.3916,300
44.3956,300
44.3996,300
44.4036,300
44.4076,300
44.4116,300
44.4156,300
44.4195,300
44.4235,300
44.4275,300
44.4315,300
44.4355,300
44.4395,300
44.4435,300
44.4475,300
44.4514,300
44.4554,300
44.4594,300
44.4634,300
44.4674,300
44.4714,300
44.4754,300
44.4794,300
44.4833,300
44.4873,300
44.4913,300
44.4953,300
44.4993,300
44.5033,300
44.5073,300
44.5113,300
44.5152,300
44.5192,300
44.5232,300
44.5272,300
44.5312,300
44.5352,300
44.5392,300
44.5432,300
44.5471,300
44.5511,300
44.5551,300
44.5591,300
44.5631,300
44.5671,300
44.5711,300
44.5751,300
44.579,300
44.583,300
44.587,300
44.591,300
44.595,300
44.599,300
44.603,300
44.607,300
44.6109,300
44.6149,300
44.6189,300
44.6229,300
44.6269,300
44.6309,300
44.6349,300
44.6389,300
44.6428,300
44.6468,300
44.6508,300
44.6548,300
44.6588,300
44.6628,300
44.6668,300
44.6708,300
44.6747,300
44.6787,300
44.6827,300
44.6867,300
44.6907,300
44.6947,300
44.6987,300
44.7027,300
44.7066,300
44.7106,300
44.7146,300
44.7186,300
44.7226,300
44.7266,300
44.7306,300
44.7346,300
44.7385,300
44.7425,300
44.7465,300
44.7505,300
44.7545,300
44.7585,300
44.7625,300
44.7665,300
44.7704,300
44.7744,300
44.7784,300
44.7824,300
44.7864,300
44.7904,300
44.7944,300
44.7984,300
44.8023,300
44.8063,300
44.8103,300
44.8143,300
44.8183,300
44.8223,300
44.8263,300
44.8303,300
44.8342,300
44.8382,300
44.8422,300
44.8462,300
44.8502,300
44.8542,300
44.8582,300
44.8622,300
44.8661,300
44.8701,300
44.8741,300
44.8781,300
44.8821,300
44.8861,300
44.8901,300
44.8941,300
44.898,300
44.902,300
44.906,300
44.91,300
44.914,300
44.918,300
44.922,300
44.926,300
44.9299,300
44.9339,300
44.9379,300
44.9419,300
44.9459,300
44.9499,300
44.9539,300
44.9579,300
44.9618,300
44.9658,300
44.9698,300
44.9738,300
44.9778,300
44.9818,300
44.9858,300
44.9898,300
44.9937,300
44.9977,300
45.0017,300
45.0057,300
45.0097,300
45.0137,300
45.0177,300
45.0217,300
45.0256,300
45.0296,300
45.0336,300
45.0376,300
45.0416,300
45.0456,300
45.0496,300
45.0536,300
45.0575,300
45.0615,300
45.0655,300
45.0695,300
45.0735,300
45.0775,300
45.0815,300
45.0855,300
45.0894,300
45.0934,300
45.0974,300
45.1014,300
45.1054,300
45.1094,300
45.1134,300
45.1174,300
45.1213,300
45.1253,300
45.1293,300
45.1333,300
45.1373,300
45.1413,300
45.1453,300
45.1493,300
45.1532,300
45.1572,300
45.1612,300
45.1652,300
45.1692,300
45.1732,300
45.1772,300
45.1812,300
45.1851,300
45.1891,300
45.1931,300
45.1971,300
45.2011,300
45.2051,300
45.2091,300
45.2131,300
45.217,300
45.221,300
45.225,300
45.229,300
45.233,300
45.237,300
45.241,300
45.245,300
45.2489,300
45.2529,300
45.2569,300
45.2609,300
45.2649,300
45.2689,300
45.2729,300
45.2769,300
45.2808,300
45.2848,300
45.2888,300
45.2928,300
45.2968,300
45.3008,300
45.3048,300
45.3088,300
45.3127,300
45.3167,300
45.3207,300
45.3247,300
45.3287,300
45.3327,300
45.3367,300
45.3407,300
45.3446,300
45.3486,300
45.3526,300
45.3566,300
45.3606,300
45.3646,300
45.3686,300
45.3726,300
45.3765,300
45.3805,300
45.3845,300
45.3885,300
45.3925,300
45.3965,300
45.4005,300
45.4045,300
45.4084,300
45.4124,300
45.4164,300
45.4204,300
45.4244,300
45.4284,300
45.4324,300
45.4364,300
45.4403,300
45.4443,300
45.4483,300
45.4523,300
45.4563,300
45.4603,300
45.4643,300
45.4683,300
45.4722,300
45.4762,300
45.4802,300
45.4842,300
45.4882,300
45.4922,300
45.4962,300
45.5002,300
45.5041,300
45.5081,300
45.5121,300
45.5161,300
45.5201,300
45.5241,300
45.5281,300
45.5321,300
45.536,300
45.54,300
45.544,300
45.548,300
45.552,300
45.556,300
45.56,300
45.564,300
45.5679,300
45.5719,300
45.5759,300
45.5799,300
45.5839,300
45.5879,300
45.5919,300
45.5959,300
45.5998,300
45.6038,300
45.6078,300
45.6118,300
45.6158,300
45.6198,300
45.6238,300
45.6278,300
45.6317,300
45.6357,300
45.6397,300
45.6437,300
45.6477,300
45.6517,300
45.6557,300
45.6597,300
45.6636,300
45.6676,300
45.6716,300
45.6756,300
45.6796,300
45.6836,300
45.6876,300
45.6916,300
45.6955,300
45.6995,300
45.7035,300
45.7075,300
45.7115,300
45.7155,300
45.7195,300
45.7235,300
45.7274,300
45.7314,300
45.7354,300
45.7394,300
45.7434,300
45.7474,300
45.7514,300
45.7554,300
45.7593,300
45.7633,300
45.7673,300
45.7713,300
45.7753,300
45.7793,300
45.7833,300
45.7873,300
45.7912,300
45.7952,300
45.7992,300
45.8032,300
45.8072,300
45.8112,300
45.8152,300
45.8192,300
45.8231,300
45.8271,300
45.8311,300
45.8351,300
45.8391,300
45.8431,300
45.8471,300
45.8511,300
45.855,300
45.859,300
45.863,300
45.867,300
45.871,300
45.875,300
45.879,300
45.883,300
45.8869,300
45.8909,300
45.8949,300
45.8989,300
45.9029,300
45.9069,300
45.9109,300
45.9149,300
45.9188,300
45.9228,300
45.9268,300
45.9308,300
45.9348,300
45.9388,300
45.9428,300
45.9468,300
45.9507,300
45.9547,300
45.9587,300
45.9627,300
45.9667,300
45.9707,300
45.9747,300
45.9787,300
45.9826,300
45.9866,300
45.9906,300
45.9946,300
45.9986,300
46.0026,300
46.0066,300
46.0106,300
46.0145,300
46.0185,300
46.0225,300
46.0265,300
46.0305,300
46.0345,300
46.0385,300
46.0425,300
46.0464,300
46.0504,300
46.0544,300
46.0584,300
46.0624,300
46.0664,300
46.0704,300
46.0744,300
46.0783,300
46.0823,300
46.0863,300
46.0903,300
46.0943,300
46.0983,300
46.1023,300
46.1063,300
46.1102,300
46.1142,300
46.1182,300
46.1222,300
46.1262,300
46.1302,300
46.1342,300
46.1382,300
46.1421,300
46.1461,300
46.1501,300
46.1541,300
46.1581,300
46.1621,300
46.1661,300
46.1701,300
46.174,300
46.178,300
46.182,300
46.186,300
46.19,300
46.194,300
46.198,300
46.202,300
46.2059,300
46.2099,300
46.2139,300
46.2179,300
46.2219,300
46.2259,300
46.2299,300
46.2339,300
46.2378,300
46.2418,300
46.2458,300
46.2498,300
46.2538,300
46.2578,300
46.2618,300
46.2658,300
46.2697,300
46.2737,300
46.2777,300
46.2817,300
46.2857,300
46.2897,300
46.2937,300
46.2977,300
46.3016,300
46.3056,300
46.3096,300
46.3136,300
46.3176,300
46.3216,300
46.3256,300
46.3296,300
46.3335,300
46.3375,300
46.3415,300
46.3455,300
46.3495,300
46.3535,300
46.3575,300
46.3615,300
46.3654,300
46.3694,300
46.3734,300
46.3774,300
46.3814,300
46.3854,300
46.3894,300
46.3934,300
46.3973,300
46.4013,300
46.4053,300
46.4093,300
46.4133,300
46.4173,300
46.4213,300
46.4253,300
46.4292,300
46.4332,300
46.4372,300
46.4412,300
46.4452,300
46.4492,300
46.4532,300
46.4572,300
46.4611,300
46.4651,300
46.4691,300
46.4731,300
46.4771,300
46.4811,300
46.4851,300
46.4891,300
46.493,300
46.497,300
46.501,300
46.505,300
46.509,300
46.513,300
46.517,300
46.521,300
46.5249,300
46.5289,300
46.5329,300
46.5369,300
46.5409,300
46.5449,300
46.5489,300
46.5529,300
46.5568,300
46.5608,300
46.5648,300
46.5688,300
46.5728,300
46.5768,300
46.5808,300
46.5848,300
46.5887,300
46.5927,300
46.5967,300
46.6007,300
46.6047,300
46.6087,300
46.6127,300
46.6167,300
46.6206,300
46.6246,300
46.6286,300
46.6326,300
46.6366,300
46.6406,300
46.6446,300
46.6486,300
46.6525,300
46.6565,300
46.6605,300
46.6645,300
46.6685,300
46.6725,300
46.6765,300
46.6805,300
46.6844,300
46.6884,300
46.6924,300
46.6964,300
46.7004,300
46.7044,300
46.7084,300
46.7124,300
46.7163,300
46.7203,300
46.7243,300
46.7283,300
46.7323,300
46.7363,300
46.7403,300
46.7443,300
46.7482,300
46.7522,300
46.7562,300
46.7602,300
46.7642,300
46.7682,300
46.7722,300
46.7762,300
46.7801,300
46.7841,300
46.7881,300
46.7921,300
46.7961,300
46.8001,300
46.8041,300
46.8081,300
46.812,300
46.816,300
46.82,300
46.824,300
46.828,300
46.832,300
46.836,300
46.84,300
46.8439,300
46.8479,300
46.8519,300
46.8559,300
46.8599,300
46.8639,300
46.8679,300
46.8719,300
46.8758,300
46.8798,300
46.8838,300
46.8878,300
46.8918,300
46.8958,300
46.8998,300
46.9038,300
46.9077,300
46.9117,300
46.9157,300
46.9197,300
46.9237,300
46.9277,300
46.9317,300
46.9357,300
46.9396,300
46.9436,300
46.9476,300
46.9516,300
46.9556,300
46.9596,300
46.9636,300
46.9676,300
46.9715,300
46.9755,300
46.9795,300
46.9835,300
46.9875,300
46.9915,300
46.9955,300
46.9995,300
47.0034,300
47.0074,300
47.0114,300
47.0154,300
47.0194,300
47.0234,300
47.0274,300
47.0314,300
47.0353,300
47.0393,300
47.0433,300
47.0473,300
47.0513,300
47.0553,300
47.0593,300
47.0633,300
47.0672,300
47.0712,300
47.0752,300
47.0792,300
47.0832,300
47.0872,300
47.0912,300
47.0952,300
47.0991,300
47.1031,300
47.1071,300
47.1111,300
47.1151,300
47.1191,300
47.1231,300
47.1271,300
47.131,300
47.135,300
47.139,300
47.143,300
47.147,300
47.151,300
47.155,300
47.159,300
47.1629,300
47.1669,300
47.1709,300
47.1749,300
47.1789,300
47.1829,300
47.1869,300
47.1909,300
47.1948,300
47.1988,300
47.2028,300
47.2068,300
47.2108,300
47.2148,300
47.2188,300
47.2228,300
47.2267,300
47.2307,300
47.2347,300
47.2387,300
47.2427,300
47.2467,300
47.2507,300
47.2547,300
47.2586,300
47.2626,300
47.2666,300
47.2706,300
47.2746,300
47.2786,300
47.2826,300
47.2866,300
47.2905,300
47.2945,300
47.2985,300
47.3025,300
47.3065,300
47.3105,300
47.3145,300
47.3185,300
47.3224,300
47.3264,300
47.3304,300
47.3344,300
47.3384,300
47.3424,300
47.3464,300
47.3504,300
47.3543,300
47.3583,300
47.3623,300
47.3663,300
47.3703,300
47.3743,300
47.3783,300
47.3823,300
47.3862,300
47.3902,300
47.3942,300
47.3982,300
47.4022,300
47.4062,300
47.4102,300
47.4142,300
47.4181,300
47.4221,300
47.4261,300
47.4301,300
47.4341,300
47.4381,300
47.4421,300
47.4461,300
47.45,300
47.454,300
47.458,300
47.462,300
47.466,300
47.47,300
47.474,300
47.478,300
47.4819,300
47.4859,300
47.4899,300
47.4939,300
47.4979,300
47.5019,300
47.5059,300
47.5099,300
47.5138,300
47.5178,300
47.5218,300
47.5258,300
47.5298,300
47.5338,300
47.5378,300
47.5418,300
47.5457,300
47.5497,300
47.5537,300
47.5577,300
47.5617,300
47.5657,300
47.5697,300
47.5737,300
47.5776,300
47.5816,300
47.5856,300
47.5896,300
47.5936,300
47.5976,300
47.6016,300
47.6056,300
47.6095,300
47.6135,300
47.6175,300
47.6215,300
47.6255,300
47.6295,300
47.6335,300
47.6375,300
47.6414,300
47.6454,300
47.6494,300
47.6534,300
47.6574,300
47.6614,300
47.6654,300
47.6694,300
47.6733,300
47.6773,300
47.6813,300
47.6853,300
47.6893,300
47.6933,300
47.6973,300
47.7013,300
47.7052,300
47.7092,300
47.7132,300
47.7172,300
47.7212,300
47.7252,300
47.7292,300
47.7332,300
47.7371,300
47.7411,300
47.7451,300
47.7491,300
47.7531,300
47.7571,300
47.7611,300
47.7651,300
47.769,300
47.773,300
47.777,300
47.781,300
47.785,300
47.789,300
47.793,300
47.797,300
47.8009,300
47.8049,300
47.8089,300
47.8129,300
47.8169,300
47.8209,300
47.8249,300
47.8289,300
47.8328,300
47.8368,300
47.8408,300
47.8448,300
47.8488,300
47.8528,300
47.8568,300
47.8608,300
47.8647,300
47.8687,300
47.8727,300
47.8767,300
47.8807,300
47.8847,300
47.8887,300
47.8927,300
47.8966,300
47.9006,300
47.9046,300
47.9086,300
47.9126,300
47.9166,300
47.9206,300
47.9246,300
47.9285,300
47.9325,300
47.9365,300
47.9405,300
47.9445,300
47.9485,300
47.9525,300
47.9565,300
47.9604,300
47.9644,300
47.9684,300
47.9724,300
47.9764,300
47.9804,300
47.9844,300
47.9884,300
47.9923,300
47.9963,300
48.0003,300
48.0043,300
48.0083,300
48.0123,300
48.0163,300
48.0203,300
48.0242,300
48.0282,300
48.0322,300
48.0362,300
48.0402,300
48.0442,300
48.0482,300
48.0522,300
48.0561,300
48.0601,300
48.0641,300
48.0681,300
48.0721,300
48.0761,300
48.0801,300
48.0841,300
48.088,300
48.092,300
48.096,300
48.1,300
48.104,300
48.108,300
48.112,300
48.116,300
48.1199,300
48.1239,300
48.1279,300
48.1319,300
48.1359,300
48.1399,300
48.1439,300
48.1479,300
48.1518,300
48.1558,300
48.1598,300
48.1638,300
48.1678,300
48.1718,300
48.1758,300
48.1798,300
48.1837,300
48.1877,300
48.1917,300
48.1957,300
48.1997,300
48.2037,300
48.2077,300
48.2117,300
48.2156,300
48.2196,300
48.2236,300
48.2276,300
48.2316,300
48.2356,300
48.2396,300
48.2436,300
48.2475,300
48.2515,300
48.2555,300
48.2595,300
48.2635,300
48.2675,300
48.2715,300
48.2755,300
48.2794,300
48.2834,300
48.2874,300
48.2914,300
48.2954,300
48.2994,300
48.3034,300
48.3074,300
48.3113,300
48.3153,300
48.3193,300
48.3233,300
48.3273,300
48.3313,300
48.3353,300
48.3393,300
48.3432,300
48.3472,300
48.3512,300
48.3552,300
48.3592,300
48.3632,300
48.3672,300
48.3712,300
48.3751,300
48.3791,300
48.3831,300
48.3871,300
48.3911,300
48.3951,300
48.3991,300
48.4031,300
48.407,300
48.411,300
48.415,300
48.419,300
48.423,300
48.427,300
48.431,300
48.435,300
48.4389,300
48.4429,300
48.4469,300
48.4509,300
48.4549,300
48.4589,300
48.4629,300
48.4669,300
48.4708,300
48.4748,300
48.4788,300
48.4828,300
48.4868,300
48.4908,300
48.4948,300
48.4988,300
48.5027,300
48.5067,300
48.5107,300
48.5147,300
48.5187,300
48.5227,300
48.5267,300
48.5307,300
48.5346,300
48.5386,300
48.5426,300
48.5466,300
48.5506,300
48.5546,300
48.5586,300
48.5626,300
48.5665,300
48.5705,300
48.5745,300
48.5785,300
48.5825,300
48.5865,300
48.5905,300
48.5945,300
48.5984,300
48.6024,300
48.6064,300
48.6104,300
48.6144,300
48.6184,300
48.6224,300
48.6264,300
48.6303,300
48.6343,300
48.6383,300
48.6423,300
48.6463,300
48.6503,300
48.6543,300
48.6583,300
48.6622,300
48.6662,300
48.6702,300
48.6742,300
48.6782,300
48.6822,300
48.6862,300
48.6902,300
48.6941,300
48.6981,300
48.7021,300
48.7061,300
48.7101,300
48.7141,300
48.7181,300
48.7221,300
48.726,300
48.73,300
48.734,300
48.738,300
48.742,300
48.746,300
48.75,300
48.754,300
48.7579,300
48.7619,300
48.7659,300
48.7699,300
48.7739,300
48.7779,300
48.7819,300
48.7859,300
48.7898,300
48.7938,300
48.7978,300
48.8018,300
48.8058,300
48.8098,300
48.8138,300
48.8178,300
48.8217,300
48.8257,300
48.8297,300
48.8337,300
48.8377,300
48.8417,300
48.8457,300
48.8497,300
48.8536,300
48.8576,300
48.8616,300
