x[m], T[K]
21.3638,300
21.3678,300
21.3718,300
21.3758,300
21.3798,300
21.3838,300
21.3877,300
21.3917,300
21.3957,300
21.3997,300
21.4037,300
21.4077,300
21.4117,300
21.4157,300
21.4196,300
21.4236,300
21.4276,300
21.4316,300
21.4356,300
21.4396,300
21.4436,300
21.4476,300
21.4515,300
21.4555,300
21.4595,300
21.4635,300
21.4675,300
21.4715,300
21.4755,300
21.4795,300
21.4834,300
21.4874,300
21.4914,300
21.4954,300
21.4994,300
21.5034,300
21.5074,300
21.5114,300
21.5153,300
21.5193,300
21.5233,300
21.5273,300
21.5313,300
21.5353,300
21.5393,300
21.5433,300
21.5472,300
21.5512,300
21.5552,300
21.5592,300
21.5632,300
21.5672,300
21.5712,300
21.5752,300
21.5791,300
21.5831,300
21.5871,300
21.5911,300
21.5951,300
21.5991,300
21.6031,300
21.6071,300
21.611,300
21.615,300
21.619,300
21.623,300
21.627,300
21.631,300
21.635,300
21.639,300
21.6429,300
21.6469,300
21.6509,300
21.6549,300
21.6589,300
21.6629,300
21.6669,300
21.6709,300
21.6748,300
21.6788,300
21.6828,300
21.6868,300
21.6908,300
21.6948,300
21.6988,300
21.7028,300
21.7067,300
21.7107,300
21.7147,300
21.7187,300
21.7227,300
21.7267,300
21.7307,300
21.7347,300
21.7386,300
21.7426,300
21.7466,300
21.7506,300
21.7546,300
21.7586,300
21.7626,300
21.7666,300
21.7705,300
21.7745,300
21.7785,300
21.7825,300
21.7865,300
21.7905,300
21.7945,300
21.7985,300
21.8024,300
21.8064,300
21.8104,300
21.8144,300
21.8184,300
21.8224,300
21.8264,300
21.8304,300
21.8343,300
21.8383,300
21.8423,300
21.8463,300
21.8503,300
21.8543,300
21.8583,300
21.8623,300
21.8662,300
21.8702,300
21.8742,300
21.8782,300
21.8822,300
21.8862,300
21.8902,300
21.8942,300
21.8981,300
21.9021,300
21.9061,300
21.9101,300
21.9141,300
21.9181,300
21.9221,300
21.9261,300
21.93,300
21.934,300
21.938,300
21.942,300
21.946,300
21.95,300
21.954,300
21.958,300
21.9619,300
21.9659,300
21.9699,300
21.9739,300
21.9779,300
21.9819,300
21.9859,300
21.9899,300
21.9938,300
21.9978,300
22.0018,300
22.0058,300
22.0098,300
22.0138,300
22.0178,300
22.0218,300
22.0257,300
22.0297,300
22.0337,300
22.0377,300
22.0417,300
22.0457,300
22.0497,300
22.0537,300
22.0576,300
22.0616,300
22.0656,300
22.0696,300
22.0736,300
22.0776,300
22.0816,300
22.0856,300
22.0895,300
22.0935,300
22.0975,300
22.1015,300
22.1055,300
22.1095,300
22.1135,300
22.1175,300
22.1214,300
22.1254,300
22.1294,300
22.1334,300
22.1374,300
22.1414,300
22.1454,300
22.1494,300
22.1533,300
22.1573,300
22.1613,300
22.1653,300
22.1693,300
22.1733,300
22.1773,300
22.1813,300
22.1852,300
22.1892,300
22.1932,300
22.1972,300
22.2012,300
22.2052,300
22.2092,300
22.2132,300
22.2171,300
22.2211,300
22.2251,300
22.2291,300
22.2331,300
22.2371,300
22.2411,300
22.2451,300
22.249,300
22.253,300
22.257,300
22.261,300
22.265,300
22.269,300
22.273,300
22.277,300
22.2809,300
22.2849,300
22.2889,300
22.2929,300
22.2969,300
22.3009,300
22.3049,300
22.3089,300
22.3128,300
22.3168,300
22.3208,300
22.3248,300
22.3288,300
22.3328,300
22.3368,300
22.3408,300
22.3447,300
22.3487,300
22.3527,300
22.3567,300
22.3607,300
22.3647,300
22.3687,300
22.3727,300
22.3766,300
22.3806,300
22.3846,300
22.3886,300
22.3926,300
22.3966,300
22.4006,300
22.4046,300
22.4085,300
22.4125,300
22.4165,300
22.4205,300
22.4245,300
22.4285,300
22.4325,300
22.4365,300
22.4404,300
22.4444,300
22.4484,300
22.4524,300
22.4564,300
22.4604,300
22.4644,300
22.4684,300
22.4723,300
22.4763,300
22.4803,300
22.4843,300
22.4883,300
22.4923,300
22.4963,300
22.5003,300
22.5042,300
22.5082,300
22.5122,300
22.5162,300
22.5202,300
22.5242,300
22.5282,300
22.5322,300
22.5361,300
22.5401,300
22.5441,300
22.5481,300
22.5521,300
22.5561,300
22.5601,300
22.5641,300
22.568,300
22.572,300
22.576,300
22.58,300
22.584,300
22.588,300
22.592,300
22.596,300
22.5999,300
22.6039,300
22.6079,300
22.6119,300
22.6159,300
22.6199,300
22.6239,300
22.6279,300
22.6318,300
22.6358,300
22.6398,300
22.6438,300
22.6478,300
22.6518,300
22.6558,300
22.6598,300
22.6637,300
22.6677,300
22.6717,300
22.6757,300
22.6797,300
22.6837,300
22.6877,300
22.6917,300
22.6956,300
22.6996,300
22.7036,300
22.7076,300
22.7116,300
22.7156,300
22.7196,300
22.7236,300
22.7275,300
22.7315,300
22.7355,300
22.7395,300
22.7435,300
22.7475,300
22.7515,300
22.7555,300
22.7594,300
22.7634,300
22.7674,300
22.7714,300
22.7754,300
22.7794,300
22.7834,300
22.7874,300
22.7913,300
22.7953,300
22.7993,300
22.8033,300
22.8073,300
22.8113,300
22.8153,300
22.8193,300
22.8232,300
22.8272,300
22.8312,300
22.8352,300
22.8392,300
22.8432,300
22.8472,300
22.8512,300
22.8551,300
22.8591,300
22.8631,300
22.8671,300
22.8711,300
22.8751,300
22.8791,300
22.8831,300
22.887,300
22.891,300
22.895,300
22.899,300
22.903,300
22.907,300
22.911,300
22.915,300
22.9189,300
22.9229,300
22.9269,300
22.9309,300
22.9349,300
22.9389,300
22.9429,300
22.9469,300
22.9508,300
22.9548,300
22.9588,300
22.9628,300
22.9668,300
22.9708,300
22.9748,300
22.9788,300
22.9827,300
22.9867,300
22.9907,300
22.9947,300
22.9987,300
23.0027,300
23.0067,300
23.0107,300
23.0146,300
23.0186,300
23.0226,300
23.0266,300
23.0306,300
23.0346,300
23.0386,300
23.0426,300
23.0465,300
23.0505,300
23.0545,300
23.0585,300
23.0625,300
23.0665,300
23.0705,300
23.0745,300
23.0784,300
23.0824,300
23.0864,300
23.0904,300
23.0944,300
23.0984,300
23.1024,300
23.1064,300
23.1103,300
23.1143,300
23.1183,300
23.1223,300
23.1263,300
23.1303,300
23.1343,300
23.1383,300
23.1422,300
23.1462,300
23.1502,300
23.1542,300
23.1582,300
23.1622,300
23.1662,300
23.1702,300
23.1741,300
23.1781,300
23.1821,300
23.1861,300
23.1901,300
23.1941,300
23.1981,300
23.2021,300
23.206,300
23.21,300
23.214,300
23.218,300
23.222,300
23.226,300
23.23,300
23.234,300
23.2379,300
23.2419,300
23.2459,300
23.2499,300
23.2539,300
23.2579,300
23.2619,300
23.2659,300
23.2698,300
23.2738,300
23.2778,300
23.2818,300
23.2858,300
23.2898,300
23.2938,300
23.2978,300
23.3017,300
23.3057,300
23.3097,300
23.3137,300
23.3177,300
23.3217,300
23.3257,300
23.3297,300
23.3336,300
23.3376,300
23.3416,300
23.3456,300
23.3496,300
23.3536,300
23.3576,300
23.3616,300
23.3655,300
23.3695,300
23.3735,300
23.3775,300
23.3815,300
23.3855,300
23.3895,300
23.3935,300
23.3974,300
23.4014,300
23.4054,300
23.4094,300
23.4134,300
23.4174,300
23.4214,300
23.4254,300
23.4293,300
23.4333,300
23.4373,300
23.4413,300
23.4453,300
23.4493,300
23.4533,300
23.4573,300
23.4612,300
23.4652,300
23.4692,300
23.4732,300
23.4772,300
23.4812,300
23.4852,300
23.4892,300
23.4931,300
23.4971,300
23.5011,300
23.5051,300
23.5091,300
23.5131,300
23.5171,300
23.5211,300
23.525,300
23.529,300
23.533,300
23.537,300
23.541,300
23.545,300
23.549,300
23.553,300
23.5569,300
23.5609,300
23.5649,300
23.5689,300
23.5729,300
23.5769,300
23.5809,300
23.5849,300
23.5888,300
23.5928,300
23.5968,300
23.6008,300
23.6048,300
23.6088,300
23.6128,300
23.6168,300
23.6207,300
23.6247,300
23.6287,300
23.6327,300
23.6367,300
23.6407,300
23.6447,300
23.6487,300
23.6526,300
23.6566,300
23.6606,300
23.6646,300
23.6686,300
23.6726,300
23.6766,300
23.6806,300
23.6845,300
23.6885,300
23.6925,300
23.6965,300
23.7005,300
23.7045,300
23.7085,300
23.7125,300
23.7164,300
23.7204,300
23.7244,300
23.7284,300
23.7324,300
23.7364,300
23.7404,300
23.7444,300
23.7483,300
23.7523,300
23.7563,300
23.7603,300
23.7643,300
23.7683,300
23.7723,300
23.7763,300
23.7802,300
23.7842,300
23.7882,300
23.7922,300
23.7962,300
23.8002,300
23.8042,300
23.8082,300
23.8121,300
23.8161,300
23.8201,300
23.8241,300
23.8281,300
23.8321,300
23.8361,300
23.8401,300
23.844,300
23.848,300
23.852,300
23.856,300
23.86,300
23.864,300
23.868,300
23.872,300
23.8759,300
23.8799,300
23.8839,300
23.8879,300
23.8919,300
23.8959,300
23.8999,300
23.9039,300
23.9078,300
23.9118,300
23.9158,300
23.9198,300
23.9238,300
23.9278,300
23.9318,300
23.9358,300
23.9397,300
23.9437,300
23.9477,300
23.9517,300
23.9557,300
23.9597,300
23.9637,300
23.9677,300
23.9716,300
23.9756,300
23.9796,300
23.9836,300
23.9876,300
23.9916,300
23.9956,300
23.9996,300
24.0035,300
24.0075,300
24.0115,300
24.0155,300
24.0195,300
24.0235,300
24.0275,300
24.0315,300
24.0354,300
24.0394,300
24.0434,300
24.0474,300
24.0514,300
24.0554,300
24.0594,300
24.0634,300
24.0673,300
24.0713,300
24.0753,300
24.0793,300
24.0833,300
24.0873,300
24.0913,300
24.0953,300
24.0992,300
24.1032,300
24.1072,300
24.1112,300
24.1152,300
24.1192,300
24.1232,300
24.1272,300
24.1311,300
24.1351,300
24.1391,300
24.1431,300
24.1471,300
24.1511,300
24.1551,300
24.1591,300
24.163,300
24.167,300
24.171,300
24.175,300
24.179,300
24.183,300
24.187,300
24.191,300
24.1949,300
24.1989,300
24.2029,300
24.2069,300
24.2109,300
24.2149,300
24.2189,300
24.2229,300
24.2268,300
24.2308,300
24.2348,300
24.2388,300
24.2428,300
24.2468,300
24.2508,300
24.2548,300
24.2587,300
24.2627,300
24.2667,300
24.2707,300
24.2747,300
24.2787,300
24.2827,300
24.2867,300
24.2906,300
24.2946,300
24.2986,300
24.3026,300
24.3066,300
24.3106,300
24.3146,300
24.3186,300
24.3225,300
24.3265,300
24.3305,300
24.3345,300
24.3385,300
24.3425,300
24.3465,300
24.3505,300
24.3544,300
24.3584,300
24.3624,300
24.3664,300
24.3704,300
24.3744,300
24.3784,300
24.3824,300
24.3863,300
24.3903,300
24.3943,300
24.3983,300
24.4023,300
24.4063,300
24.4103,300
24.4143,300
24.4182,300
24.4222,300
24.4262,300
24.4302,300
24.4342,300
24.4382,300
24.4422,300
24.4462,300
24.4501,300
24.4541,300
24.4581,300
24.4621,300
24.4661,300
24.4701,300
24.4741,300
24.4781,300
24.482,300
24.486,300
24.49,300
24.494,300
24.498,300
24.502,300
24.506,300
24.51,300
24.5139,300
24.5179,300
24.5219,300
24.5259,300
24.5299,300
24.5339,300
24.5379,300
24.5419,300
24.5458,300
24.5498,300
24.5538,300
24.5578,300
24.5618,300
24.5658,300
24.5698,300
24.5738,300
24.5777,300
24.5817,300
24.5857,300
24.5897,300
24.5937,300
24.5977,300
24.6017,300
24.6057,300
24.6096,300
24.6136,300
24.6176,300
24.6216,300
24.6256,300
24.6296,300
24.6336,300
24.6376,300
24.6415,300
24.6455,300
24.6495,300
24.6535,300
24.6575,300
24.6615,300
24.6655,300
24.6695,300
24.6734,300
24.6774,300
24.6814,300
24.6854,300
24.6894,300
24.6934,300
24.6974,300
24.7014,300
24.7053,300
24.7093,300
24.7133,300
24.7173,300
24.7213,300
24.7253,300
24.7293,300
24.7333,300
24.7372,300
24.7412,300
24.7452,300
24.7492,300
24.7532,300
24.7572,300
24.7612,300
24.7652,300
24.7691,300
24.7731,300
24.7771,300
24.7811,300
24.7851,300
24.7891,300
24.7931,300
24.7971,300
24.801,300
24.805,300
24.809,300
24.813,300
24.817,300
24.821,300
24.825,300
24.829,300
24.8329,300
24.8369,300
24.8409,300
24.8449,300
24.8489,300
24.8529,300
24.8569,300
24.8609,300
24.8648,300
24.8688,300
24.8728,300
24.8768,300
24.8808,300
24.8848,300
24.8888,300
24.8928,300
24.8967,300
24.9007,300
24.9047,300
24.9087,300
24.9127,300
24.9167,300
24.9207,300
24.9247,300
24.9286,300
24.9326,300
24.9366,300
24.9406,300
24.9446,300
24.9486,300
24.9526,300
24.9566,300
24.9605,300
24.9645,300
24.9685,300
24.9725,300
24.9765,300
24.9805,300
24.9845,300
24.9885,300
24.9924,300
24.9964,300
25.0004,300
25.0044,300
25.0084,300
25.0124,300
25.0164,300
25.0204,300
25.0243,300
25.0283,300
25.0323,300
25.0363,300
25.0403,300
25.0443,300
25.0483,300
25.0523,300
25.0562,300
25.0602,300
25.0642,300
25.0682,300
25.0722,300
25.0762,300
25.0802,300
25.0842,300
25.0881,300
25.0921,300
25.0961,300
25.1001,300
25.1041,300
25.1081,300
25.1121,300
25.1161,300
25.12,300
25.124,300
25.128,300
25.132,300
25.136,300
25.14,300
25.144,300
25.148,300
25.1519,300
25.1559,300
25.1599,300
25.1639,300
25.1679,300
25.1719,300
25.1759,300
25.1799,300
25.1838,300
25.1878,300
25.1918,300
25.1958,300
25.1998,300
25.2038,300
25.2078,300
25.2118,300
25.2157,300
25.2197,300
25.2237,300
25.2277,300
25.2317,300
25.2357,300
25.2397,300
25.2437,300
25.2476,300
25.2516,300
25.2556,300
25.2596,300
25.2636,300
25.2676,300
25.2716,300
25.2756,300
25.2795,300
25.2835,300
25.2875,300
25.2915,300
25.2955,300
25.2995,300
25.3035,300
25.3075,300
25.3114,300
25.3154,300
25.3194,300
25.3234,300
25.3274,300
25.3314,300
25.3354,300
25.3394,300
25.3433,300
25.3473,300
25.3513,300
25.3553,300
25.3593,300
25.3633,300
25.3673,300
25.3713,300
25.3752,300
25.3792,300
25.3832,300
25.3872,300
25.3912,300
25.3952,300
25.3992,300
25.4032,300
25.4071,300
25.4111,300
25.4151,300
25.4191,300
25.4231,300
25.4271,300
25.4311,300
25.4351,300
25.439,300
25.443,300
25.447,300
25.451,300
25.455,300
25.459,300
25.463,300
25.467,300
25.4709,300
25.4749,300
25.4789,300
25.4829,300
25.4869,300
25.4909,300
25.4949,300
25.4989,300
25.5028,300
25.5068,300
25.5108,300
25.5148,300
25.5188,300
25.5228,300
25.5268,300
25.5308,300
25.5347,300
25.5387,300
25.5427,300
25.5467,300
25.5507,300
25.5547,300
25.5587,300
25.5627,300
25.5666,300
25.5706,300
25.5746,300
25.5786,300
25.5826,300
25.5866,300
25.5906,300
25.5946,300
25.5985,300
25.6025,300
25.6065,300
25.6105,300
25.6145,300
25.6185,300
25.6225,300
25.6265,300
25.6304,300
25.6344,300
25.6384,300
25.6424,300
25.6464,300
25.6504,300
25.6544,300
25.6584,300
25.6623,300
25.6663,300
25.6703,300
25.6743,300
25.6783,300
25.6823,300
25.6863,300
25.6903,300
25.6942,300
25.6982,300
25.7022,300
25.7062,300
25.7102,300
25.7142,300
25.7182,300
25.7222,300
25.7261,300
25.7301,300
25.7341,300
25.7381,300
25.7421,300
25.7461,300
25.7501,300
25.7541,300
25.758,300
25.762,300
25.766,300
25.77,300
25.774,300
25.778,300
25.782,300
25.786,300
25.7899,300
25.7939,300
25.7979,300
25.8019,300
25.8059,300
25.8099,300
25.8139,300
25.8179,300
25.8218,300
25.8258,300
25.8298,300
25.8338,300
25.8378,300
25.8418,300
25.8458,300
25.8498,300
25.8537,300
25.8577,300
25.8617,300
25.8657,300
25.8697,300
25.8737,300
25.8777,300
25.8817,300
25.8856,300
25.8896,300
25.8936,300
25.8976,300
25.9016,300
25.9056,300
25.9096,300
25.9136,300
25.9175,300
25.9215,300
25.9255,300
25.9295,300
25.9335,300
25.9375,300
25.9415,300
25.9455,300
25.9494,300
25.9534,300
25.9574,300
25.9614,300
25.9654,300
25.9694,300
25.9734,300
25.9774,300
25.9813,300
25.9853,300
25.9893,300
25.9933,300
25.9973,300
26.0013,300
26.0053,300
26.0093,300
26.0132,300
26.0172,300
26.0212,300
26.0252,300
26.0292,300
26.0332,300
26.0372,300
26.0412,300
26.0451,300
26.0491,300
26.0531,300
26.0571,300
26.0611,300
26.0651,300
26.0691,300
26.0731,300
26.077,300
26.081,300
26.085,300
26.089,300
26.093,300
26.097,300
26.101,300
26.105,300
26.1089,300
26.1129,300
26.1169,300
26.1209,300
26.1249,300
26.1289,300
26.1329,300
26.1369,300
26.1408,300
26.1448,300
26.1488,300
26.1528,300
26.1568,300
26.1608,300
26.1648,300
26.1688,300
26.1727,300
26.1767,300
26.1807,300
26.1847,300
26.1887,300
26.1927,300
26.1967,300
26.2007,300
26.2046,300
26.2086,300
26.2126,300
26.2166,300
26.2206,300
26.2246,300
26.2286,300
26.2326,300
26.2365,300
26.2405,300
26.2445,300
26.2485,300
26.2525,300
26.2565,300
26.2605,300
26.2645,300
26.2684,300
26.2724,300
26.2764,300
26.2804,300
26.2844,300
26.2884,300
26.2924,300
26.2964,300
26.3003,300
26.3043,300
26.3083,300
26.3123,300
26.3163,300
26.3203,300
26.3243,300
26.3283,300
26.3322,300
26.3362,300
26.3402,300
26.3442,300
26.3482,300
26.3522,300
26.3562,300
26.3602,300
26.3641,300
26.3681,300
26.3721,300
26.3761,300
26.3801,300
26.3841,300
26.3881,300
26.3921,300
26.396,300
26.4,300
26.404,300
26.408,300
26.412,300
26.416,300
26.42,300
26.424,300
26.4279,300
26.4319,300
26.4359,300
26.4399,300
26.4439,300
26.4479,300
26.4519,300
26.4559,300
26.4598,300
26.4638,300
26.4678,300
26.4718,300
26.4758,300
26.4798,300
26.4838,300
26.4878,300
26.4917,300
26.4957,300
26.4997,300
26.5037,300
26.5077,300
26.5117,300
26.5157,300
26.5197,300
26.5236,300
26.5276,300
26.5316,300
26.5356,300
26.5396,300
26.5436,300
26.5476,300
26.5516,300
26.5555,300
26.5595,300
26.5635,300
26.5675,300
26.5715,300
26.5755,300
26.5795,300
26.5835,300
26.5874,300
26.5914,300
26.5954,300
26.5994,300
26.6034,300
26.6074,300
26.6114,300
26.6154,300
26.6193,300
26.6233,300
26.6273,300
26.6313,300
26.6353,300
26.6393,300
26.6433,300
26.6473,300
26.6512,300
26.6552,300
26.6592,300
26.6632,300
26.6672,300
26.6712,300
26.6752,300
26.6792,300
26.6831,300
26.6871,300
26.6911,300
26.6951,300
26.6991,300
26.7031,300
26.7071,300
26.7111,300
26.715,300
26.719,300
26.723,300
26.727,300
26.731,300
26.735,300
26.739,300
26.743,300
26.7469,300
26.7509,300
26.7549,300
26.7589,300
26.7629,300
26.7669,300
26.7709,300
26.7749,300
26.7788,300
26.7828,300
26.7868,300
26.7908,300
26.7948,300
26.7988,300
26.8028,300
26.8068,300
26.8107,300
26.8147,300
26.8187,300
26.8227,300
26.8267,300
26.8307,300
26.8347,300
26.8387,300
26.8426,300
26.8466,300
26.8506,300
26.8546,300
26.8586,300
26.8626,300
26.8666,300
26.8706,300
26.8745,300
26.8785,300
26.8825,300
26.8865,300
26.8905,300
26.8945,300
26.8985,300
26.9025,300
26.9064,300
26.9104,300
26.9144,300
26.9184,300
26.9224,300
26.9264,300
26.9304,300
26.9344,300
26.9383,300
26.9423,300
26.9463,300
26.9503,300
26.9543,300
26.9583,300
26.9623,300
26.9663,300
26.9702,300
26.9742,300
26.9782,300
26.9822,300
26.9862,300
26.9902,300
26.9942,300
26.9982,300
27.0021,300
27.0061,300
27.0101,300
27.0141,300
27.0181,300
27.0221,300
27.0261,300
27.0301,300
27.034,300
27.038,300
27.042,300
27.046,300
27.05,300
27.054,300
27.058,300
27.062,300
27.0659,300
27.0699,300
27.0739,300
27.0779,300
27.0819,300
27.0859,300
27.0899,300
27.0939,300
27.0978,300
27.1018,300
27.1058,300
27.1098,300
27.1138,300
27.1178,300
27.1218,300
27.1258,300
27.1297,300
27.1337,300
27.1377,300
27.1417,300
27.1457,300
27.1497,300
27.1537,300
27.1577,300
27.1616,300
27.1656,300
27.1696,300
27.1736,300
27.1776,300
27.1816,300
27.1856,300
27.1896,300
27.1935,300
27.1975,300
27.2015,300
27.2055,300
27.2095,300
27.2135,300
27.2175,300
27.2215,300
27.2254,300
27.2294,300
27.2334,300
27.2374,300
27.2414,300
27.2454,300
27.2494,300
27.2534,300
27.2573,300
27.2613,300
27.2653,300
27.2693,300
27.2733,300
27.2773,300
27.2813,300
27.2853,300
27.2892,300
27.2932,300
27.2972,300
27.3012,300
27.3052,300
27.3092,300
27.3132,300
27.3172,300
27.3211,300
27.3251,300
27.3291,300
27.3331,300
27.3371,300
27.3411,300
27.3451,300
27.3491,300
27.353,300
27.357,300
27.361,300
27.365,300
27.369,300
27.373,300
27.377,300
27.381,300
27.3849,300
27.3889,300
27.3929,300
27.3969,300
27.4009,300
27.4049,300
27.4089,300
27.4129,300
27.4168,300
27.4208,300
27.4248,300
27.4288,300
27.4328,300
27.4368,300
27.4408,300
27.4448,300
27.4487,300
27.4527,300
27.4567,300
27.4607,300
27.4647,300
27.4687,300
27.4727,300
27.4767,300
27.4806,300
27.4846,300
27.4886,300
27.4926,300
27.4966,300
27.5006,300
27.5046,300
27.5086,300
27.5125,300
27.5165,300
27.5205,300
27.5245,300
27.5285,300
27.5325,300
27.5365,300
27.5405,300
27.5444,300
27.5484,300
27.5524,300
27.5564,300
27.5604,300
27.5644,300
27.5684,300
27.5724,300
27.5763,300
27.5803,300
27.5843,300
27.5883,300
27.5923,300
27.5963,300
27.6003,300
27.6043,300
27.6082,300
27.6122,300
27.6162,300
27.6202,300
27.6242,300
27.6282,300
27.6322,300
27.6362,300
27.6401,300
27.6441,300
27.6481,300
27.6521,300
27.6561,300
27.6601,300
27.6641,300
27.6681,300
27.672,300
27.676,300
27.68,300
27.684,300
27.688,300
27.692,300
27.696,300
27.7,300
27.7039,300
27.7079,300
27.7119,300
27.7159,300
27.7199,300
27.7239,300
27.7279,300
27.7319,300
27.7358,300
27.7398,300
27.7438,300
27.7478,300
27.7518,300
27.7558,300
27.7598,300
27.7638,300
27.7677,300
27.7717,300
27.7757,300
27.7797,300
27.7837,300
27.7877,300
27.7917,300
27.7957,300
27.7996,300
27.8036,300
27.8076,300
27.8116,300
27.8156,300
27.8196,300
27.8236,300
27.8276,300
27.8315,300
27.8355,300
27.8395,300
27.8435,300
27.8475,300
27.8515,300
27.8555,300
27.8595,300
27.8634,300
27.8674,300
27.8714,300
27.8754,300
27.8794,300
27.8834,300
27.8874,300
27.8914,300
27.8953,300
27.8993,300
27.9033,300
27.9073,300
27.9113,300
27.9153,300
27.9193,300
27.9233,300
27.9272,300
27.9312,300
27.9352,300
27.9392,300
27.9432,300
27.9472,300
27.9512,300
27.9552,300
27.9591,300
27.9631,300
27.9671,300
27.9711,300
27.9751,300
27.9791,300
27.9831,300
27.9871,300
27.991,300
27.995,300
27.999,300
28.003,300
28.007,300
28.011,300
28.015,300
28.019,300
28.0229,300
28.0269,300
28.0309,300
28.0349,300
28.0389,300
28.0429,300
28.0469,300
28.0509,300
28.0548,300
28.0588,300
28.0628,300
28.0668,300
28.0708,300
28.0748,300
28.0788,300
28.0828,300
28.0867,300
28.0907,300
28.0947,300
28.0987,300
28.1027,300
28.1067,300
28.1107,300
28.1147,300
28.1186,300
28.1226,300
28.1266,300
28.1306,300
28.1346,300
28.1386,300
28.1426,300
28.1466,300
28.1505,300
28.1545,300
28.1585,300
28.1625,300
28.1665,300
28.1705,300
28.1745,300
28.1785,300
28.1824,300
28.1864,300
28.1904,300
28.1944,300
28.1984,300
28.2024,300
28.2064,300
28.2104,300
28.2143,300
28.2183,300
28.2223,300
28.2263,300
28.2303,300
28.2343,300
28.2383,300
28.2423,300
28.2462,300
28.2502,300
28.2542,300
28.2582,300
28.2622,300
28.2662,300
28.2702,300
28.2742,300
28.2781,300
28.2821,300
28.2861,300
28.2901,300
28.2941,300
28.2981,300
28.3021,300
28.3061,300
28.31,300
28.314,300
28.318,300
28.322,300
28.326,300
28.33,300
28.334,300
28.338,300
28.3419,300
28.3459,300
28.3499,300
28.3539,300
28.3579,300
28.3619,300
28.3659,300
28.3699,300
28.3738,300
28.3778,300
28.3818,300
28.3858,300
28.3898,300
28.3938,300
28.3978,300
28.4018,300
28.4057,300
28.4097,300
28.4137,300
28.4177,300
28.4217,300
28.4257,300
28.4297,300
28.4337,300
28.4376,300
28.4416,300
28.4456,300
28.4496,300
28.4536,300
28.4576,300
28.4616,300
28.4656,300
28.4695,300
28.4735,300
28.4775,300
28.4815,300
28.4855,300
28.4895,300
28.4935,300
28.4975,300
28.5014,300
28.5054,300
28.5094,300
28.5134,300
28.5174,300
28.5214,300
28.5254,300
28.5294,300
28.5333,300
28.5373,300
28.5413,300
28.5453,300
28.5493,300
28.5533,300
28.5573,300
28.5613,300
28.5652,300
28.5692,300
28.5732,300
28.5772,300
28.5812,300
28.5852,300
28.5892,300
28.5932,300
28.5971,300
28.6011,300
28.6051,300
28.6091,300
28.6131,300
28.6171,300
28.6211,300
28.6251,300
28.629,300
28.633,300
28.637,300
28.641,300
28.645,300
28.649,300
28.653,300
28.657,300
28.6609,300
28.6649,300
28.6689,300
28.6729,300
28.6769,300
28.6809,300
28.6849,300
28.6889,300
28.6928,300
28.6968,300
28.7008,300
28.7048,300
28.7088,300
28.7128,300
28.7168,300
28.7208,300
28.7247,300
28.7287,300
28.7327,300
28.7367,300
28.7407,300
28.7447,300
28.7487,300
28.7527,300
28.7566,300
28.7606,300
28.7646,300
28.7686,300
28.7726,300
28.7766,300
28.7806,300
28.7846,300
28.7885,300
28.7925,300
28.7965,300
28.8005,300
28.8045,300
28.8085,300
28.8125,300
28.8165,300
28.8204,300
28.8244,300
28.8284,300
28.8324,300
28.8364,300
28.8404,300
28.8444,300
28.8484,300
28.8523,300
28.8563,300
28.8603,300
28.8643,300
28.8683,300
28.8723,300
28.8763,300
28.8803,300
28.8842,300
28.8882,300
28.8922,300
28.8962,300
28.9002,300
28.9042,300
28.9082,300
28.9122,300
28.9161,300
28.9201,300
28.9241,300
28.9281,300
28.9321,300
28.9361,300
28.9401,300
28.9441,300
28.948,300
28.952,300
28.956,300
28.96,300
28.964,300
28.968,300
28.972,300
28.976,300
28.9799,300
28.9839,300
28.9879,300
28.9919,300
28.9959,300
28.9999,300
29.0039,300
29.0079,300
29.0118,300
29.0158,300
29.0198,300
29.0238,300
29.0278,300
29.0318,300
29.0358,300
29.0398,300
29.0437,300
29.0477,300
29.0517,300
29.0557,300
29.0597,300
29.0637,300
29.0677,300
29.0717,300
29.0756,300
29.0796,300
29.0836,300
29.0876,300
29.0916,300
29.0956,300
29.0996,300
29.1036,300
29.1075,300
29.1115,300
29.1155,300
29.1195,300
29.1235,300
29.1275,300
29.1315,300
29.1355,300
29.1394,300
29.1434,300
29.1474,300
29.1514,300
29.1554,300
29.1594,300
29.1634,300
29.1674,300
29.1713,300
29.1753,300
29.1793,300
29.1833,300
29.1873,300
29.1913,300
29.1953,300
29.1993,300
29.2032,300
29.2072,300
29.2112,300
29.2152,300
29.2192,300
29.2232,300
29.2272,300
29.2312,300
29.2351,300
29.2391,300
29.2431,300
29.2471,300
29.2511,300
29.2551,300
29.2591,300
29.2631,300
29.267,300
29.271,300
29.275,300
29.279,300
29.283,300
29.287,300
29.291,300
29.295,300
29.2989,300
29.3029,300
29.3069,300
29.3109,300
29.3149,300
29.3189,300
29.3229,300
29.3269,300
29.3308,300
29.3348,300
29.3388,300
29.3428,300
29.3468,300
29.3508,300
29.3548,300
29.3588,300
29.3627,300
29.3667,300
29.3707,300
29.3747,300
29.3787,300
29.3827,300
29.3867,300
29.3907,300
29.3946,300
29.3986,300
29.4026,300
29.4066,300
29.4106,300
29.4146,300
29.4186,300
29.4226,300
29.4265,300
29.4305,300
29.4345,300
29.4385,300
29.4425,300
