time,Twall,T1,P0,mdot,heff,sdot_mm_s,recession_mm,thickness_mm,mode,iter,Tw_stat,sdot_mm_s,dP01_Pa,dx_surf_m,k_surf
0.01,1929.36,305.15,101325,6.51972e-09,200,0,0,50,STA,2,1929.36,0,1.56384e-06,0.000505051,0.17
0.2,1734.77,451.395,101325,0.000629779,199.685,0,0,50,STA,2,1734.77,0,0.135825,0.000505051,0.320397
0.4,1778.6,586.101,101325,0.000747406,199.627,0,0,50,STA,2,1778.6,0,0.165266,0.000505051,0.321519
0.6,1795.46,699.487,101325,0.00418037,197.917,0,0,50,STA,2,1795.46,0,0.933126,0.000505051,0.333138
0.8,1742.77,781.004,101325,0.0158393,192.185,0,0,50,STA,2,1742.77,0,3.43184,0.000505051,0.3902
1,1632.79,829.294,101325,0.0301169,185.319,0,0,50,STA,2,1632.79,0,6.1135,0.000505051,0.511372
1.2,1524.49,860.26,101325,0.0408363,180.276,0,0,50,STA,2,1524.49,0,7.73965,0.000505051,0.66931
1.4,1440.41,884.212,101325,0.0488776,176.556,0,0,50,STA,2,1440.41,0,8.75279,0.000505051,0.838835
1.6,1378.69,903.905,101325,0.0554598,173.55,0,0,50,STA,2,1378.69,0,9.50594,0.000505051,1.00946
1.8,1333.71,920.295,101325,0.0608868,171.099,0,0,50,STA,2,1333.71,0,10.0956,0.000505051,1.17673
2,1301.11,934.449,101325,0.0652255,169.157,0,0,50,STA,2,1301.11,0,10.5507,0.000505051,1.33806
2.2,1277.86,947.428,101325,0.0686236,167.647,0,0,50,STA,2,1277.86,0,10.902,0.000505051,1.4918
2.4,1261.87,960.036,101325,0.0712533,166.484,0,0,50,STA,2,1261.87,0,11.1781,0.000505051,1.63705
2.6,1251.67,972.819,101325,0.0732387,165.611,0,0,50,STA,2,1251.67,0,11.3967,0.000505051,1.7734
2.8,1246.26,986.151,101325,0.0746403,164.996,0,0,50,STA,2,1246.26,0,11.5646,0.000505051,1.90068
3,1244.98,1000.3,101325,0.0754668,164.634,0,0,50,STA,2,1244.98,0,11.6806,0.000505051,2.01886
3.2,1247.35,1015.48,101325,0.0756961,164.534,0,0,50,STA,2,1247.35,0,11.7385,0.000505051,2.12797
3.4,1253.06,1031.85,101325,0.0753,164.707,0,0,50,STA,2,1253.06,0,11.7305,0.000505051,2.22811
3.6,1261.86,1049.55,101325,0.0742662,165.16,0,0,50,STA,2,1261.86,0,11.6507,0.000505051,2.31937
3.8,1273.5,1068.64,101325,0.0726158,165.884,0,0,50,STA,2,1273.5,0,11.4969,0.000505051,2.40187
4,1287.71,1089.11,101325,0.0704141,166.855,0,0,50,STA,2,1287.71,0,11.2727,0.000505051,2.47575
4.2,1304.1,1110.8,101325,0.0677816,168.02,0,0,50,STA,2,1304.1,0,10.9893,0.000505051,2.54118
4.4,1322.12,1133.37,101325,0.0649027,169.301,0,0,50,STA,2,1322.12,0,10.668,0.000505051,2.59838
4.6,1341.02,1156.25,101325,0.0620303,170.586,0,0,50,STA,2,1341.02,0,10.3416,0.000505051,2.64766
4.8,1359.79,1178.61,101325,0.0594812,171.731,0,0,50,STA,2,1359.79,0,10.0555,0.000505051,2.68947
5,1377.28,1199.44,101325,0.0576181,172.572,0,0,50,STA,2,1377.28,0,9.86579,0.000505051,2.72438
5.2,1392.23,1217.61,101325,0.0568047,172.94,0,0,50,STA,2,1392.23,0,9.83207,0.000505051,2.75311
5.4,1403.48,1231.99,101325,0.0572856,172.723,0,0,50,STA,2,1403.48,0,9.99541,0.000505051,2.77643
5.6,1410.24,1241.69,101325,0.058981,171.957,0,0,50,STA,2,1410.24,0,10.3408,0.000505051,2.79515
5.8,1412.42,1246.36,101325,0.061414,170.862,0,0,50,STA,2,1412.42,0,10.784,0.000505051,2.81004
6,1410.75,1246.48,101325,0.0639526,169.725,0,0,50,STA,1,1410.75,0,11.2165,0.000505051,2.82182
6.2,1406.26,1243.22,101325,0.0661146,168.761,0,0,50,STA,2,1406.26,0,11.5588,0.000505051,2.83119
6.4,1400.67,1238.18,101325,0.0676139,168.094,0,0,50,STA,2,1400.67,0,11.7739,0.000505051,2.83873
6.6,1395.27,1232.88,101325,0.0683717,167.758,0,0,50,STA,2,1395.27,0,11.86,0.000505051,2.84491
6.8,1391.09,1228.52,101325,0.0684325,167.731,0,0,50,STA,2,1391.09,0,11.8349,0.000505051,2.85011
7,1388.81,1225.87,101325,0.0679033,167.966,0,0,50,STA,1,1388.81,0,11.7242,0.000505051,2.85462
7.2,1388.45,1225.27,101325,0.0669212,168.402,0,0,50,STA,1,1388.45,0,11.5516,0.000505051,2.85864
7.4,1390.24,1226.74,101325,0.0655732,169.002,0,0,50,STA,2,1390.24,0,11.3336,0.000505051,2.86233
7.6,1393.99,1230.27,101325,0.0639802,169.713,0,0,50,STA,2,1393.99,0,11.088,0.000505051,2.86578
7.8,1399.43,1235.61,101325,0.0622184,170.501,0,0,50,STA,2,1399.43,0,10.8248,0.000505051,2.86908
8,1406.32,1242.51,101325,0.0603629,171.334,0,0,50,STA,2,1406.32,0,10.5537,0.000505051,2.87229
8.2,1414.36,1250.7,101325,0.0584913,172.178,0,0,50,STA,2,1414.36,0,10.2849,0.000505051,2.87544
8.4,1423.24,1259.9,101325,0.0566867,172.994,0,0,50,STA,2,1423.24,0,10.0302,0.000505051,2.87856
8.6,1432.67,1269.8,101325,0.0550416,173.74,0,0,50,STA,2,1432.67,0,9.8036,0.000505051,2.88167
8.8,1442.29,1280.1,101325,0.0536597,174.368,0,0,50,STA,2,1442.29,0,9.62169,0.000505051,2.88477
9,1451.78,1290.46,101325,0.0526549,174.826,0,0,50,STA,2,1451.78,0,9.50363,0.000505051,2.88785
9.2,1460.79,1300.55,101325,0.0521365,175.063,0,0,50,STA,2,1460.79,0,9.46846,0.000505051,2.89089
9.4,1468.99,1310.04,101325,0.0521722,175.047,0,0,50,STA,2,1468.99,0,9.52814,0.000505051,2.89388
9.6,1476.12,1318.61,101325,0.0527394,174.788,0,0,50,STA,2,1476.12,0,9.67847,0.000505051,2.8968
9.8,1482.01,1325.98,101325,0.0537096,174.346,0,0,50,STA,2,1482.01,0,9.89585,0.000505051,2.8996
10,1486.61,1331.99,101325,0.0548911,173.808,0,0,50,STA,2,1486.61,0,10.1449,0.000505051,2.90228
10.2,1489.98,1336.61,101325,0.0560907,173.264,0,0,50,STA,2,1489.98,0,10.3901,0.000505051,2.90482
10.4,1492.29,1339.92,101325,0.0571486,172.785,0,0,50,STA,2,1492.29,0,10.6025,0.000505051,2.9072
10.6,1493.69,1342.14,101325,0.0579499,172.422,0,0,50,STA,1,1493.69,0,10.7612,0.000505051,2.90942
10.8,1494.67,1343.58,101325,0.0584133,172.213,0,0,50,STA,1,1494.67,0,10.8544,0.000505051,2.91148
11,1495.45,1344.62,101325,0.0585146,172.167,0,0,50,STA,1,1495.45,0,10.8789,0.000505051,2.91341
11.2,1496.31,1345.56,101325,0.0582608,172.282,0,0,50,STA,1,1496.31,0,10.838,0.000505051,2.9152
11.4,1497.48,1346.69,101325,0.0576848,172.542,0,0,50,STA,1,1497.48,0,10.7392,0.000505051,2.91689
11.6,1499.13,1348.22,101325,0.0568378,172.925,0,0,50,STA,1,1499.13,0,10.5932,0.000505051,2.91848
11.8,1501.51,1350.37,101325,0.0557779,173.406,0,0,50,STA,2,1501.51,0,10.4121,0.000505051,2.91999
12,1504.46,1353.18,101325,0.054578,173.951,0,0,50,STA,2,1504.46,0,10.2082,0.000505051,2.92143
12.2,1508.05,1356.67,101325,0.0532957,174.534,0,0,50,STA,2,1508.05,0,9.99212,0.000505051,2.92281
12.4,1512.23,1360.82,101325,0.0519898,175.13,0,0,50,STA,2,1512.23,0,9.77429,0.000505051,2.92415
12.6,1516.92,1365.58,101325,0.0507176,175.712,0,0,50,STA,2,1516.92,0,9.5647,0.000505051,2.92546
12.8,1522.03,1370.87,101325,0.0495354,176.254,0,0,50,STA,2,1522.03,0,9.37318,0.000505051,2.92673
13,1527.42,1376.57,101325,0.0484999,176.729,0,0,50,STA,2,1527.42,0,9.20979,0.000505051,2.92798
13.2,1532.98,1382.57,101325,0.0476682,177.112,0,0,50,STA,2,1532.98,0,9.08478,0.000505051,2.9292
13.4,1538.56,1388.73,101325,0.047092,177.377,0,0,50,STA,2,1538.56,0,9.00763,0.000505051,2.9304
13.6,1544.02,1394.93,101325,0.0468061,177.509,0,0,50,STA,2,1544.02,0,8.98474,0.000505051,2.93158
13.8,1549.25,1401.02,101325,0.0468123,177.506,0,0,50,STA,2,1549.25,0,9.01637,0.000505051,2.93274
14,1554.16,1406.88,101325,0.0470716,177.387,0,0,50,STA,2,1554.16,0,9.09505,0.000505051,2.93388
14.2,1558.69,1412.39,101325,0.0475125,177.183,0,0,50,STA,2,1558.69,0,9.20699,0.000505051,2.93499
14.4,1562.81,1417.49,101325,0.04805,176.936,0,0,50,STA,2,1562.81,0,9.33574,0.000505051,2.93607
14.6,1566.5,1422.1,101325,0.0486037,176.682,0,0,50,STA,2,1566.5,0,9.46562,0.000505051,2.93712
14.8,1569.79,1426.21,101325,0.0491058,176.451,0,0,50,STA,2,1569.79,0,9.58346,0.000505051,2.93815
15,1572.7,1429.85,101325,0.0495041,176.268,0,0,50,STA,2,1572.7,0,9.67915,0.000505051,2.93914
15.2,1575.31,1433.05,101325,0.0497616,176.15,0,0,50,STA,2,1575.31,0,9.74564,0.000505051,2.94009
15.4,1577.68,1435.89,101325,0.0498563,176.106,0,0,50,STA,2,1577.68,0,9.77888,0.000505051,2.94102
15.6,1579.9,1438.45,101325,0.0497797,176.142,0,0,50,STA,2,1579.9,0,9.77755,0.000505051,2.94191
15.8,1582.03,1440.85,101325,0.0495351,176.254,0,0,50,STA,2,1582.03,0,9.74268,0.000505051,2.94276
16,1584.17,1443.16,101325,0.0491353,176.437,0,0,50,STA,2,1584.17,0,9.67712,0.000505051,2.94359
16.2,1586.38,1445.48,101325,0.0486002,176.683,0,0,50,STA,2,1586.38,0,9.58507,0.000505051,2.94439
16.4,1588.71,1447.88,101325,0.0479544,176.98,0,0,50,STA,2,1588.71,0,9.47159,0.000505051,2.94517
16.6,1591.2,1450.42,101325,0.0472257,177.316,0,0,50,STA,2,1591.2,0,9.34228,0.000505051,2.94591
16.8,1593.87,1453.15,101325,0.0464439,177.676,0,0,50,STA,2,1593.87,0,9.20302,0.000505051,2.94664
17,1596.73,1456.09,101325,0.0456397,178.047,0,0,50,STA,2,1596.73,0,9.05989,0.000505051,2.94735
17.2,1599.77,1459.24,101325,0.044845,178.415,0,0,50,STA,2,1599.77,0,8.91911,0.000505051,2.94803
17.4,1602.98,1462.62,101325,0.0440927,178.763,0,0,50,STA,2,1602.98,0,8.78706,0.000505051,2.9487
17.6,1606.32,1466.18,101325,0.043416,179.077,0,0,50,STA,2,1606.32,0,8.67023,0.000505051,2.94936
17.8,1609.75,1469.92,101325,0.0428469,179.341,0,0,50,STA,2,1609.75,0,8.5749,0.000505051,2.95
18,1613.24,1473.79,101325,0.0424125,179.543,0,0,50,STA,2,1613.24,0,8.50634,0.000505051,2.95063
18.2,1616.73,1477.75,101325,0.042129,179.674,0,0,50,STA,2,1616.73,0,8.46776,0.000505051,2.95124
18.4,1620.19,1481.75,101325,0.0419968,179.736,0,0,50,STA,2,1620.19,0,8.45923,0.000505051,2.95185
18.6,1623.58,1485.74,101325,0.041999,179.735,0,0,50,STA,2,1623.58,0,8.47737,0.000505051,2.95244
18.8,1626.87,1489.69,101325,0.042105,179.686,0,0,50,STA,2,1626.87,0,8.51602,0.000505051,2.95302
19,1630.06,1493.54,101325,0.0422776,179.605,0,0,50,STA,2,1630.06,0,8.56769,0.000505051,2.95359
19.2,1633.13,1497.27,101325,0.0424801,179.511,0,0,50,STA,2,1633.13,0,8.62492,0.000505051,2.95415
19.4,1636.07,1500.85,101325,0.0426801,179.418,0,0,50,STA,2,1636.07,0,8.68114,0.000505051,2.95469
19.6,1638.88,1504.26,101325,0.0428516,179.339,0,0,50,STA,2,1638.88,0,8.73096,0.000505051,2.95523
19.8,1641.55,1507.49,101325,0.0429742,179.282,0,0,50,STA,2,1641.55,0,8.77024,0.000505051,2.95575
20,1644.1,1510.53,101325,0.0430336,179.254,0,0,50,STA,2,1644.1,0,8.79598,0.000505051,2.95626
20.2,1646.53,1513.41,101325,0.0430206,179.26,0,0,50,STA,2,1646.53,0,8.80633,0.000505051,2.95676
20.4,1648.86,1516.13,101325,0.0429306,179.302,0,0,50,STA,2,1648.86,0,8.80039,0.000505051,2.95725
20.6,1651.12,1518.72,101325,0.0427636,179.38,0,0,50,STA,2,1651.12,0,8.77816,0.000505051,2.95772
20.8,1653.32,1521.21,101325,0.042523,179.491,0,0,50,STA,2,1653.32,0,8.74038,0.000505051,2.95819
21,1655.49,1523.62,101325,0.0422149,179.635,0,0,50,STA,2,1655.49,0,8.68842,0.000505051,2.95864
21.2,1657.63,1525.98,101325,0.0418482,179.805,0,0,50,STA,2,1657.63,0,8.62413,0.000505051,2.95909
21.4,1659.79,1528.32,101325,0.0414336,179.998,0,0,50,STA,2,1659.79,0,8.54976,0.000505051,2.95952
21.6,1661.96,1530.67,101325,0.0409832,180.208,0,0,50,STA,2,1661.96,0,8.46789,0.000505051,2.95994
21.8,1664.16,1533.03,101325,0.0405109,180.428,0,0,50,STA,2,1664.16,0,8.38138,0.000505051,2.96036
22,1666.39,1535.44,101325,0.0400316,180.651,0,0,50,STA,2,1666.39,0,8.29335,0.000505051,2.96076
22.2,1668.67,1537.9,101325,0.0395615,180.871,0,0,50,STA,2,1668.67,0,8.20714,0.000505051,2.96116
22.4,1670.98,1540.42,101325,0.0391174,181.078,0,0,50,STA,2,1670.98,0,8.12626,0.000505051,2.96155
22.6,1673.32,1543,101325,0.038716,181.266,0,0,50,STA,2,1673.32,0,8.05415,0.000505051,2.96193
22.8,1675.69,1545.64,101325,0.0383722,181.427,0,0,50,STA,2,1675.69,0,7.9939,0.000505051,2.9623
23,1678.06,1548.33,101325,0.0380967,181.556,0,0,50,STA,2,1678.06,0,7.94777,0.000505051,2.96267
23.2,1680.44,1551.05,101325,0.0378944,181.651,0,0,50,STA,2,1680.44,0,7.91677,0.000505051,2.96303
23.4,1682.81,1553.81,101325,0.0377629,181.712,0,0,50,STA,2,1682.81,0,7.90042,0.000505051,2.96338
23.6,1685.17,1556.59,101325,0.037693,181.745,0,0,50,STA,2,1685.17,0,7.89684,0.000505051,2.96372
23.8,1687.51,1559.37,101325,0.0376708,181.756,0,0,50,STA,2,1687.51,0,7.90314,0.000505051,2.96406
24,1689.83,1562.14,101325,0.0376806,181.751,0,0,50,STA,2,1689.83,0,7.91607,0.000505051,2.9644
24.2,1692.12,1564.9,101325,0.0377072,181.738,0,0,50,STA,2,1692.12,0,7.93241,0.000505051,2.96473
24.4,1694.39,1567.62,101325,0.0377372,181.724,0,0,50,STA,2,1694.39,0,7.94935,0.000505051,2.96505
24.6,1696.62,1570.3,101325,0.0377596,181.714,0,0,50,STA,2,1696.62,0,7.96454,0.000505051,2.96537
24.8,1698.81,1572.92,101325,0.0377657,181.711,0,0,50,STA,2,1698.81,0,7.97611,0.000505051,2.96568
25,1700.95,1575.48,101325,0.0377487,181.719,0,0,50,STA,2,1700.95,0,7.98261,0.000505051,2.96599
25.2,1703.06,1577.98,101325,0.037704,181.74,0,0,50,STA,2,1703.06,0,7.98299,0.000505051,2.96629
25.4,1705.11,1580.4,101325,0.0376282,181.776,0,0,50,STA,2,1705.11,0,7.97655,0.000505051,2.96658
25.6,1707.12,1582.75,101325,0.0375197,181.826,0,0,50,STA,2,1707.12,0,7.96292,0.000505051,2.96687
25.8,1709.08,1585.03,101325,0.0373781,181.893,0,0,50,STA,2,1709.08,0,7.94201,0.000505051,2.96716
26,1711.01,1587.25,101325,0.0372045,181.974,0,0,50,STA,2,1711.01,0,7.91402,0.000505051,2.96744
26.2,1712.89,1589.41,101325,0.0370009,182.07,0,0,50,STA,2,1712.89,0,7.8794,0.000505051,2.96771
26.4,1714.75,1591.52,101325,0.0367705,182.178,0,0,50,STA,2,1714.75,0,7.83881,0.000505051,2.96798
26.6,1716.49,1593.57,101325,0.0365193,182.296,0,0,50,STA,1,1716.49,0,7.79315,0.000505051,2.96825
26.8,1718.27,1595.57,101325,0.0362483,182.423,0,0,50,STA,1,1718.27,0,7.74333,0.000505051,2.96851
27,1720.05,1597.56,101325,0.0359656,182.556,0,0,50,STA,1,1720.05,0,7.69089,0.000505051,2.96877
27.2,1721.82,1599.54,101325,0.0356774,182.691,0,0,50,STA,1,1721.82,0,7.63713,0.000505051,2.96902
27.4,1723.59,1601.52,101325,0.0353914,182.826,0,0,50,STA,1,1723.59,0,7.58369,0.000505051,2.96927
27.6,1725.35,1603.5,101325,0.0351154,182.956,0,0,50,STA,1,1725.35,0,7.53225,0.000505051,2.96951
27.8,1727.11,1605.49,101325,0.0348572,183.077,0,0,50,STA,1,1727.11,0,7.48449,0.000505051,2.96975
28,1728.87,1607.48,101325,0.0346236,183.187,0,0,50,STA,1,1728.87,0,7.44189,0.000505051,2.96999
28.2,1730.63,1609.5,101325,0.0344202,183.283,0,0,50,STA,1,1730.63,0,7.4057,0.000505051,2.97022
28.4,1732.38,1611.52,101325,0.0342486,183.364,0,0,50,STA,1,1732.38,0,7.37625,0.000505051,2.97044
28.6,1734.14,1613.57,101325,0.0341092,183.43,0,0,50,STA,1,1734.14,0,7.35367,0.000505051,2.97067
28.8,1735.97,1615.62,101325,0.0339977,183.483,0,0,50,STA,2,1735.97,0,7.33737,0.000505051,2.97089
29,1737.71,1617.68,101325,0.0339124,183.523,0,0,50,STA,2,1737.71,0,7.3263,0.000505051,2.97111
29.2,1739.45,1619.74,101325,0.0338456,183.554,0,0,50,STA,2,1739.45,0,7.31919,0.000505051,2.97132
29.4,1741.18,1621.81,101325,0.0337911,183.58,0,0,50,STA,2,1741.18,0,7.3147,0.000505051,2.97153
29.6,1742.91,1623.87,101325,0.0337434,183.602,0,0,50,STA,2,1742.91,0,7.31162,0.000505051,2.97174
29.8,1744.55,1625.92,101325,0.0336992,183.623,0,0,50,STA,1,1744.55,0,7.30889,0.000505051,2.97194
30,1746.25,1627.96,101325,0.0336514,183.646,0,0,50,STA,1,1746.25,0,7.30565,0.000505051,2.97215
30.2,1747.93,1629.97,101325,0.0335979,183.671,0,0,50,STA,1,1747.93,0,7.30107,0.000505051,2.97234
30.4,1749.61,1631.96,101325,0.0335372,183.7,0,0,50,STA,1,1749.61,0,7.29488,0.000505051,2.97254
30.6,1751.28,1633.94,101325,0.0334667,183.733,0,0,50,STA,1,1751.28,0,7.28648,0.000505051,2.97273
30.8,1752.93,1635.9,101325,0.0333851,183.772,0,0,50,STA,1,1752.93,0,7.27556,0.000505051,2.97292
31,1754.56,1637.83,101325,0.0332913,183.816,0,0,50,STA,1,1754.56,0,7.26187,0.000505051,2.97311
31.2,1756.18,1639.73,101325,0.0331847,183.866,0,0,50,STA,1,1756.18,0,7.24529,0.000505051,2.97329
31.4,1757.77,1641.59,101325,0.0330652,183.923,0,0,50,STA,1,1757.77,0,7.22574,0.000505051,2.97348
31.6,1759.34,1643.42,101325,0.032933,183.985,0,0,50,STA,1,1759.34,0,7.20327,0.000505051,2.97366
31.8,1760.88,1645.22,101325,0.0327887,184.053,0,0,50,STA,1,1760.88,0,7.17802,0.000505051,2.97383
32,1762.41,1646.99,101325,0.0326335,184.127,0,0,50,STA,1,1762.41,0,7.15023,0.000505051,2.97401
32.2,1763.91,1648.73,101325,0.032469,184.205,0,0,50,STA,1,1763.91,0,7.12025,0.000505051,2.97418
32.4,1765.4,1650.44,101325,0.0322972,184.286,0,0,50,STA,1,1765.4,0,7.08853,0.000505051,2.97435
32.6,1766.86,1652.13,101325,0.0321207,184.369,0,0,50,STA,1,1766.86,0,7.05564,0.000505051,2.97452
32.8,1768.31,1653.79,101325,0.0319423,184.454,0,0,50,STA,1,1768.31,0,7.02221,0.000505051,2.97468
33,1769.74,1655.44,101325,0.0317654,184.538,0,0,50,STA,1,1769.74,0,6.98895,0.000505051,2.97484
33.2,1771.15,1657.07,101325,0.0315931,184.619,0,0,50,STA,1,1771.15,0,6.95659,0.000505051,2.975
33.4,1772.55,1658.69,101325,0.0314285,184.697,0,0,50,STA,1,1772.55,0,6.92583,0.000505051,2.97516
33.6,1773.94,1660.29,101325,0.0312745,184.77,0,0,50,STA,1,1773.94,0,6.89727,0.000505051,2.97532
33.8,1775.31,1661.89,101325,0.0311327,184.837,0,0,50,STA,1,1775.31,0,6.87132,0.000505051,2.97547
34,1776.67,1663.48,101325,0.0310043,184.898,0,0,50,STA,1,1776.67,0,6.84822,0.000505051,2.97562
34.2,1778.02,1665.07,101325,0.030889,184.953,0,0,50,STA,1,1778.02,0,6.82794,0.000505051,2.97577
34.4,1779.36,1666.65,101325,0.0307857,185.002,0,0,50,STA,1,1779.36,0,6.81026,0.000505051,2.97592
34.6,1780.7,1668.23,101325,0.0306927,185.046,0,0,50,STA,1,1780.7,0,6.79479,0.000505051,2.97606
34.8,1782.04,1669.82,101325,0.0306077,185.086,0,0,50,STA,1,1782.04,0,6.78106,0.000505051,2.97621
35,1783.37,1671.4,101325,0.0305286,185.124,0,0,50,STA,1,1783.37,0,6.76858,0.000505051,2.97635
35.2,1784.7,1672.99,101325,0.0304531,185.16,0,0,50,STA,1,1784.7,0,6.7569,0.000505051,2.97649
35.4,1786.03,1674.58,101325,0.0303798,185.195,0,0,50,STA,1,1786.03,0,6.74565,0.000505051,2.97663
35.6,1787.37,1676.16,101325,0.0303071,185.229,0,0,50,STA,1,1787.37,0,6.73453,0.000505051,2.97676
35.8,1788.7,1677.75,101325,0.0302341,185.264,0,0,50,STA,1,1788.7,0,6.72331,0.000505051,2.9769
36,1790.02,1679.33,101325,0.0301599,185.299,0,0,50,STA,1,1790.02,0,6.7118,0.000505051,2.97703
36.2,1791.35,1680.91,101325,0.030084,185.335,0,0,50,STA,1,1791.35,0,6.69986,0.000505051,2.97716
36.4,1792.67,1682.48,101325,0.0300057,185.372,0,0,50,STA,1,1792.67,0,6.68734,0.000505051,2.97729
36.6,1793.98,1684.04,101325,0.0299246,185.411,0,0,50,STA,1,1793.98,0,6.67413,0.000505051,2.97742
36.8,1795.28,1685.59,101325,0.0298401,185.451,0,0,50,STA,1,1795.28,0,6.66013,0.000505051,2.97755
37,1796.57,1687.13,101325,0.0297519,185.493,0,0,50,STA,1,1796.57,0,6.64522,0.000505051,2.97767
37.2,1797.85,1688.64,101325,0.0296597,185.537,0,0,50,STA,1,1797.85,0,6.62934,0.000505051,2.9778
37.4,1799.12,1690.15,101325,0.0295632,185.582,0,0,50,STA,1,1799.12,0,6.61244,0.000505051,2.97792
37.6,1800.38,1691.63,101325,0.0294625,185.63,0,0,50,STA,1,1800.38,0,6.5945,0.000505051,2.97804
37.8,1801.62,1693.09,101325,0.0293576,185.68,0,0,50,STA,1,1801.62,0,6.57556,0.000505051,2.97816
38,1802.84,1694.54,101325,0.029249,185.732,0,0,50,STA,1,1802.84,0,6.55569,0.000505051,2.97828
38.2,1804.05,1695.96,101325,0.0291372,185.785,0,0,50,STA,1,1804.05,0,6.53501,0.000505051,2.97839
38.4,1805.25,1697.37,101325,0.029023,185.839,0,0,50,STA,1,1805.25,0,6.51372,0.000505051,2.97851
38.6,1806.43,1698.76,101325,0.0289074,185.894,0,0,50,STA,1,1806.43,0,6.49202,0.000505051,2.97862
38.8,1807.6,1700.13,101325,0.0287915,185.95,0,0,50,STA,1,1807.6,0,6.47018,0.000505051,2.97874
39,1808.75,1701.49,101325,0.0286766,186.004,0,0,50,STA,1,1808.75,0,6.44848,0.000505051,2.97885
39.2,1809.89,1702.83,101325,0.0285639,186.058,0,0,50,STA,1,1809.89,0,6.42718,0.000505051,2.97896
39.4,1811.02,1704.16,101325,0.0284545,186.11,0,0,50,STA,1,1811.02,0,6.40654,0.000505051,2.97907
39.6,1812.14,1705.47,101325,0.0283492,186.16,0,0,50,STA,1,1812.14,0,6.38676,0.000505051,2.97917
39.8,1813.24,1706.77,101325,0.0282485,186.208,0,0,50,STA,1,1813.24,0,6.36795,0.000505051,2.97928
40,1814.33,1708.07,101325,0.0281527,186.254,0,0,50,STA,1,1814.33,0,6.35018,0.000505051,2.97938
40.2,1815.42,1709.35,101325,0.0280615,186.297,0,0,50,STA,1,1815.42,0,6.33339,0.000505051,2.97949
40.4,1816.49,1710.63,101325,0.0279745,186.339,0,0,50,STA,1,1816.49,0,6.3175,0.000505051,2.97959
40.6,1817.56,1711.9,101325,0.027891,186.379,0,0,50,STA,1,1817.56,0,6.30235,0.000505051,2.97969
40.8,1818.63,1713.17,101325,0.0278102,186.417,0,0,50,STA,1,1818.63,0,6.28778,0.000505051,2.97979
41,1819.69,1714.44,101325,0.0277314,186.455,0,0,50,STA,1,1819.69,0,6.27363,0.000505051,2.97989
41.2,1820.75,1715.7,101325,0.0276541,186.492,0,0,50,STA,1,1820.75,0,6.25977,0.000505051,2.97999
41.4,1821.81,1716.96,101325,0.0275776,186.528,0,0,50,STA,1,1821.81,0,6.2461,0.000505051,2.98009
41.6,1822.86,1718.23,101325,0.0275018,186.564,0,0,50,STA,1,1822.86,0,6.23254,0.000505051,2.98018
41.8,1823.92,1719.49,101325,0.0274265,186.6,0,0,50,STA,1,1823.92,0,6.21906,0.000505051,2.98028
42,1824.97,1720.75,101325,0.0273515,186.636,0,0,50,STA,1,1824.97,0,6.20564,0.000505051,2.98037
42.2,1826.02,1722,101325,0.0272768,186.672,0,0,50,STA,1,1826.02,0,6.19225,0.000505051,2.98046
42.4,1827.07,1723.26,101325,0.0272023,186.707,0,0,50,STA,1,1827.07,0,6.17889,0.000505051,2.98056
42.6,1828.11,1724.5,101325,0.027128,186.743,0,0,50,STA,1,1828.11,0,6.16553,0.000505051,2.98065
42.8,1829.15,1725.75,101325,0.0270537,186.778,0,0,50,STA,1,1829.15,0,6.15214,0.000505051,2.98074
43,1830.19,1726.99,101325,0.0269793,186.814,0,0,50,STA,1,1830.19,0,6.1387,0.000505051,2.98083
43.2,1831.22,1728.22,101325,0.0269046,186.849,0,0,50,STA,1,1831.22,0,6.12514,0.000505051,2.98092
43.4,1832.24,1729.44,101325,0.0268294,186.885,0,0,50,STA,1,1832.24,0,6.11144,0.000505051,2.981
43.6,1833.26,1730.66,101325,0.0267535,186.921,0,0,50,STA,1,1833.26,0,6.09753,0.000505051,2.98109
43.8,1834.26,1731.86,101325,0.0266769,186.958,0,0,50,STA,1,1834.26,0,6.08339,0.000505051,2.98117
44,1835.26,1733.05,101325,0.0265993,186.995,0,0,50,STA,1,1835.26,0,6.06901,0.000505051,2.98126
44.2,1836.25,1734.24,101325,0.0265208,187.033,0,0,50,STA,1,1836.25,0,6.05436,0.000505051,2.98134
44.4,1837.23,1735.41,101325,0.0264414,187.071,0,0,50,STA,1,1837.23,0,6.03947,0.000505051,2.98143
44.6,1838.21,1736.57,101325,0.0263614,187.109,0,0,50,STA,1,1838.21,0,6.02438,0.000505051,2.98151
44.8,1839.17,1737.71,101325,0.026281,187.147,0,0,50,STA,1,1839.17,0,6.00914,0.000505051,2.98159
45,1840.12,1738.85,101325,0.0262004,187.186,0,0,50,STA,1,1840.12,0,5.99382,0.000505051,2.98167
45.2,1841.06,1739.97,101325,0.0261201,187.224,0,0,50,STA,1,1841.06,0,5.97851,0.000505051,2.98175
45.4,1842,1741.09,101325,0.0260404,187.262,0,0,50,STA,1,1842,0,5.96329,0.000505051,2.98183
45.6,1842.92,1742.19,101325,0.0259616,187.3,0,0,50,STA,1,1842.92,0,5.94823,0.000505051,2.98191
45.8,1843.83,1743.28,101325,0.0258841,187.337,0,0,50,STA,1,1843.83,0,5.9334,0.000505051,2.98199
