time,Twall,T1,P0,mdot,heff,sdot_mm_s,recession_mm,thickness_mm,mode,iter,Tw_stat,sdot_mm_s,dP01_Pa,dx_surf_m,k_surf
145.6,1996,1930.96,101325,0.0125376,193.797,0.0315491,0.760363,49.2396,ABL,3,1996.92,0.0315491,3.06581,0.000497373,2.99193
145.8,1996,1930.96,101325,0.0125336,193.799,0.0316016,0.766678,49.2333,ABL,3,1996.92,0.0316016,3.06444,0.000497309,2.99192
146,1996,1930.97,101325,0.0125297,193.801,0.0316537,0.773004,49.227,ABL,3,1996.92,0.0316537,3.06308,0.000497246,2.99192
146.2,1996,1930.98,101325,0.0125257,193.803,0.0317055,0.77934,49.2207,ABL,3,1996.92,0.0317055,3.06173,0.000497182,2.99192
146.4,1996,1930.99,101325,0.0125218,193.804,0.031757,0.785686,49.2143,ABL,3,1996.93,0.031757,3.06038,0.000497117,2.99192
146.6,1996,1931,101325,0.0125179,193.806,0.0318081,0.792043,49.208,ABL,3,1996.93,0.0318081,3.05904,0.000497053,2.99191
146.8,1996,1931.01,101325,0.0125141,193.808,0.0318589,0.79841,49.2016,ABL,3,1996.93,0.0318589,3.05771,0.000496989,2.99191
147,1996,1931.01,101325,0.0125102,193.81,0.0319093,0.804787,49.1952,ABL,3,1996.93,0.0319093,3.05638,0.000496925,2.99191
147.2,1996,1931.02,101325,0.0125064,193.812,0.0319594,0.811174,49.1888,ABL,3,1996.93,0.0319594,3.05506,0.00049686,2.99191
147.4,1996,1931.03,101325,0.0125027,193.814,0.0320093,0.817571,49.1824,ABL,3,1996.93,0.0320093,3.05374,0.000496795,2.9919
147.6,1996,1931.04,101325,0.0124989,193.816,0.0320588,0.823979,49.176,ABL,3,1996.93,0.0320588,3.05243,0.000496731,2.9919
147.8,1996,1931.05,101325,0.0124952,193.817,0.032108,0.830395,49.1696,ABL,3,1996.94,0.032108,3.05112,0.000496666,2.9919
148,1996,1931.06,101325,0.0124915,193.819,0.0321568,0.836822,49.1632,ABL,3,1996.94,0.0321568,3.04982,0.000496601,2.99189
148.2,1996,1931.06,101325,0.0124878,193.821,0.0322054,0.843259,49.1567,ABL,3,1996.94,0.0322054,3.04853,0.000496536,2.99189
148.4,1996,1931.07,101325,0.0124841,193.823,0.0322537,0.849705,49.1503,ABL,3,1996.94,0.0322537,3.04724,0.000496471,2.99189
148.6,1996,1931.08,101325,0.0124805,193.825,0.0323017,0.856161,49.1438,ABL,3,1996.94,0.0323017,3.04595,0.000496406,2.99189
148.8,1996,1931.09,101325,0.0124769,193.826,0.0323494,0.862626,49.1374,ABL,3,1996.94,0.0323494,3.04467,0.00049634,2.99188
149,1996,1931.1,101325,0.0124733,193.828,0.0323969,0.869101,49.1309,ABL,3,1996.94,0.0323969,3.0434,0.000496275,2.99188
149.2,1996,1931.11,101325,0.0124697,193.83,0.032444,0.875585,49.1244,ABL,3,1996.94,0.032444,3.04212,0.000496209,2.99188
149.4,1996,1931.11,101325,0.0124661,193.832,0.0324908,0.882079,49.1179,ABL,3,1996.95,0.0324908,3.04086,0.000496144,2.99188
149.6,1996,1931.12,101325,0.0124626,193.833,0.0325374,0.888582,49.1114,ABL,3,1996.95,0.0325374,3.03959,0.000496078,2.99187
149.8,1996,1931.13,101325,0.0124591,193.835,0.0325837,0.895094,49.1049,ABL,3,1996.95,0.0325837,3.03834,0.000496012,2.99187
150,1996,1931.14,101325,0.0124556,193.837,0.0326297,0.901616,49.0984,ABL,3,1996.95,0.0326297,3.03708,0.000495947,2.99187
150.2,1996,1931.15,101325,0.0124521,193.839,0.0326755,0.908147,49.0919,ABL,3,1996.95,0.0326755,3.03583,0.000495881,2.99187
150.4,1996,1931.16,101325,0.0124486,193.84,0.032721,0.914687,49.0853,ABL,3,1996.95,0.032721,3.03459,0.000495815,2.99186
150.6,1996,1931.16,101325,0.0124452,193.842,0.0327662,0.921235,49.0788,ABL,3,1996.95,0.0327662,3.03334,0.000495748,2.99186
150.8,1996,1931.17,101325,0.0124418,193.844,0.0328112,0.927793,49.0722,ABL,3,1996.95,0.0328112,3.03211,0.000495682,2.99186
151,1996,1931.18,101325,0.0124383,193.845,0.0328558,0.93436,49.0656,ABL,3,1996.96,0.0328558,3.03087,0.000495616,2.99185
151.2,1996,1931.19,101325,0.012435,193.847,0.0329003,0.940936,49.0591,ABL,3,1996.96,0.0329003,3.02964,0.000495549,2.99185
151.4,1996,1931.2,101325,0.0124316,193.849,0.0329445,0.947521,49.0525,ABL,3,1996.96,0.0329445,3.02842,0.000495483,2.99185
151.6,1996,1931.21,101325,0.0124282,193.85,0.0329884,0.954114,49.0459,ABL,3,1996.96,0.0329884,3.02719,0.000495416,2.99185
151.8,1996,1931.22,101325,0.0124249,193.852,0.033032,0.960717,49.0393,ABL,3,1996.96,0.033032,3.02597,0.00049535,2.99184
152,1996,1931.22,101325,0.0124215,193.854,0.0330755,0.967328,49.0327,ABL,3,1996.96,0.0330755,3.02476,0.000495283,2.99184
152.2,1996,1931.23,101325,0.0124182,193.855,0.0331186,0.973947,49.0261,ABL,3,1996.96,0.0331186,3.02355,0.000495216,2.99184
152.4,1996,1931.24,101325,0.0124149,193.857,0.0331615,0.980576,49.0194,ABL,3,1996.96,0.0331615,3.02234,0.000495149,2.99184
152.6,1996,1931.25,101325,0.0124116,193.858,0.0332042,0.987212,49.0128,ABL,3,1996.96,0.0332042,3.02113,0.000495082,2.99183
152.8,1996,1931.26,101325,0.0124084,193.86,0.0332466,0.993858,49.0061,ABL,3,1996.97,0.0332466,3.01993,0.000495015,2.99183
153,1996,1931.27,101325,0.0124051,193.862,0.0332888,1.00051,48.9995,ABL,3,1996.97,0.0332888,3.01873,0.000494948,2.99183
153.2,1996,1931.28,101325,0.0124019,193.863,0.0333307,1.00717,48.9928,ABL,3,1996.97,0.0333307,3.01754,0.00049488,2.99182
153.4,1996,1931.28,101325,0.0123987,193.865,0.0333724,1.01384,48.9862,ABL,3,1996.97,0.0333724,3.01635,0.000494813,2.99182
153.6,1996,1931.29,101325,0.0123955,193.866,0.0334139,1.02052,48.9795,ABL,3,1996.97,0.0334139,3.01516,0.000494746,2.99182
153.8,1996,1931.3,101325,0.0123923,193.868,0.0334551,1.02721,48.9728,ABL,3,1996.97,0.0334551,3.01398,0.000494678,2.99182
154,1996,1931.31,101325,0.0123891,193.869,0.0334961,1.03391,48.9661,ABL,3,1996.97,0.0334961,3.01279,0.00049461,2.99181
154.2,1996,1931.32,101325,0.012386,193.871,0.0335368,1.04061,48.9594,ABL,3,1996.97,0.0335368,3.01162,0.000494543,2.99181
154.4,1996,1931.33,101325,0.0123828,193.872,0.0335773,1.04732,48.9527,ABL,3,1996.97,0.0335773,3.01044,0.000494475,2.99181
154.6,1996,1931.34,101325,0.0123797,193.874,0.0336176,1.05404,48.946,ABL,3,1996.98,0.0336176,3.00927,0.000494407,2.9918
154.8,1996,1931.35,101325,0.0123766,193.876,0.0336576,1.06077,48.9392,ABL,3,1996.98,0.0336576,3.0081,0.000494339,2.9918
155,1996,1931.35,101325,0.0123735,193.877,0.0336974,1.0675,48.9325,ABL,3,1996.98,0.0336974,3.00694,0.000494271,2.9918
155.2,1996,1931.36,101325,0.0123704,193.879,0.033737,1.07425,48.9258,ABL,3,1996.98,0.033737,3.00578,0.000494203,2.9918
155.4,1996,1931.37,101325,0.0123673,193.88,0.0337763,1.081,48.919,ABL,3,1996.98,0.0337763,3.00462,0.000494135,2.99179
155.6,1996,1931.38,101325,0.0123643,193.882,0.0338154,1.08776,48.9122,ABL,3,1996.98,0.0338154,3.00347,0.000494066,2.99179
155.8,1996,1931.39,101325,0.0123612,193.883,0.0338543,1.09453,48.9055,ABL,3,1996.98,0.0338543,3.00232,0.000493998,2.99179
156,1996,1931.4,101325,0.0123582,193.885,0.033893,1.1013,48.8987,ABL,3,1996.98,0.033893,3.00117,0.00049393,2.99178
156.2,1996,1931.41,101325,0.0123552,193.886,0.0339314,1.10808,48.8919,ABL,3,1996.98,0.0339314,3.00002,0.000493861,2.99178
156.4,1996,1931.42,101325,0.0123522,193.887,0.0339697,1.11487,48.8851,ABL,3,1996.98,0.0339697,2.99888,0.000493793,2.99178
156.6,1996,1931.42,101325,0.0123492,193.889,0.0340077,1.12167,48.8783,ABL,3,1996.99,0.0340077,2.99775,0.000493724,2.99178
156.8,1996,1931.43,101325,0.0123463,193.89,0.0340454,1.12848,48.8715,ABL,3,1996.99,0.0340454,2.99661,0.000493655,2.99177
157,1996,1931.44,101325,0.0123433,193.892,0.034083,1.13529,48.8647,ABL,3,1996.99,0.034083,2.99548,0.000493586,2.99177
157.2,1996,1931.45,101325,0.0123404,193.893,0.0341203,1.14211,48.8579,ABL,3,1996.99,0.0341203,2.99435,0.000493517,2.99177
157.4,1996,1931.46,101325,0.0123375,193.895,0.0341575,1.14894,48.8511,ABL,3,1996.99,0.0341575,2.99323,0.000493449,2.99176
157.6,1996,1931.47,101325,0.0123346,193.896,0.0341944,1.15577,48.8442,ABL,3,1996.99,0.0341944,2.99211,0.000493379,2.99176
157.8,1996,1931.48,101325,0.0123317,193.898,0.0342311,1.16262,48.8374,ABL,3,1996.99,0.0342311,2.99099,0.00049331,2.99176
158,1996,1931.49,101325,0.0123288,193.899,0.0342675,1.16947,48.8305,ABL,3,1996.99,0.0342675,2.98988,0.000493241,2.99176
158.2,1996,1931.49,101325,0.0123259,193.9,0.0343038,1.17632,48.8237,ABL,3,1996.99,0.0343038,2.98877,0.000493172,2.99175
158.4,1996,1931.5,101325,0.0123231,193.902,0.0343399,1.18319,48.8168,ABL,3,1996.99,0.0343399,2.98766,0.000493103,2.99175
158.6,1996,1931.51,101325,0.0123203,193.903,0.0343757,1.19006,48.8099,ABL,3,1997,0.0343757,2.98656,0.000493033,2.99175
158.8,1996,1931.52,101325,0.0123175,193.904,0.0344114,1.19694,48.8031,ABL,3,1997,0.0344114,2.98546,0.000492964,2.99174
159,1996,1931.53,101325,0.0123147,193.906,0.0344468,1.20382,48.7962,ABL,3,1997,0.0344468,2.98436,0.000492894,2.99174
159.2,1996,1931.54,101325,0.0123119,193.907,0.0344821,1.21072,48.7893,ABL,3,1997,0.0344821,2.98327,0.000492825,2.99174
159.4,1996,1931.55,101325,0.0123091,193.909,0.0345171,1.21762,48.7824,ABL,3,1997,0.0345171,2.98218,0.000492755,2.99174
159.6,1996,1931.56,101325,0.0123064,193.91,0.034552,1.22453,48.7755,ABL,3,1997,0.034552,2.98109,0.000492685,2.99173
159.8,1996,1931.57,101325,0.0123036,193.911,0.0345866,1.23144,48.7686,ABL,3,1997,0.0345866,2.98001,0.000492615,2.99173
160,1996,1931.57,101325,0.0123009,193.913,0.0346211,1.23836,48.7616,ABL,3,1997,0.0346211,2.97893,0.000492545,2.99173
160.2,1996,1931.58,101325,0.0122982,193.914,0.0346553,1.24529,48.7547,ABL,3,1997,0.0346553,2.97785,0.000492475,2.99172
160.4,1996,1931.59,101325,0.0122955,193.915,0.0346894,1.25222,48.7478,ABL,3,1997,0.0346894,2.97678,0.000492405,2.99172
160.6,1996,1931.6,101325,0.0122928,193.917,0.0347233,1.25916,48.7408,ABL,3,1997,0.0347233,2.97571,0.000492335,2.99172
160.8,1996,1931.61,101325,0.0122902,193.918,0.0347569,1.26611,48.7339,ABL,3,1997.01,0.0347569,2.97464,0.000492265,2.99171
161,1996,1931.62,101325,0.0122875,193.919,0.0347904,1.27307,48.7269,ABL,3,1997.01,0.0347904,2.97358,0.000492195,2.99171
161.2,1996,1931.63,101325,0.0122849,193.92,0.0348237,1.28003,48.72,ABL,3,1997.01,0.0348237,2.97252,0.000492124,2.99171
161.4,1996,1931.64,101325,0.0122823,193.922,0.0348569,1.287,48.713,ABL,3,1997.01,0.0348569,2.97146,0.000492054,2.99171
161.6,1996,1931.65,101325,0.0122796,193.923,0.0348898,1.29397,48.706,ABL,3,1997.01,0.0348898,2.97041,0.000491984,2.9917
161.8,1996,1931.66,101325,0.0122771,193.924,0.0349226,1.30095,48.699,ABL,3,1997.01,0.0349226,2.96936,0.000491913,2.9917
162,1996,1931.66,101325,0.0122745,193.926,0.0349551,1.30794,48.6921,ABL,3,1997.01,0.0349551,2.96831,0.000491843,2.9917
162.2,1996,1931.67,101325,0.0122719,193.927,0.0349875,1.31494,48.6851,ABL,3,1997.01,0.0349875,2.96727,0.000491772,2.99169
162.4,1996,1931.68,101325,0.0122694,193.928,0.0350197,1.32194,48.6781,ABL,3,1997.01,0.0350197,2.96623,0.000491701,2.99169
162.6,1996,1931.69,101325,0.0122668,193.929,0.0350518,1.32894,48.6711,ABL,3,1997.01,0.0350518,2.96519,0.00049163,2.99169
162.8,1996,1931.7,101325,0.0122643,193.931,0.0350837,1.33596,48.664,ABL,3,1997.01,0.0350837,2.96415,0.00049156,2.99169
163,1996,1931.71,101325,0.0122618,193.932,0.0351154,1.34298,48.657,ABL,3,1997.01,0.0351154,2.96312,0.000491489,2.99168
163.2,1996,1931.72,101325,0.0122593,193.933,0.0351469,1.35,48.65,ABL,3,1997.02,0.0351469,2.96209,0.000491418,2.99168
163.4,1996,1931.73,101325,0.0122568,193.934,0.0351782,1.35704,48.643,ABL,3,1997.02,0.0351782,2.96107,0.000491347,2.99168
163.6,1996,1931.74,101325,0.0122543,193.935,0.0352094,1.36408,48.6359,ABL,3,1997.02,0.0352094,2.96004,0.000491276,2.99167
163.8,1996,1931.75,101325,0.0122519,193.937,0.0352405,1.37112,48.6289,ABL,3,1997.02,0.0352405,2.95902,0.000491204,2.99167
164,1996,1931.76,101325,0.0122494,193.938,0.0352713,1.37817,48.6218,ABL,3,1997.02,0.0352713,2.958,0.000491133,2.99167
164.2,1996,1931.76,101325,0.012247,193.939,0.035302,1.38523,48.6148,ABL,3,1997.02,0.035302,2.95699,0.000491062,2.99166
164.4,1996,1931.77,101325,0.0122446,193.94,0.0353325,1.39229,48.6077,ABL,3,1997.02,0.0353325,2.95598,0.000490991,2.99166
164.6,1996,1931.78,101325,0.0122422,193.941,0.0353629,1.39936,48.6006,ABL,3,1997.02,0.0353629,2.95497,0.000490919,2.99166
164.8,1996,1931.79,101325,0.0122398,193.943,0.0353931,1.40644,48.5936,ABL,3,1997.02,0.0353931,2.95396,0.000490848,2.99166
165,1996,1931.8,101325,0.0122374,193.944,0.0354232,1.41352,48.5865,ABL,3,1997.02,0.0354232,2.95296,0.000490776,2.99165
165.2,1996,1931.81,101325,0.012235,193.945,0.0354531,1.42061,48.5794,ABL,3,1997.02,0.0354531,2.95196,0.000490705,2.99165
165.4,1996,1931.82,101325,0.0122326,193.946,0.0354829,1.4277,48.5723,ABL,3,1997.02,0.0354829,2.95096,0.000490633,2.99165
165.6,1996,1931.83,101325,0.0122303,193.947,0.0355125,1.4348,48.5652,ABL,3,1997.02,0.0355125,2.94996,0.000490561,2.99164
165.8,1996,1931.84,101325,0.012228,193.948,0.0355419,1.44191,48.5581,ABL,3,1997.03,0.0355419,2.94897,0.000490489,2.99164
166,1996,1931.85,101325,0.0122256,193.949,0.0355712,1.44902,48.551,ABL,3,1997.03,0.0355712,2.94798,0.000490418,2.99164
166.2,1996,1931.86,101325,0.0122233,193.951,0.0356004,1.45614,48.5439,ABL,3,1997.03,0.0356004,2.94699,0.000490346,2.99164
166.4,1996,1931.87,101325,0.012221,193.952,0.0356294,1.46326,48.5367,ABL,3,1997.03,0.0356294,2.946,0.000490274,2.99163
166.6,1996,1931.88,101325,0.0122187,193.953,0.0356582,1.47039,48.5296,ABL,3,1997.03,0.0356582,2.94501,0.000490202,2.99163
166.8,1996,1931.88,101325,0.0122164,193.954,0.035687,1.47752,48.5225,ABL,3,1997.03,0.035687,2.94403,0.00049013,2.99163
167,1996,1931.89,101325,0.0122141,193.955,0.0357155,1.48466,48.5153,ABL,3,1997.03,0.0357155,2.94305,0.000490058,2.99162
167.2,1996,1931.9,101325,0.0122119,193.956,0.035744,1.49181,48.5082,ABL,3,1997.03,0.035744,2.94207,0.000489985,2.99162
167.4,1996,1931.91,101325,0.0122096,193.957,0.0357722,1.49896,48.501,ABL,3,1997.03,0.0357722,2.9411,0.000489913,2.99162
167.6,1996,1931.92,101325,0.0122074,193.958,0.0358004,1.50612,48.4939,ABL,3,1997.03,0.0358004,2.94013,0.000489841,2.99161
167.8,1996,1931.93,101325,0.0122051,193.96,0.0358284,1.51328,48.4867,ABL,3,1997.03,0.0358284,2.93915,0.000489768,2.99161
168,1996,1931.94,101325,0.0122029,193.961,0.0358563,1.52045,48.4796,ABL,3,1997.03,0.0358563,2.93818,0.000489696,2.99161
168.2,1996,1931.95,101325,0.0122007,193.962,0.035884,1.52762,48.4724,ABL,3,1997.03,0.035884,2.93722,0.000489624,2.99161
168.4,1996,1931.96,101325,0.0121985,193.963,0.0359116,1.5348,48.4652,ABL,3,1997.03,0.0359116,2.93625,0.000489551,2.9916
168.6,1996,1931.97,101325,0.0121963,193.964,0.0359391,1.54199,48.458,ABL,3,1997.04,0.0359391,2.93529,0.000489478,2.9916
168.8,1996,1931.98,101325,0.0121941,193.965,0.0359664,1.54918,48.4508,ABL,3,1997.04,0.0359664,2.93433,0.000489406,2.9916
169,1996,1931.99,101325,0.0121919,193.966,0.0359936,1.55638,48.4436,ABL,3,1997.04,0.0359936,2.93337,0.000489333,2.99159
169.2,1996,1932,101325,0.0121897,193.967,0.0360207,1.56358,48.4364,ABL,3,1997.04,0.0360207,2.93241,0.00048926,2.99159
169.4,1996,1932.01,101325,0.0121875,193.968,0.0360476,1.57078,48.4292,ABL,3,1997.04,0.0360476,2.93145,0.000489188,2.99159
169.6,1996,1932.01,101325,0.0121854,193.969,0.0360744,1.578,48.422,ABL,3,1997.04,0.0360744,2.9305,0.000489115,2.99158
169.8,1996,1932.02,101325,0.0121832,193.97,0.0361011,1.58521,48.4148,ABL,3,1997.04,0.0361011,2.92955,0.000489042,2.99158
170,1996,1932.03,101325,0.0121811,193.971,0.0361276,1.59244,48.4076,ABL,3,1997.04,0.0361276,2.9286,0.000488969,2.99158
170.2,1996,1932.04,101325,0.0121789,193.972,0.036154,1.59967,48.4003,ABL,3,1997.04,0.036154,2.92765,0.000488896,2.99158
170.4,1996,1932.05,101325,0.0121768,193.973,0.0361803,1.6069,48.3931,ABL,3,1997.04,0.0361803,2.9267,0.000488823,2.99157
170.6,1996,1932.06,101325,0.0121747,193.974,0.0362065,1.61414,48.3859,ABL,3,1997.04,0.0362065,2.92575,0.00048875,2.99157
170.8,1996,1932.07,101325,0.0121726,193.975,0.0362325,1.62138,48.3786,ABL,3,1997.04,0.0362325,2.92481,0.000488677,2.99157
171,1996,1932.08,101325,0.0121705,193.976,0.0362585,1.62863,48.3714,ABL,3,1997.04,0.0362585,2.92387,0.000488603,2.99156
171.2,1996,1932.09,101325,0.0121684,193.978,0.0362843,1.63589,48.3641,ABL,3,1997.04,0.0362843,2.92293,0.00048853,2.99156
171.4,1996,1932.1,101325,0.0121663,193.979,0.0363099,1.64315,48.3569,ABL,3,1997.04,0.0363099,2.92199,0.000488457,2.99156
171.6,1996,1932.11,101325,0.0121642,193.98,0.0363355,1.65041,48.3496,ABL,3,1997.04,0.0363355,2.92105,0.000488383,2.99156
171.8,1996,1932.12,101325,0.0121621,193.981,0.0363609,1.65768,48.3423,ABL,3,1997.05,0.0363609,2.92011,0.00048831,2.99155
172,1996,1932.13,101325,0.01216,193.982,0.0363862,1.66495,48.335,ABL,3,1997.05,0.0363862,2.91918,0.000488236,2.99155
172.2,1996,1932.14,101325,0.012158,193.983,0.0364114,1.67223,48.3278,ABL,3,1997.05,0.0364114,2.91825,0.000488163,2.99155
172.4,1996,1932.15,101325,0.0121559,193.984,0.0364365,1.67952,48.3205,ABL,3,1997.05,0.0364365,2.91732,0.000488089,2.99154
172.6,1996,1932.16,101325,0.0121539,193.985,0.0364614,1.68681,48.3132,ABL,3,1997.05,0.0364614,2.91639,0.000488016,2.99154
172.8,1996,1932.16,101325,0.0121518,193.986,0.0364862,1.6941,48.3059,ABL,3,1997.05,0.0364862,2.91546,0.000487942,2.99154
173,1996,1932.17,101325,0.0121498,193.987,0.0365109,1.7014,48.2986,ABL,3,1997.05,0.0365109,2.91453,0.000487868,2.99154
173.2,1996,1932.18,101325,0.0121478,193.988,0.0365355,1.70871,48.2913,ABL,3,1997.05,0.0365355,2.9136,0.000487795,2.99153
173.4,1996,1932.19,101325,0.0121458,193.989,0.03656,1.71602,48.284,ABL,3,1997.05,0.03656,2.91268,0.000487721,2.99153
173.6,1996,1932.2,101325,0.0121437,193.99,0.0365844,1.72333,48.2767,ABL,3,1997.05,0.0365844,2.91176,0.000487647,2.99153
173.8,1996,1932.21,101325,0.0121417,193.991,0.0366086,1.73065,48.2693,ABL,3,1997.05,0.0366086,2.91084,0.000487573,2.99152
174,1996,1932.22,101325,0.0121397,193.992,0.0366327,1.73798,48.262,ABL,3,1997.05,0.0366327,2.90992,0.000487499,2.99152
174.2,1996,1932.23,101325,0.0121377,193.993,0.0366568,1.74531,48.2547,ABL,3,1997.05,0.0366568,2.909,0.000487425,2.99152
174.4,1996,1932.24,101325,0.0121358,193.993,0.0366807,1.75264,48.2474,ABL,3,1997.05,0.0366807,2.90808,0.000487351,2.99152
174.6,1996,1932.25,101325,0.0121338,193.994,0.0367044,1.75998,48.24,ABL,3,1997.05,0.0367044,2.90717,0.000487277,2.99151
174.8,1996,1932.26,101325,0.0121318,193.995,0.0367281,1.76732,48.2327,ABL,3,1997.05,0.0367281,2.90625,0.000487202,2.99151
175,1996,1932.27,101325,0.0121298,193.996,0.0367517,1.77467,48.2253,ABL,3,1997.05,0.0367517,2.90534,0.000487128,2.99151
175.2,1996,1932.28,101325,0.0121279,193.997,0.0367751,1.78202,48.218,ABL,3,1997.06,0.0367751,2.90443,0.000487054,2.9915
175.4,1996,1932.29,101325,0.0121259,193.998,0.0367985,1.78938,48.2106,ABL,3,1997.06,0.0367985,2.90352,0.00048698,2.9915
175.6,1996,1932.3,101325,0.012124,193.999,0.0368217,1.79674,48.2033,ABL,3,1997.06,0.0368217,2.90261,0.000486905,2.9915
175.8,1996,1932.31,101325,0.012122,194,0.0368448,1.80411,48.1959,ABL,3,1997.06,0.0368448,2.90171,0.000486831,2.99149
176,1996,1932.32,101325,0.0121201,194.001,0.0368678,1.81148,48.1885,ABL,3,1997.06,0.0368678,2.9008,0.000486756,2.99149
176.2,1996,1932.33,101325,0.0121182,194.002,0.0368907,1.81886,48.1811,ABL,3,1997.06,0.0368907,2.8999,0.000486682,2.99149
176.4,1996,1932.34,101325,0.0121162,194.003,0.0369135,1.82624,48.1738,ABL,3,1997.06,0.0369135,2.899,0.000486607,2.99149
176.6,1996,1932.35,101325,0.0121143,194.004,0.0369362,1.83362,48.1664,ABL,3,1997.06,0.0369362,2.89809,0.000486533,2.99148
176.8,1996,1932.35,101325,0.0121124,194.005,0.0369588,1.84101,48.159,ABL,3,1997.06,0.0369588,2.89719,0.000486458,2.99148
177,1996,1932.36,101325,0.0121105,194.006,0.0369813,1.84841,48.1516,ABL,3,1997.06,0.0369813,2.8963,0.000486383,2.99148
177.2,1996,1932.37,101325,0.0121086,194.007,0.0370036,1.8558,48.1442,ABL,3,1997.06,0.0370036,2.8954,0.000486309,2.99148
177.4,1996,1932.38,101325,0.0121067,194.008,0.0370259,1.86321,48.1368,ABL,3,1997.06,0.0370259,2.8945,0.000486234,2.99147
177.6,1996,1932.39,101325,0.0121048,194.009,0.037048,1.87061,48.1294,ABL,3,1997.06,0.037048,2.89361,0.000486159,2.99147
177.8,1996,1932.4,101325,0.012103,194.01,0.0370701,1.87803,48.122,ABL,3,1997.06,0.0370701,2.89272,0.000486084,2.99147
178,1996,1932.41,101325,0.0121011,194.01,0.037092,1.88544,48.1146,ABL,3,1997.06,0.037092,2.89183,0.000486009,2.99146
178.2,1996,1932.42,101325,0.0120992,194.011,0.0371139,1.89286,48.1071,ABL,3,1997.06,0.0371139,2.89094,0.000485934,2.99146
178.4,1996,1932.43,101325,0.0120974,194.012,0.0371356,1.90029,48.0997,ABL,3,1997.06,0.0371356,2.89005,0.000485859,2.99146
178.6,1996,1932.44,101325,0.0120955,194.013,0.0371573,1.90772,48.0923,ABL,3,1997.06,0.0371573,2.88916,0.000485784,2.99146
178.8,1996,1932.45,101325,0.0120937,194.014,0.0371788,1.91515,48.0848,ABL,3,1997.06,0.0371788,2.88828,0.000485709,2.99145
179,1996,1932.46,101325,0.0120918,194.015,0.0372002,1.92259,48.0774,ABL,3,1997.06,0.0372002,2.88739,0.000485634,2.99145
179.2,1996,1932.47,101325,0.01209,194.016,0.0372216,1.93003,48.07,ABL,3,1997.07,0.0372216,2.88651,0.000485559,2.99145
179.4,1996,1932.48,101325,0.0120882,194.017,0.0372428,1.93748,48.0625,ABL,3,1997.07,0.0372428,2.88563,0.000485484,2.99144
179.6,1996,1932.49,101325,0.0120864,194.018,0.0372639,1.94493,48.0551,ABL,3,1997.07,0.0372639,2.88475,0.000485409,2.99144
179.8,1996,1932.5,101325,0.0120846,194.019,0.037285,1.95238,48.0476,ABL,3,1997.07,0.037285,2.88387,0.000485333,2.99144
180,1996,1932.51,101325,0.0120828,194.019,0.0373059,1.95984,48.0402,ABL,3,1997.07,0.0373059,2.883,0.000485258,2.99144
180.2,1996,1932.52,101325,0.012081,194.02,0.0373268,1.96731,48.0327,ABL,3,1997.07,0.0373268,2.88212,0.000485182,2.99143
180.4,1996,1932.53,101325,0.0120792,194.021,0.0373475,1.97477,48.0252,ABL,3,1997.07,0.0373475,2.88125,0.000485107,2.99143
180.6,1996,1932.54,101325,0.0120774,194.022,0.0373682,1.98225,48.0178,ABL,3,1997.07,0.0373682,2.88037,0.000485032,2.99143
180.8,1996,1932.55,101325,0.0120756,194.023,0.0373887,1.98972,48.0103,ABL,3,1997.07,0.0373887,2.8795,0.000484956,2.99142
181,1996,1932.56,101325,0.0120738,194.024,0.0374092,1.9972,48.0028,ABL,3,1997.07,0.0374092,2.87863,0.000484881,2.99142
181.2,1996,1932.57,101325,0.0120721,194.025,0.0374295,2.00469,47.9953,ABL,3,1997.07,0.0374295,2.87776,0.000484805,2.99142
181.4,1996,1932.58,101325,0.0120703,194.026,0.0374498,2.01217,47.9878,ABL,3,1997.07,0.0374498,2.8769,0.000484729,2.99142
181.6,1996,1932.59,101325,0.0120686,194.026,0.03747,2.01967,47.9803,ABL,3,1997.07,0.03747,2.87603,0.000484654,2.99141
181.8,1996,1932.6,101325,0.0120668,194.027,0.03749,2.02716,47.9728,ABL,3,1997.07,0.03749,2.87517,0.000484578,2.99141
182,1996,1932.6,101325,0.0120651,194.028,0.03751,2.03466,47.9653,ABL,3,1997.07,0.03751,2.87431,0.000484502,2.99141
182.2,1996,1932.61,101325,0.0120633,194.029,0.0375299,2.04217,47.9578,ABL,3,1997.07,0.0375299,2.87344,0.000484426,2.99141
182.4,1996,1932.62,101325,0.0120616,194.03,0.0375497,2.04967,47.9503,ABL,3,1997.07,0.0375497,2.87258,0.000484351,2.9914
182.6,1996,1932.63,101325,0.0120599,194.031,0.0375695,2.05719,47.9428,ABL,3,1997.07,0.0375695,2.87173,0.000484275,2.9914
182.8,1996,1932.64,101325,0.0120582,194.031,0.0375891,2.0647,47.9353,ABL,3,1997.07,0.0375891,2.87087,0.000484199,2.9914
183,1996,1932.65,101325,0.0120565,194.032,0.0376086,2.07222,47.9278,ABL,3,1997.07,0.0376086,2.87001,0.000484123,2.99139
183.2,1996,1932.66,101325,0.0120547,194.033,0.0376281,2.07975,47.9203,ABL,3,1997.07,0.0376281,2.86916,0.000484047,2.99139
183.4,1996,1932.67,101325,0.012053,194.034,0.0376474,2.08727,47.9127,ABL,3,1997.07,0.0376474,2.8683,0.000483971,2.99139
