Reaction;rho_i_v;rho_i_c;A_i;E_i/R;psi;T_reac;;;;;;;;;;;;
;(lb/ft^3);(lb/ft^3);sec-1;(deg R);(---);(in R);;;;;;;;;;;;
A;1.873E+01;0.000E+00;1.200E+04;1.540E+04;3.000E+00;6.000E+02;;;;;;;;;;;;
B;5.619E+01;3.746E+01;4.480E+09;3.680E+04;3.000E+00;1.000E+03;;;;;;;;;;;;
C;9.988E+01;9.988E+01;0.00E+00;0.00;0.00;1.000E+04;The carbon fibers do not pyrolyse;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Note for CMA/FIAT;;Resin volume fraction = 0.5 (Gamma in CMA);;;;;rho = (1-phi) [gamma (rho_A + rho_B) - (1-gamma) rho_c];;;;;;;;;;;
users;;Composite porosity = 0.8 (phi in CMA);;;;;!!! phi must be used if non-zero (even if not shown in the publications);;;;;;;;;;;
;3.275E+03;6.286E+00;2.833E+01;1.149E+00;4.189E+04;7.930E-01;2.339E-04;;;;;5.895E+03;6.767E+00;1.801E+04;;;;
;3.300E+03;6.240E+00;2.728E+01;1.150E+00;4.258E+04;7.948E-01;2.305E-04;;;;;5.940E+03;6.516E+00;1.831E+04;;;;
;3.325E+03;6.198E+00;2.637E+01;1.151E+00;4.326E+04;7.967E-01;2.272E-04;;;;;5.985E+03;6.297E+00;1.860E+04;;;;
;3.350E+03;6.159E+00;2.557E+01;1.153E+00;4.390E+04;7.986E-01;2.240E-04;;;;;6.030E+03;6.107E+00;1.888E+04;;;;
;3.375E+03;6.121E+00;2.488E+01;1.154E+00;4.453E+04;8.006E-01;2.210E-04;;;;;6.075E+03;5.942E+00;1.915E+04;;;;
;3.400E+03;6.086E+00;2.427E+01;1.155E+00;4.515E+04;8.026E-01;2.182E-04;;;;;6.120E+03;5.798E+00;1.941E+04;;;;
;3.425E+03;6.053E+00;2.373E+01;1.156E+00;4.575E+04;8.047E-01;2.154E-04;;;;;6.165E+03;5.667E+00;1.967E+04;;;;
;3.450E+03;6.021E+00;2.322E+01;1.157E+00;4.634E+04;8.068E-01;2.127E-04;;;;;6.210E+03;5.546E+00;1.992E+04;;;;
;3.475E+03;5.991E+00;2.272E+01;1.158E+00;4.691E+04;8.089E-01;2.101E-04;;;;;6.255E+03;5.427E+00;2.017E+04;;;;
;3.500E+03;5.963E+00;2.221E+01;1.160E+00;4.747E+04;8.111E-01;2.076E-04;;;;;6.300E+03;5.304E+00;2.041E+04;;;;
;3.525E+03;5.936E+00;2.165E+01;1.162E+00;4.802E+04;8.133E-01;2.052E-04;;;;;6.345E+03;5.172E+00;2.064E+04;;;;
;3.550E+03;5.910E+00;2.104E+01;1.164E+00;4.855E+04;8.156E-01;2.029E-04;;;;;6.390E+03;5.026E+00;2.087E+04;;;;
;3.575E+03;5.885E+00;2.036E+01;1.167E+00;4.907E+04;8.179E-01;2.006E-04;;;;;6.435E+03;4.862E+00;2.110E+04;;;;
;3.600E+03;5.862E+00;1.959E+01;1.170E+00;4.957E+04;8.202E-01;1.984E-04;;;;;6.480E+03;4.679E+00;2.131E+04;;;;
;3.625E+03;5.840E+00;1.873E+01;1.174E+00;5.005E+04;8.227E-01;1.963E-04;;;;;6.525E+03;4.474E+00;2.152E+04;;;;
;3.650E+03;5.820E+00;1.780E+01;1.179E+00;5.051E+04;8.252E-01;1.943E-04;;;;;6.570E+03;4.251E+00;2.171E+04;;;;
;3.675E+03;5.802E+00;1.680E+01;1.185E+00;5.094E+04;8.278E-01;1.924E-04;;;;;6.615E+03;4.013E+00;2.190E+04;;;;
;3.700E+03;5.785E+00;1.576E+01;1.192E+00;5.135E+04;8.306E-01;1.905E-04;;;;;6.660E+03;3.764E+00;2.207E+04;;;;
;3.725E+03;5.769E+00;1.470E+01;1.200E+00;5.173E+04;8.334E-01;1.887E-04;;;;;6.705E+03;3.510E+00;2.224E+04;;;;
;3.750E+03;5.755E+00;1.364E+01;1.209E+00;5.208E+04;8.363E-01;1.870E-04;;;;;6.750E+03;3.259E+00;2.239E+04;;;;
;3.775E+03;5.743E+00;1.262E+01;1.219E+00;5.241E+04;8.394E-01;1.854E-04;;;;;6.795E+03;3.015E+00;2.253E+04;;;;
;3.800E+03;5.732E+00;1.165E+01;1.231E+00;5.271E+04;8.426E-01;1.838E-04;;;;;6.840E+03;2.784E+00;2.266E+04;;;;
;3.825E+03;5.722E+00;1.076E+01;1.244E+00;5.299E+04;8.458E-01;1.823E-04;;;;;6.885E+03;2.569E+00;2.278E+04;;;;
;3.850E+03;5.713E+00;9.937E+00;1.258E+00;5.325E+04;8.492E-01;1.808E-04;;;;;6.930E+03;2.373E+00;2.289E+04;;;;
;3.875E+03;5.706E+00;9.202E+00;1.272E+00;5.349E+04;8.527E-01;1.794E-04;;;;;6.975E+03;2.198E+00;2.300E+04;;;;
;3.900E+03;5.699E+00;8.551E+00;1.288E+00;5.371E+04;8.563E-01;1.781E-04;;;;;7.020E+03;2.042E+00;2.309E+04;;;;
;3.925E+03;5.693E+00;7.980E+00;1.304E+00;5.392E+04;8.599E-01;1.768E-04;;;;;7.065E+03;1.906E+00;2.318E+04;;;;
;3.950E+03;5.688E+00;7.483E+00;1.320E+00;5.411E+04;8.636E-01;1.755E-04;;;;;7.110E+03;1.787E+00;2.326E+04;;;;
;3.975E+03;5.684E+00;7.053E+00;1.335E+00;5.429E+04;8.673E-01;1.743E-04;;;;;7.155E+03;1.685E+00;2.334E+04;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
P = 0.1 atm.;;;;;;;;;;;;;;;;;;
;T (K);M (kg/kmol);Cp (kJ/kg K);Gamma;h (kJ/kg);Mu (millipoise);rho (kg/m^3);;;;;T (R );Cp (Btu/lb R);h (Btu/lb);;;;
;2.000E+02;2.200E+01;1.512E+00;1.333E+00;-7.247E+03;8.688E-02;1.340E-01;;;;;3.600E+02;3.611E-01;-3.115E+03;;;;
;2.250E+02;2.200E+01;1.534E+00;1.327E+00;-7.208E+03;9.666E-02;1.191E-01;;;;;4.050E+02;3.663E-01;-3.099E+03;;;;
;2.500E+02;2.200E+01;1.560E+00;1.320E+00;-7.170E+03;1.065E-01;1.072E-01;;;;;4.500E+02;3.725E-01;-3.082E+03;;;;
;2.750E+02;2.200E+01;1.592E+00;1.311E+00;-7.130E+03;1.162E-01;9.747E-02;;;;;4.950E+02;3.803E-01;-3.066E+03;;;;
;3.000E+02;2.200E+01;1.632E+00;1.302E+00;-7.090E+03;1.257E-01;8.935E-02;;;;;5.400E+02;3.898E-01;-3.048E+03;;;;
;3.250E+02;2.200E+01;1.679E+00;1.291E+00;-7.049E+03;1.351E-01;8.248E-02;;;;;5.850E+02;4.010E-01;-3.030E+03;;;;
;3.500E+02;2.199E+01;1.735E+00;1.279E+00;-7.006E+03;1.444E-01;7.658E-02;;;;;6.300E+02;4.144E-01;-3.012E+03;;;;
;3.750E+02;2.199E+01;1.804E+00;1.267E+00;-6.962E+03;1.535E-01;7.147E-02;;;;;6.750E+02;4.308E-01;-2.993E+03;;;;
;4.000E+02;2.198E+01;1.891E+00;1.254E+00;-6.916E+03;1.623E-01;6.698E-02;;;;;7.200E+02;4.516E-01;-2.973E+03;;;;
;4.250E+02;2.197E+01;2.004E+00;1.240E+00;-6.867E+03;1.711E-01;6.300E-02;;;;;7.650E+02;4.787E-01;-2.952E+03;;;;
;4.500E+02;2.195E+01;2.155E+00;1.225E+00;-6.815E+03;1.796E-01;5.944E-02;;;;;8.100E+02;5.148E-01;-2.930E+03;;;;
;4.750E+02;2.191E+01;2.357E+00;1.209E+00;-6.759E+03;1.881E-01;5.621E-02;;;;;8.550E+02;5.630E-01;-2.906E+03;;;;
;5.000E+02;2.185E+01;2.625E+00;1.194E+00;-6.697E+03;1.964E-01;5.325E-02;;;;;9.000E+02;6.270E-01;-2.879E+03;;;;
;5.250E+02;2.176E+01;2.977E+00;1.179E+00;-6.627E+03;2.047E-01;5.050E-02;;;;;9.450E+02;7.110E-01;-2.849E+03;;;;
;5.500E+02;2.163E+01;3.440E+00;1.165E+00;-6.547E+03;2.129E-01;4.792E-02;;;;;9.900E+02;8.215E-01;-2.815E+03;;;;
;5.750E+02;2.145E+01;4.064E+00;1.152E+00;-6.454E+03;2.210E-01;4.545E-02;;;;;1.035E+03;9.706E-01;-2.775E+03;;;;
;6.000E+02;2.120E+01;4.953E+00;1.138E+00;-6.342E+03;2.291E-01;4.307E-02;;;;;1.080E+03;1.183E+00;-2.726E+03;;;;
;6.250E+02;2.088E+01;6.291E+00;1.125E+00;-6.202E+03;2.372E-01;4.071E-02;;;;;1.125E+03;1.503E+00;-2.667E+03;;;;
;6.500E+02;2.044E+01;8.300E+00;1.114E+00;-6.022E+03;2.455E-01;3.832E-02;;;;;1.170E+03;1.983E+00;-2.589E+03;;;;
;6.750E+02;1.984E+01;1.111E+01;1.107E+00;-5.781E+03;2.541E-01;3.583E-02;;;;;1.215E+03;2.653E+00;-2.485E+03;;;;
;7.000E+02;1.907E+01;1.457E+01;1.104E+00;-5.461E+03;2.630E-01;3.320E-02;;;;;1.260E+03;3.480E+00;-2.348E+03;;;;
;7.250E+02;1.813E+01;1.824E+01;1.104E+00;-5.050E+03;2.722E-01;3.047E-02;;;;;1.305E+03;4.355E+00;-2.171E+03;;;;
;7.500E+02;1.708E+01;2.124E+01;1.106E+00;-4.554E+03;2.815E-01;2.775E-02;;;;;1.350E+03;5.072E+00;-1.958E+03;;;;
;7.750E+02;1.604E+01;2.231E+01;1.110E+00;-4.005E+03;2.906E-01;2.522E-02;;;;;1.395E+03;5.330E+00;-1.722E+03;;;;
;8.000E+02;1.513E+01;2.029E+01;1.118E+00;-3.465E+03;2.991E-01;2.305E-02;;;;;1.440E+03;4.846E+00;-1.490E+03;;;;
;8.250E+02;1.447E+01;1.534E+01;1.129E+00;-3.015E+03;3.068E-01;2.138E-02;;;;;1.485E+03;3.663E+00;-1.296E+03;;;;
;8.500E+02;1.408E+01;9.808E+00;1.148E+00;-2.703E+03;3.139E-01;2.019E-02;;;;;1.530E+03;2.342E+00;-1.162E+03;;;;
;8.750E+02;1.389E+01;6.063E+00;1.177E+00;-2.509E+03;3.205E-01;1.934E-02;;;;;1.575E+03;1.448E+00;-1.079E+03;;;;
;9.000E+02;1.381E+01;4.252E+00;1.209E+00;-2.383E+03;3.268E-01;1.870E-02;;;;;1.620E+03;1.016E+00;-1.025E+03;;;;
;9.250E+02;1.378E+01;3.518E+00;1.231E+00;-2.288E+03;3.330E-01;1.815E-02;;;;;1.665E+03;8.403E-01;-9.835E+02;;;;
;9.500E+02;1.376E+01;3.260E+00;1.240E+00;-2.204E+03;3.391E-01;1.765E-02;;;;;1.710E+03;7.787E-01;-9.473E+02;;;;
;9.750E+02;1.375E+01;3.251E+00;1.238E+00;-2.123E+03;3.451E-01;1.719E-02;;;;;1.755E+03;7.765E-01;-9.126E+02;;;;
;1.000E+03;1.374E+01;3.651E+00;1.221E+00;-2.038E+03;3.511E-01;1.675E-02;;;;;1.800E+03;8.720E-01;-8.761E+02;;;;
;1.025E+03;1.370E+01;5.339E+00;1.183E+00;-1.929E+03;3.576E-01;1.629E-02;;;;;1.845E+03;1.275E+00;-8.294E+02;;;;
;1.050E+03;1.359E+01;7.926E+00;1.159E+00;-1.762E+03;3.653E-01;1.578E-02;;;;;1.890E+03;1.893E+00;-7.577E+02;;;;
;1.075E+03;1.342E+01;9.321E+00;1.154E+00;-1.544E+03;3.741E-01;1.522E-02;;;;;1.935E+03;2.226E+00;-6.638E+02;;;;
;1.100E+03;1.323E+01;9.745E+00;1.154E+00;-1.304E+03;3.834E-01;1.466E-02;;;;;1.980E+03;2.328E+00;-5.607E+02;;;;
;1.125E+03;1.304E+01;9.709E+00;1.157E+00;-1.061E+03;3.928E-01;1.413E-02;;;;;2.025E+03;2.319E+00;-4.559E+02;;;;
;1.150E+03;1.287E+01;9.459E+00;1.159E+00;-8.206E+02;4.020E-01;1.363E-02;;;;;2.070E+03;2.259E+00;-3.528E+02;;;;
;1.175E+03;1.270E+01;9.126E+00;1.162E+00;-5.882E+02;4.109E-01;1.318E-02;;;;;2.115E+03;2.180E+00;-2.529E+02;;;;
;1.200E+03;1.256E+01;8.799E+00;1.164E+00;-3.642E+02;4.193E-01;1.275E-02;;;;;2.160E+03;2.101E+00;-1.566E+02;;;;
;1.225E+03;1.243E+01;8.544E+00;1.164E+00;-1.477E+02;4.273E-01;1.236E-02;;;;;2.205E+03;2.041E+00;-6.348E+01;;;;
;1.250E+03;1.231E+01;8.418E+00;1.163E+00;6.406E+01;4.348E-01;1.200E-02;;;;;2.250E+03;2.011E+00;2.754E+01;;;;
;1.275E+03;1.220E+01;8.467E+00;1.160E+00;2.747E+02;4.415E-01;1.166E-02;;;;;2.295E+03;2.022E+00;1.181E+02;;;;
;1.300E+03;1.210E+01;8.733E+00;1.154E+00;4.892E+02;4.475E-01;1.134E-02;;;;;2.340E+03;2.086E+00;2.103E+02;;;;
;1.325E+03;1.200E+01;9.250E+00;1.147E+00;7.134E+02;4.527E-01;1.104E-02;;;;;2.385E+03;2.209E+00;3.067E+02;;;;
;1.350E+03;1.190E+01;1.004E+01;1.139E+00;9.540E+02;4.569E-01;1.075E-02;;;;;2.430E+03;2.398E+00;4.101E+02;;;;
;1.375E+03;1.180E+01;1.109E+01;1.132E+00;1.218E+03;4.600E-01;1.046E-02;;;;;2.475E+03;2.648E+00;5.234E+02;;;;
;1.400E+03;1.169E+01;1.230E+01;1.126E+00;1.510E+03;4.619E-01;1.018E-02;;;;;2.520E+03;2.939E+00;6.491E+02;;;;
;1.425E+03;1.157E+01;1.344E+01;1.122E+00;1.832E+03;4.629E-01;9.896E-03;;;;;2.565E+03;3.210E+00;7.877E+02;;;;
;1.450E+03;1.145E+01;1.398E+01;1.121E+00;2.177E+03;4.632E-01;9.621E-03;;;;;2.610E+03;3.338E+00;9.359E+02;;;;
;1.475E+03;1.133E+01;1.317E+01;1.126E+00;2.520E+03;4.635E-01;9.360E-03;;;;;2.655E+03;3.145E+00;1.083E+03;;;;
;1.500E+03;1.123E+01;1.084E+01;1.140E+00;2.822E+03;4.647E-01;9.123E-03;;;;;2.700E+03;2.588E+00;1.213E+03;;;;
;1.525E+03;1.116E+01;8.145E+00;1.164E+00;3.058E+03;4.674E-01;8.917E-03;;;;;2.745E+03;1.945E+00;1.315E+03;;;;
;1.550E+03;1.111E+01;6.262E+00;1.192E+00;3.236E+03;4.714E-01;8.737E-03;;;;;2.790E+03;1.496E+00;1.391E+03;;;;
;1.575E+03;1.108E+01;5.217E+00;1.216E+00;3.379E+03;4.759E-01;8.576E-03;;;;;2.835E+03;1.246E+00;1.452E+03;;;;
;1.600E+03;1.106E+01;4.653E+00;1.232E+00;3.501E+03;4.808E-01;8.426E-03;;;;;2.880E+03;1.111E+00;1.505E+03;;;;
;1.625E+03;1.105E+01;4.330E+00;1.243E+00;3.613E+03;4.857E-01;8.286E-03;;;;;2.925E+03;1.034E+00;1.553E+03;;;;
;1.650E+03;1.104E+01;4.132E+00;1.250E+00;3.719E+03;4.907E-01;8.152E-03;;;;;2.970E+03;9.868E-01;1.599E+03;;;;
;1.675E+03;1.103E+01;4.004E+00;1.254E+00;3.820E+03;4.957E-01;8.024E-03;;;;;3.015E+03;9.564E-01;1.642E+03;;;;
;1.700E+03;1.102E+01;3.921E+00;1.257E+00;3.919E+03;5.007E-01;7.902E-03;;;;;3.060E+03;9.365E-01;1.685E+03;;;;
;1.725E+03;1.102E+01;3.868E+00;1.258E+00;4.017E+03;5.057E-01;7.783E-03;;;;;3.105E+03;9.240E-01;1.727E+03;;;;
;1.750E+03;1.101E+01;3.838E+00;1.259E+00;4.113E+03;5.107E-01;7.669E-03;;;;;3.150E+03;9.166E-01;1.768E+03;;;;
;1.775E+03;1.101E+01;3.824E+00;1.258E+00;4.209E+03;5.156E-01;7.558E-03;;;;;3.195E+03;9.134E-01;1.809E+03;;;;
;1.800E+03;1.101E+01;3.825E+00;1.257E+00;4.304E+03;5.206E-01;7.451E-03;;;;;3.240E+03;9.135E-01;1.850E+03;;;;
;1.825E+03;1.100E+01;3.837E+00;1.256E+00;4.400E+03;5.255E-01;7.347E-03;;;;;3.285E+03;9.164E-01;1.892E+03;;;;
;1.850E+03;1.100E+01;3.860E+00;1.254E+00;4.496E+03;5.305E-01;7.246E-03;;;;;3.330E+03;9.219E-01;1.933E+03;;;;
;1.875E+03;1.100E+01;3.893E+00;1.252E+00;4.593E+03;5.354E-01;7.147E-03;;;;;3.375E+03;9.298E-01;1.975E+03;;;;
;1.900E+03;1.099E+01;3.936E+00;1.249E+00;4.691E+03;5.403E-01;7.051E-03;;;;;3.420E+03;9.400E-01;2.017E+03;;;;
;1.925E+03;1.099E+01;3.988E+00;1.246E+00;4.790E+03;5.452E-01;6.957E-03;;;;;3.465E+03;9.525E-01;2.059E+03;;;;
;1.950E+03;1.099E+01;4.050E+00;1.243E+00;4.890E+03;5.501E-01;6.866E-03;;;;;3.510E+03;9.673E-01;2.102E+03;;;;
;1.975E+03;1.098E+01;4.122E+00;1.239E+00;4.993E+03;5.550E-01;6.777E-03;;;;;3.555E+03;9.846E-01;2.146E+03;;;;
;2.000E+03;1.098E+01;4.205E+00;1.235E+00;5.097E+03;5.599E-01;6.690E-03;;;;;3.600E+03;1.004E+00;2.191E+03;;;;
;2.025E+03;1.097E+01;4.300E+00;1.231E+00;5.203E+03;5.647E-01;6.604E-03;;;;;3.645E+03;1.027E+00;2.237E+03;;;;
;2.050E+03;1.097E+01;4.406E+00;1.227E+00;5.312E+03;5.696E-01;6.521E-03;;;;;3.690E+03;1.052E+00;2.284E+03;;;;
;2.075E+03;1.096E+01;4.525E+00;1.222E+00;5.423E+03;5.745E-01;6.439E-03;;;;;3.735E+03;1.081E+00;2.332E+03;;;;
;2.100E+03;1.096E+01;4.659E+00;1.218E+00;5.538E+03;5.794E-01;6.358E-03;;;;;3.780E+03;1.113E+00;2.381E+03;;;;
;2.125E+03;1.095E+01;4.807E+00;1.213E+00;5.656E+03;5.842E-01;6.279E-03;;;;;3.825E+03;1.148E+00;2.432E+03;;;;
;2.150E+03;1.094E+01;4.971E+00;1.208E+00;5.779E+03;5.891E-01;6.202E-03;;;;;3.870E+03;1.187E+00;2.484E+03;;;;
;2.175E+03;1.093E+01;5.153E+00;1.203E+00;5.905E+03;5.940E-01;6.125E-03;;;;;3.915E+03;1.231E+00;2.539E+03;;;;
;2.200E+03;1.092E+01;5.352E+00;1.198E+00;6.036E+03;5.988E-01;6.050E-03;;;;;3.960E+03;1.278E+00;2.595E+03;;;;
;2.225E+03;1.091E+01;5.572E+00;1.193E+00;6.173E+03;6.037E-01;5.975E-03;;;;;4.005E+03;1.331E+00;2.654E+03;;;;
;2.250E+03;1.090E+01;5.813E+00;1.188E+00;6.315E+03;6.086E-01;5.901E-03;;;;;4.050E+03;1.388E+00;2.715E+03;;;;
;2.275E+03;1.088E+01;6.076E+00;1.184E+00;6.464E+03;6.135E-01;5.829E-03;;;;;4.095E+03;1.451E+00;2.779E+03;;;;
;2.300E+03;1.087E+01;6.364E+00;1.179E+00;6.619E+03;6.184E-01;5.757E-03;;;;;4.140E+03;1.520E+00;2.846E+03;;;;
;2.325E+03;1.085E+01;6.677E+00;1.175E+00;6.782E+03;6.234E-01;5.685E-03;;;;;4.185E+03;1.595E+00;2.916E+03;;;;
;2.350E+03;1.083E+01;7.017E+00;1.171E+00;6.953E+03;6.283E-01;5.614E-03;;;;;4.230E+03;1.676E+00;2.989E+03;;;;
;2.375E+03;1.080E+01;7.386E+00;1.166E+00;7.133E+03;6.333E-01;5.544E-03;;;;;4.275E+03;1.764E+00;3.067E+03;;;;
;2.400E+03;1.078E+01;7.786E+00;1.163E+00;7.323E+03;6.383E-01;5.473E-03;;;;;4.320E+03;1.860E+00;3.148E+03;;;;
;2.425E+03;1.075E+01;8.218E+00;1.159E+00;7.523E+03;6.433E-01;5.403E-03;;;;;4.365E+03;1.963E+00;3.234E+03;;;;
;2.450E+03;1.072E+01;8.685E+00;1.155E+00;7.734E+03;6.483E-01;5.334E-03;;;;;4.410E+03;2.074E+00;3.325E+03;;;;
;2.475E+03;1.069E+01;9.187E+00;1.152E+00;7.957E+03;6.534E-01;5.264E-03;;;;;4.455E+03;2.194E+00;3.421E+03;;;;
;2.500E+03;1.066E+01;9.728E+00;1.149E+00;8.194E+03;6.585E-01;5.194E-03;;;;;4.500E+03;2.323E+00;3.523E+03;;;;
;2.525E+03;1.062E+01;1.031E+01;1.146E+00;8.444E+03;6.637E-01;5.124E-03;;;;;4.545E+03;2.462E+00;3.630E+03;;;;
;2.550E+03;1.057E+01;1.093E+01;1.144E+00;8.709E+03;6.689E-01;5.054E-03;;;;;4.590E+03;2.611E+00;3.744E+03;;;;
;2.575E+03;1.053E+01;1.160E+01;1.141E+00;8.991E+03;6.741E-01;4.983E-03;;;;;4.635E+03;2.771E+00;3.865E+03;;;;
;2.600E+03;1.048E+01;1.232E+01;1.139E+00;9.290E+03;6.794E-01;4.912E-03;;;;;4.680E+03;2.942E+00;3.994E+03;;;;
;2.625E+03;1.043E+01;1.308E+01;1.137E+00;9.607E+03;6.847E-01;4.841E-03;;;;;4.725E+03;3.125E+00;4.130E+03;;;;
;2.650E+03;1.037E+01;1.390E+01;1.135E+00;9.945E+03;6.901E-01;4.769E-03;;;;;4.770E+03;3.320E+00;4.275E+03;;;;
;2.675E+03;1.031E+01;1.478E+01;1.133E+00;1.030E+04;6.955E-01;4.697E-03;;;;;4.815E+03;3.529E+00;4.429E+03;;;;
;2.700E+03;1.025E+01;1.571E+01;1.132E+00;1.068E+04;7.010E-01;4.624E-03;;;;;4.860E+03;3.751E+00;4.593E+03;;;;
;2.725E+03;1.018E+01;1.670E+01;1.131E+00;1.109E+04;7.065E-01;4.551E-03;;;;;4.905E+03;3.988E+00;4.767E+03;;;;
;2.750E+03;1.010E+01;1.775E+01;1.129E+00;1.152E+04;7.122E-01;4.476E-03;;;;;4.950E+03;4.239E+00;4.952E+03;;;;
;2.775E+03;1.002E+01;1.886E+01;1.128E+00;1.198E+04;7.179E-01;4.402E-03;;;;;4.995E+03;4.505E+00;5.149E+03;;;;
;2.800E+03;9.939E+00;2.004E+01;1.128E+00;1.246E+04;7.236E-01;4.326E-03;;;;;5.040E+03;4.786E+00;5.358E+03;;;;
;2.825E+03;9.851E+00;2.128E+01;1.127E+00;1.298E+04;7.295E-01;4.250E-03;;;;;5.085E+03;5.083E+00;5.580E+03;;;;
;2.850E+03;9.758E+00;2.258E+01;1.126E+00;1.353E+04;7.354E-01;4.172E-03;;;;;5.130E+03;5.394E+00;5.816E+03;;;;
;2.875E+03;9.660E+00;2.394E+01;1.126E+00;1.411E+04;7.414E-01;4.095E-03;;;;;5.175E+03;5.718E+00;6.066E+03;;;;
;2.900E+03;9.557E+00;2.535E+01;1.125E+00;1.473E+04;7.475E-01;4.016E-03;;;;;5.220E+03;6.054E+00;6.331E+03;;;;
;2.925E+03;9.450E+00;2.679E+01;1.125E+00;1.538E+04;7.536E-01;3.937E-03;;;;;5.265E+03;6.400E+00;6.610E+03;;;;
;2.950E+03;9.339E+00;2.827E+01;1.125E+00;1.606E+04;7.598E-01;3.858E-03;;;;;5.310E+03;6.752E+00;6.906E+03;;;;
;2.975E+03;9.223E+00;2.975E+01;1.125E+00;1.679E+04;7.661E-01;3.778E-03;;;;;5.355E+03;7.106E+00;7.218E+03;;;;
;3.000E+03;9.104E+00;3.122E+01;1.125E+00;1.755E+04;7.724E-01;3.698E-03;;;;;5.400E+03;7.458E+00;7.546E+03;;;;
;3.025E+03;8.982E+00;3.267E+01;1.126E+00;1.835E+04;7.786E-01;3.618E-03;;;;;5.445E+03;7.802E+00;7.890E+03;;;;
;3.050E+03;8.857E+00;3.405E+01;1.126E+00;1.919E+04;7.849E-01;3.539E-03;;;;;5.490E+03;8.133E+00;8.248E+03;;;;
;3.075E+03;8.730E+00;3.536E+01;1.127E+00;2.005E+04;7.911E-01;3.460E-03;;;;;5.535E+03;8.445E+00;8.621E+03;;;;
;3.100E+03;8.602E+00;3.656E+01;1.127E+00;2.095E+04;7.972E-01;3.381E-03;;;;;5.580E+03;8.731E+00;9.008E+03;;;;
;3.125E+03;8.473E+00;3.763E+01;1.128E+00;2.188E+04;8.032E-01;3.304E-03;;;;;5.625E+03;8.988E+00;9.406E+03;;;;
;3.150E+03;8.344E+00;3.857E+01;1.129E+00;2.283E+04;8.089E-01;3.228E-03;;;;;5.670E+03;9.211E+00;9.816E+03;;;;
;3.175E+03;8.216E+00;3.934E+01;1.130E+00;2.381E+04;8.145E-01;3.154E-03;;;;;5.715E+03;9.396E+00;1.023E+04;;;;
;3.200E+03;8.090E+00;3.994E+01;1.131E+00;2.480E+04;8.199E-01;3.081E-03;;;;;5.760E+03;9.540E+00;1.066E+04;;;;
;3.225E+03;7.966E+00;4.037E+01;1.132E+00;2.580E+04;8.249E-01;3.010E-03;;;;;5.805E+03;9.643E+00;1.109E+04;;;;
;3.250E+03;7.845E+00;4.063E+01;1.133E+00;2.682E+04;8.297E-01;2.942E-03;;;;;5.850E+03;9.703E+00;1.153E+04;;;;
;3.275E+03;7.727E+00;4.070E+01;1.135E+00;2.783E+04;8.342E-01;2.875E-03;;;;;5.895E+03;9.722E+00;1.197E+04;;;;
;3.300E+03;7.612E+00;4.062E+01;1.136E+00;2.885E+04;8.383E-01;2.811E-03;;;;;5.940E+03;9.701E+00;1.240E+04;;;;
;3.325E+03;7.502E+00;4.037E+01;1.137E+00;2.986E+04;8.421E-01;2.750E-03;;;;;5.985E+03;9.642E+00;1.284E+04;;;;
;3.350E+03;7.396E+00;3.997E+01;1.139E+00;3.087E+04;8.457E-01;2.690E-03;;;;;6.030E+03;9.548E+00;1.327E+04;;;;
;3.375E+03;7.294E+00;3.945E+01;1.140E+00;3.186E+04;8.489E-01;2.634E-03;;;;;6.075E+03;9.422E+00;1.370E+04;;;;
;3.400E+03;7.197E+00;3.881E+01;1.142E+00;3.284E+04;8.518E-01;2.580E-03;;;;;6.120E+03;9.269E+00;1.412E+04;;;;
;3.425E+03;7.104E+00;3.807E+01;1.143E+00;3.380E+04;8.545E-01;2.528E-03;;;;;6.165E+03;9.092E+00;1.453E+04;;;;
;3.450E+03;7.017E+00;3.725E+01;1.145E+00;3.474E+04;8.570E-01;2.479E-03;;;;;6.210E+03;8.896E+00;1.494E+04;;;;
;3.475E+03;6.934E+00;3.636E+01;1.146E+00;3.566E+04;8.593E-01;2.432E-03;;;;;6.255E+03;8.685E+00;1.533E+04;;;;
;3.500E+03;6.855E+00;3.543E+01;1.148E+00;3.656E+04;8.614E-01;2.387E-03;;;;;6.300E+03;8.463E+00;1.572E+04;;;;
;3.525E+03;6.781E+00;3.448E+01;1.150E+00;3.743E+04;8.634E-01;2.344E-03;;;;;6.345E+03;8.234E+00;1.609E+04;;;;
;3.550E+03;6.711E+00;3.351E+01;1.151E+00;3.828E+04;8.653E-01;2.304E-03;;;;;6.390E+03;8.003E+00;1.646E+04;;;;
;3.575E+03;6.645E+00;3.254E+01;1.153E+00;3.911E+04;8.670E-01;2.265E-03;;;;;6.435E+03;7.771E+00;1.681E+04;;;;
;3.600E+03;6.582E+00;3.158E+01;1.154E+00;3.991E+04;8.688E-01;2.228E-03;;;;;6.480E+03;7.542E+00;1.716E+04;;;;
;3.625E+03;6.524E+00;3.064E+01;1.156E+00;4.069E+04;8.705E-01;2.193E-03;;;;;6.525E+03;7.318E+00;1.749E+04;;;;
;3.650E+03;6.468E+00;2.973E+01;1.157E+00;4.144E+04;8.721E-01;2.160E-03;;;;;6.570E+03;7.102E+00;1.782E+04;;;;
