time,Twall,T1,P0,mdot,rho_ue_CH,sdot_mm_s,recession_mm,thickness_mm,Bg,Bc,Tw_nr,eps_surf,k_surf,iter,converged,resid_pct,mdot_g,mdot_c,T_24mm
1.04,1001.04,1000,101325,0.255722,0.111849,0,0,50,4.64492,0,1001.04,0.846794,0.508467,1,1,-4547.45,0.518952,0,1000
1.06,1002.04,1000,101325,0.25023,0.114312,0,0,50,4.45471,0,1002.04,0.847136,0.508467,1,1,-2314.63,0.508682,0,1000
1.08,1003.11,1000,101325,0.244901,0.116734,0,0,50,4.27699,0,1003.11,0.847472,0.508467,1,1,-1523.6,0.498756,0,1000
1.1,1004.22,1000,101325,0.239727,0.119116,0,0,50,4.11064,0,1004.22,0.847801,0.508467,1,1,-1121.73,0.489158,0,1000
1.12,1005.28,1000,101325,0.234748,0.121458,0,0,50,3.95471,0,1005.28,0.848124,0.508467,1,1,-896.72,0.479873,0,1000
1.14,1006.17,1000,101325,0.230006,0.12376,0,0,50,3.80833,0,1006.17,0.848441,0.508467,1,1,-768.666,0.470885,0,1000
1.16,1007.11,1000,101325,0.225391,0.126024,0,0,50,3.6707,0,1007.11,0.848752,0.508467,1,1,-667.011,0.462183,0,1000
1.18,1008.1,1000,101325,0.220902,0.128248,0,0,50,3.54114,0,1008.1,0.849057,0.508467,1,1,-585.213,0.453752,0,1000
1.2,1009.15,1000,101325,0.216534,0.130433,0,0,50,3.419,0,1009.15,0.849356,0.508467,1,1,-518.537,0.445581,0,1000
1.22,1010.24,1000,101325,0.212286,0.132581,0,0,50,3.30371,0,1010.24,0.849651,0.508467,1,1,-463.534,0.437658,0,1000
1.24,1011.36,1000,101325,0.208153,0.134692,0,0,50,3.19476,0,1011.36,0.84994,0.508467,1,1,-417.654,0.429974,0,1000
1.26,1012.53,1000,101325,0.204133,0.136765,0,0,50,3.09168,0,1012.53,0.850224,0.508467,1,1,-378.995,0.422516,0,1000
1.28,1013.71,1000,101325,0.200227,0.138802,0,0,50,2.99404,0,1013.71,0.850503,0.508467,1,1,-346.478,0.415277,0,1000
1.3,1014.71,1000,101325,0.1965,0.140804,0,0,50,2.90145,0,1014.71,0.850777,0.508467,1,1,-322.988,0.408247,0,1000
1.32,1015.75,1000,101325,0.192867,0.14277,0,0,50,2.81356,0,1015.75,0.851047,0.508467,1,1,-301.74,0.401418,0,1000
1.34,1016.83,1000,101325,0.189327,0.144702,0,0,50,2.73005,0,1016.83,0.851312,0.508467,1,1,-282.53,0.394781,0,1000
1.36,1017.94,1000,101325,0.185878,0.146599,0,0,50,2.65062,0,1017.94,0.851573,0.508467,1,1,-265.156,0.388329,0,1000
1.38,1019.08,1000,101325,0.182517,0.148463,0,0,50,2.575,0,1019.08,0.85183,0.508467,1,1,-249.431,0.382055,0,1000
1.4,1020.24,1000,101325,0.179242,0.150295,0,0,50,2.50293,0,1020.24,0.852082,0.508467,1,1,-235.177,0.375951,0,1000
1.42,1021.43,1000,101325,0.17605,0.152094,0,0,50,2.43421,0,1021.43,0.852331,0.508467,1,1,-222.237,0.370011,0,1000
1.44,1022.55,1000,101325,0.172963,0.153862,0,0,50,2.3686,0,1022.55,0.852576,0.508467,1,1,-211.197,0.364229,0,1000
1.46,1023.62,1000,101325,0.169977,0.155598,0,0,50,2.30592,0,1023.62,0.852816,0.508467,1,1,-201.703,0.358599,0,1000
1.48,1024.72,1000,101325,0.167064,0.157304,0,0,50,2.246,0,1024.72,0.853054,0.508467,1,1,-192.773,0.353115,0,1000
1.5,1026.01,1000,101325,0.164171,0.158981,0,0,50,2.18866,0,1026.01,0.853287,0.508467,1,1,-183.347,0.347773,0,1000
1.52,1027.38,1000,101325,0.161332,0.160628,0,0,50,2.13375,0,1027.38,0.853517,0.508467,1,1,-174.239,0.342566,0,1000
1.54,1028.77,1000,101325,0.158561,0.162246,0,0,50,2.08114,0,1028.77,0.853744,0.508467,1,1,-165.883,0.33749,0,1000
1.56,1030.18,1000,101325,0.155858,0.163836,0,0,50,2.03069,0,1030.18,0.853967,0.508467,1,1,-158.204,0.33254,0,1000
1.58,1031.61,1000,101325,0.153219,0.165399,0,0,50,1.98227,0,1031.61,0.854187,0.508467,1,1,-151.137,0.327712,0,1000
1.6,1033.05,1000,101325,0.150644,0.166935,0,0,50,1.93578,0,1033.05,0.854404,0.508467,1,1,-144.622,0.323002,0,1000
1.62,1034.47,1000,101325,0.148139,0.168444,0,0,50,1.89112,0,1034.47,0.854617,0.508467,1,1,-138.725,0.318406,0,1000
1.64,1035.79,1000,101325,0.145723,0.169927,0,0,50,1.84817,0,1035.79,0.854828,0.508467,1,1,-133.673,0.313919,0,1000
1.66,1037.12,1000,101325,0.143362,0.171385,0,0,50,1.80686,0,1037.12,0.855036,0.508467,1,1,-128.923,0.309538,0,1000
1.68,1038.47,1000,101325,0.141055,0.172818,0,0,50,1.76709,0,1038.47,0.855241,0.508467,1,1,-124.456,0.30526,0,1000
1.7,1039.83,1000,101325,0.138801,0.174227,0,0,50,1.72879,0,1039.83,0.855443,0.508467,1,1,-120.254,0.301081,0,1000
1.72,1041.2,1000,101325,0.136598,0.175612,0,0,50,1.69188,0,1041.2,0.855642,0.508467,1,1,-116.299,0.296998,0,1000
1.74,1042.59,1000,101325,0.134446,0.176974,0,0,50,1.65629,0,1042.59,0.855839,0.508467,1,1,-112.576,0.293008,0,1000
1.76,1043.98,1000,101325,0.132343,0.178312,0,0,50,1.62196,0,1043.98,0.856033,0.508467,1,1,-109.067,0.289107,0,1000
1.78,1045.37,1000,101325,0.130287,0.179629,0,0,50,1.58882,0,1045.37,0.856224,0.508467,1,1,-105.76,0.285294,0,1000
1.8,1046.77,1000,101325,0.128278,0.180923,0,0,50,1.55682,0,1046.77,0.856413,0.508467,1,1,-102.639,0.281565,0,1000
1.82,1048.18,1000,101325,0.126315,0.182196,0,0,50,1.52591,0,1048.18,0.856599,0.508467,1,1,-99.6935,0.277917,0,1000
1.84,1049.57,1000,101325,0.124398,0.183447,0,0,50,1.49602,0,1049.57,0.856783,0.508467,1,1,-96.9245,0.274349,0,1000
1.86,1051.08,1000,101325,0.122502,0.184679,0,0,50,1.46713,0,1051.08,0.856965,0.508467,1,1,-94.129,0.270857,0,1000
1.88,1052.68,1000,101325,0.12063,0.18589,0,0,50,1.43917,0,1052.68,0.857144,0.508467,1,1,-91.3225,0.26744,0,1000
1.9,1054.28,1000,101325,0.118798,0.187081,0,0,50,1.41211,0,1054.28,0.857322,0.508467,1,1,-88.6751,0.264095,0,1000
1.92,1055.88,1000,101325,0.117007,0.188253,0,0,50,1.38591,0,1055.88,0.857496,0.508467,1,1,-86.1759,0.26082,0,1000
1.94,1057.49,1000,101325,0.115256,0.189405,0,0,50,1.36053,0,1057.49,0.857669,0.508467,1,1,-83.8144,0.257613,0,1000
1.96,1059.1,1000,101325,0.113542,0.19054,0,0,50,1.33593,0,1059.1,0.85784,0.508467,1,1,-81.5813,0.254472,0,1000
1.98,1060.7,1000,101325,0.111866,0.191656,0,0,50,1.31208,0,1060.7,0.858008,0.508467,1,1,-79.4677,0.251395,0,1000
2,1062.3,1000,101325,0.110227,0.192754,0,0,50,1.28895,0,1062.3,0.858175,0.508467,1,1,-77.4655,0.24838,0,1000
2.02,1063.91,1000,101325,0.108624,0.193835,0,0,50,1.26651,0,1063.91,0.85834,0.508467,1,1,-75.5673,0.245426,0,1000
2.04,1065.5,1000,101325,0.107055,0.194899,0,0,50,1.24473,0,1065.5,0.858502,0.508467,1,1,-73.7662,0.242531,0,1000
2.06,1067.09,1000,101325,0.10552,0.195946,0,0,50,1.22358,0,1067.09,0.858663,0.508467,1,1,-72.0558,0.239692,0,1000
2.08,1068.68,1000,101325,0.104018,0.196976,0,0,50,1.20304,0,1068.68,0.858822,0.508467,1,1,-70.4301,0.236909,0,1000
2.1,1070.21,1000,101325,0.102558,0.197991,0,0,50,1.18309,0,1070.21,0.858979,0.508467,1,1,-68.9316,0.234181,0,1000
2.12,1071.73,1000,101325,0.101129,0.198989,0,0,50,1.16369,0,1071.73,0.859134,0.508467,1,1,-67.5079,0.231504,0,1000
2.14,1073.25,1000,101325,0.0997298,0.199973,0,0,50,1.14483,0,1073.25,0.859287,0.508467,1,1,-66.1463,0.228879,0,1000
2.16,1074.76,1000,101325,0.0983597,0.200941,0,0,50,1.12649,0,1074.76,0.859439,0.508467,1,1,-64.8444,0.226304,0,1000
2.18,1076.5,1000,101325,0.0969792,0.201894,0,0,50,1.10865,0,1076.5,0.859589,0.508467,1,1,-63.4038,0.223777,0,1000
2.2,1078.28,1000,101325,0.0956208,0.202833,0,0,50,1.09128,0,1078.28,0.859737,0.508467,1,1,-62,0.221297,0,1000
2.22,1080.06,1000,101325,0.0942912,0.203758,0,0,50,1.07438,0,1080.06,0.859884,0.508467,1,1,-60.6658,0.218863,0,1000
2.24,1081.82,1000,101325,0.0929897,0.204668,0,0,50,1.05792,0,1081.82,0.860029,0.508467,1,1,-59.3967,0.216474,0,1000
2.26,1083.57,1000,101325,0.0917157,0.205565,0,0,50,1.04188,0,1083.57,0.860172,0.508467,1,1,-58.1883,0.214129,0,1000
2.28,1085.31,1000,101325,0.0904685,0.206449,0,0,50,1.02626,0,1085.31,0.860314,0.508467,1,1,-57.0369,0.211826,0,1000
2.3,1087.04,1000,101325,0.0892473,0.207319,0,0,50,1.01104,0,1087.04,0.860455,0.508467,1,1,-55.9388,0.209564,0,1000
2.32,1088.75,1000,101325,0.0880527,0.208177,0,0,50,0.996196,0,1088.75,0.860594,0.508467,1,1,-54.8953,0.207342,0,1000
2.34,1090.43,1000,101325,0.0868858,0.209022,0,0,50,0.981724,0,1090.43,0.860731,0.508467,1,1,-53.9103,0.20516,0,1000
2.36,1092.1,1000,101325,0.0857426,0.209854,0,0,50,0.967609,0,1092.1,0.860867,0.508467,1,1,-52.9669,0.203017,0,1000
2.38,1093.75,1000,101325,0.0846226,0.210674,0,0,50,0.953837,0,1093.75,0.861002,0.508467,1,1,-52.063,0.20091,0,1000
2.4,1095.4,1000,101325,0.0835252,0.211483,0,0,50,0.940399,0,1095.4,0.861135,0.508467,1,1,-51.1962,0.19884,0,1000
2.42,1097.03,1000,101325,0.0824499,0.21228,0,0,50,0.927281,0,1097.03,0.861267,0.508467,1,1,-50.3646,0.196806,0,1000
2.44,1098.65,1000,101325,0.081396,0.213065,0,0,50,0.914475,0,1098.65,0.861397,0.508467,1,1,-49.5663,0.194807,0,1000
2.46,1100.31,1000,101325,0.0803581,0.213839,0,0,50,0.901968,0,1100.31,0.861527,0.508467,1,1,-48.7795,0.192841,0,1000
2.48,1102.15,1000,101325,0.0793177,0.214602,0,0,50,0.889752,0,1102.15,0.861654,0.508467,1,1,-47.9338,0.190909,0,1000
2.5,1103.97,1000,101325,0.0782987,0.215354,0,0,50,0.877816,0,1103.97,0.861781,0.508467,1,1,-47.1261,0.189009,0,1000
2.52,1105.78,1000,101325,0.0773003,0.216096,0,0,50,0.866153,0,1105.78,0.861906,0.508467,1,1,-46.353,0.18714,0,1000
2.54,1107.57,1000,101325,0.0763221,0.216827,0,0,50,0.854753,0,1107.57,0.86203,0.508467,1,1,-45.6124,0.185302,0,1000
2.56,1109.34,1000,101325,0.0753634,0.217548,0,0,50,0.843607,0,1109.34,0.862153,0.508467,1,1,-44.9024,0.183495,0,1000
2.58,1111.1,1000,101325,0.0744238,0.218259,0,0,50,0.832708,0,1111.1,0.862275,0.508467,1,1,-44.2214,0.181716,0,1000
2.6,1112.84,1000,101325,0.0735028,0.21896,0,0,50,0.822049,0,1112.84,0.862396,0.508467,1,1,-43.5678,0.179967,0,1000
2.62,1114.57,1000,101325,0.0726,0.219651,0,0,50,0.811621,0,1114.57,0.862515,0.508467,1,1,-42.9399,0.178246,0,1000
2.64,1116.28,1000,101325,0.0717148,0.220333,0,0,50,0.801418,0,1116.28,0.862633,0.508467,1,1,-42.3364,0.176552,0,1000
2.66,1118.04,1000,101325,0.0708388,0.220886,0.000992188,0,50,0.791743,0.000988209,1118.04,0.86275,0.508467,4,1,-41.7334,0.174885,0.000205581,1000
2.68,1119.78,1000,101325,0.0699807,0.221408,0.00216662,0,50,0.782467,0.00215284,1119.78,0.862866,0.508467,4,1,-41.1547,0.173244,0.000463543,1000
2.7,1121.51,1000,101325,0.0691389,0.221916,0.00337762,0,50,0.773395,0.00334845,1121.51,0.862981,0.508467,4,1,-40.5969,0.171629,0.00072957,1000
2.72,1123.23,1000,101325,0.068313,0.222412,0.0046235,0,50,0.764523,0.00457336,1123.23,0.863095,0.508467,4,1,-40.0591,0.170039,0.00100329,1000
2.74,1124.93,1000,101325,0.0675026,0.222895,0.00590262,0,50,0.755843,0.00582595,1124.93,0.863208,0.508467,4,1,-39.5401,0.168473,0.00128434,1000
2.76,1126.8,1000,101325,0.0666878,0.22337,0.0071784,0,50,0.747335,0.0070701,1126.8,0.86332,0.508467,4,1,-38.9856,0.166932,0.00156513,1000
2.78,1128.66,1000,101325,0.0658879,0.223835,0.0084714,0,50,0.739002,0.00832626,1128.66,0.863431,0.508467,4,1,-38.4499,0.165414,0.00184939,1000
2.8,1130.5,1000,101325,0.0651034,0.22429,0.0097819,0,50,0.730839,0.00959481,1130.5,0.86354,0.508467,4,1,-37.9346,0.163919,0.00213751,1000
2.82,1132.33,1000,101325,0.064334,0.224734,0.0111088,0,50,0.722842,0.0108748,1132.33,0.863649,0.508467,4,1,-37.4387,0.162447,0.00242926,1000
2.84,1134.13,1000,101325,0.0635792,0.225169,0.0124512,0,50,0.715005,0.0121653,1134.13,0.863757,0.508467,4,1,-36.961,0.160997,0.00272441,1000
2.86,1135.92,1000,101325,0.0628387,0.225595,0.0138079,0,50,0.707323,0.0134655,1135.92,0.863864,0.508467,4,1,-36.5008,0.159568,0.00302275,1000
2.88,1137.69,1000,101325,0.062112,0.22601,0.0151929,0,50,0.699797,0.0147889,1137.69,0.86397,0.508467,5,1,-36.0568,0.158161,0.00332407,1000
2.9,1139.48,1000,101325,0.0613963,0.226357,0.0170708,0,50,0.692596,0.0165914,1139.48,0.864074,0.508467,5,1,-35.6219,0.156774,0.00373506,1000
2.92,1141.24,1000,101325,0.0606941,0.226701,0.0189215,0,50,0.685518,0.0183622,1141.24,0.864179,0.508467,5,1,-35.2027,0.155407,0.0041425,1000
2.94,1142.98,1000,101325,0.0600052,0.22704,0.0207454,0,50,0.678561,0.0201022,1142.98,0.864282,0.508467,5,1,-34.7985,0.154061,0.00454407,1000
2.96,1144.7,1000,101325,0.0593291,0.227376,0.0225432,0,50,0.671723,0.021812,1144.7,0.864384,0.508467,5,1,-34.4084,0.152733,0.00493987,1000
2.98,1146.4,1000,101325,0.0586655,0.227707,0.0243154,0,50,0.664999,0.0234924,1146.4,0.864485,0.508467,5,1,-34.0317,0.151425,0.00533003,1000
3,1148.09,1000,101325,0.0580142,0.228035,0.0260624,0,50,0.658388,0.025144,1148.09,0.864586,0.508467,5,1,-33.6678,0.150136,0.00571464,1000
3.02,1149.75,1000,101325,0.0573748,0.228359,0.0277847,0,50,0.651887,0.0267676,1149.75,0.864685,0.508467,5,1,-33.3162,0.148864,0.00609383,1000
3.04,1151.51,1000,101325,0.056737,0.228685,0.0294411,0,50,0.645479,0.028323,1151.51,0.864784,0.508467,5,1,-32.9532,0.147611,0.00645902,1000
3.06,1153.27,1000,101325,0.0561094,0.229008,0.0310671,0,50,0.639173,0.0298451,1153.27,0.864882,0.508467,5,1,-32.5988,0.146376,0.006817,1000
3.08,1155.01,1000,101325,0.0554933,0.229327,0.0326707,0,50,0.632971,0.031342,1155.01,0.864979,0.508467,5,1,-32.2566,0.145157,0.00717004,1000
3.1,1156.72,1000,101325,0.0548886,0.229642,0.0342523,0,50,0.62687,0.0328141,1156.72,0.865076,0.508467,5,1,-31.926,0.143956,0.00751822,1000
3.12,1158.42,1000,101325,0.0542948,0.229954,0.0358123,0,50,0.620867,0.0342621,1158.42,0.865171,0.508467,5,1,-31.6064,0.142771,0.00786165,1000
3.14,1160.1,1000,101325,0.0537118,0.230262,0.0373511,0,50,0.61496,0.0356864,1160.1,0.865266,0.508467,5,1,-31.2974,0.141602,0.00820042,1000
3.16,1161.75,1000,101325,0.0531392,0.230567,0.0388691,0,50,0.609147,0.0370876,1161.75,0.86536,0.508467,5,1,-30.9983,0.140449,0.0085346,1000
3.18,1163.39,1000,101325,0.0525769,0.230869,0.0403667,0,50,0.603426,0.0384663,1163.39,0.865453,0.508467,5,1,-30.7088,0.139312,0.0088643,1000
3.2,1165.01,1000,101325,0.0520246,0.231167,0.0418453,0,50,0.597796,0.0398239,1165.01,0.865546,0.508467,5,1,-30.4285,0.13819,0.00918979,1000
3.22,1166.6,1000,101325,0.051482,0.231461,0.0433055,0,50,0.592255,0.0411612,1166.6,0.865637,0.508467,4,1,-30.1569,0.137084,0.00951134,1000
3.24,1168.18,1000,101325,0.0509488,0.231752,0.0447468,0,50,0.586799,0.0424776,1168.18,0.865728,0.508467,4,1,-29.8935,0.135992,0.00982854,1000
3.26,1169.74,1000,101325,0.0504249,0.23204,0.046169,0,50,0.581427,0.0437734,1169.74,0.865819,0.508467,4,1,-29.6379,0.134914,0.0101416,1000
3.28,1171.29,1000,101325,0.04991,0.232325,0.0475726,0,50,0.576138,0.0450488,1171.29,0.865908,0.508467,4,1,-29.3899,0.133851,0.0104506,1000
3.3,1172.81,1000,101325,0.0494039,0.232607,0.0489579,0,50,0.570929,0.0463044,1172.81,0.865997,0.508467,4,1,-29.1492,0.132802,0.0107556,1000
3.32,1174.32,1000,101325,0.0489063,0.232886,0.0503252,0,50,0.565799,0.0475406,1174.32,0.866085,0.508467,4,1,-28.9153,0.131766,0.0110566,1000
3.34,1175.86,1000,101325,0.0484139,0.233164,0.051658,0,50,0.560741,0.0487416,1175.86,0.866173,0.508467,4,1,-28.6814,0.130744,0.0113503,1000
3.36,1177.41,1000,101325,0.0479271,0.23344,0.05296,0,50,0.555755,0.0499109,1177.41,0.86626,0.508467,4,1,-28.4488,0.129735,0.011637,1000
3.38,1178.95,1000,101325,0.0474485,0.233713,0.0542454,0,50,0.550844,0.0510625,1178.95,0.866346,0.508467,4,1,-28.2229,0.128739,0.0119199,1000
3.4,1180.47,1000,101325,0.0469781,0.233984,0.0555146,0,50,0.546005,0.0521968,1180.47,0.866431,0.508467,4,1,-28.0036,0.127756,0.0121993,1000
3.42,1181.97,1000,101325,0.0465155,0.234252,0.0567678,0,50,0.541238,0.0533141,1181.97,0.866516,0.508467,4,1,-27.7905,0.126786,0.0124752,1000
3.44,1183.45,1000,101325,0.0460606,0.234516,0.0580054,0,50,0.53654,0.0544149,1183.45,0.8666,0.508467,4,1,-27.5833,0.125827,0.0127476,1000
3.46,1184.92,1000,101325,0.0456132,0.234778,0.0592275,0,50,0.531911,0.0554994,1184.92,0.866684,0.508467,4,1,-27.3818,0.124881,0.0130167,1000
3.48,1186.37,1000,101325,0.0451732,0.235037,0.0604345,0,50,0.527348,0.056568,1186.37,0.866767,0.508467,4,1,-27.1859,0.123946,0.0132824,1000
3.5,1187.8,1000,101325,0.0447404,0.235294,0.0616267,0,50,0.522852,0.057621,1187.8,0.866849,0.508467,4,1,-26.9952,0.123024,0.0135448,1000
3.52,1189.21,1000,101325,0.0443146,0.235547,0.0628042,0,50,0.518419,0.0586588,1189.21,0.866931,0.508467,4,1,-26.8097,0.122112,0.013804,1000
3.54,1190.61,1000,101325,0.0438957,0.235798,0.0639673,0,50,0.51405,0.0596815,1190.61,0.867012,0.508467,4,1,-26.629,0.121212,0.0140601,1000
3.56,1191.99,1000,101325,0.0434835,0.236047,0.0651163,0,50,0.509743,0.0606896,1191.99,0.867092,0.508467,4,1,-26.453,0.120323,0.014313,1000
3.58,1193.36,1000,101325,0.0430778,0.236293,0.0662515,0,50,0.505496,0.0616833,1193.36,0.867172,0.508467,4,1,-26.2815,0.119445,0.0145629,1000
